SupplyChainFlow,FacilityType,ShipToParty,ShipToName,Material,MaterialDescription,Order,Delivery,Agmd,MonthAgmd,QuantityInMT,TotalSalesValue,TotalCOGS,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,TotalTransportCost,SGA,IOC,ShipToCountry,SoldToName,ABCClass,Account,Segment,ProductGroup,ProductOrigin,Commodity,TotalS&D,GM,CBM,CBMAI,EBITAI
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200628736,200628736,2022-08-04,8,188.32,124762.0,144438.17245983935,0.0,0.0,0.0,0.0,17775.840263052698,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,-19676.17245983935,-19676.17245983935,-19676.17245983935,-37452.01272289205
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200632492,200632492,2022-09-02,9,165.4,112933.47,126858.93014473996,0.0,0.0,0.0,0.0,15612.383068760177,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,-13925.460144739962,-13925.460144739962,-13925.460144739962,-29537.84321350014
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200637148,200637148,2022-10-05,10,189.58,129936.24,145404.57059758043,0.0,0.0,0.0,0.0,17894.7737737337,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,-15468.330597580425,-15468.330597580425,-15468.330597580425,-33363.104371314126
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200641234,200641234,2022-11-03,11,165.72,122243.36,127104.36459242024,0.0,0.0,0.0,0.0,15642.588404806143,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,-4861.004592420242,-4861.004592420242,-4861.004592420242,-20503.592997226384
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200645615,200645615,2022-12-07,12,188.32,127773.24,144438.17245983935,0.0,0.0,0.0,0.0,17775.840263052698,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,-16664.932459839343,-16664.932459839343,-16664.932459839343,-34440.77272289204
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200649930,200649930,2023-01-09,1,164.66,115215.9,126291.36298447932,0.0,0.0,0.0,0.0,15542.533229153873,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,-11075.462984479323,-11075.462984479323,-11075.462984479323,-26617.996213633196
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200653652,200653652,2023-02-03,2,166.64,152012.34,127809.988629501,0.0,0.0,0.0,0.0,15729.428745938303,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,24202.351370499004,24202.351370499004,24202.351370499004,8472.9226245607
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200657604,200657604,2023-03-02,3,192.66,154613.5,147766.87715650303,0.0,0.0,0.0,0.0,18185.500133176152,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,6846.622843496967,6846.622843496967,6846.622843496967,-11338.877289679185
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200662667,200662667,2023-04-05,4,194.48,159996.75,149162.78557768455,0.0,0.0,0.0,0.0,18357.2929819376,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,10833.964422315446,10833.964422315446,10833.964422315446,-7523.328559622154
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200666324,200666324,2023-05-02,5,170.6,149935.22,130847.23991954436,0.0,0.0,0.0,0.0,16103.21977950717,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,19087.980080455643,19087.980080455643,19087.980080455643,2984.7603009484737
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200670921,200670921,2023-06-02,6,194.36,166912.48,149070.74765980447,0.0,0.0,0.0,0.0,18345.96598092036,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,17841.732340195536,17841.732340195536,17841.732340195536,-504.2336407248222
EU to EU Direct,Amsterdam - NL,2003943,MILEI GMBH,121179,ROKI WHEYFRAC LF ELUATE 500KG ACT,200676474,200676474,2023-07-06,7,170.8,145115.1,131000.63644934454,0.0,0.0,0.0,0.0,16122.098114535902,0.0,Germany,MILEI GMBH,B,MILEI GMBH,Smart Serve,Whey Fractions,Lithuania,Whey,0.0,14114.463550655462,14114.463550655462,14114.463550655462,-2007.6345638804396
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200668356,200668356,2023-05-23,5,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200670589,200670589,2023-06-02,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200670590,200670590,2023-06-08,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671838,200671838,2023-06-23,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671839,200671839,2023-06-26,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671848,200671848,2023-06-27,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671849,200671849,2023-06-28,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671850,200671850,2023-06-29,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671851,200671851,2023-06-30,6,20.16,102816.0,102809.5142486517,0.0,0.0,0.0,0.0,1902.936170896041,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,6.485751348300255,6.485751348300255,6.485751348300255,-1896.4504195477407
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,107766,AMF SMF42 210KG DRM,200671853,200671853,2023-06-30,6,11.76,59976.0,59972.21664504683,0.0,0.0,0.0,0.0,1110.046099689357,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,3.7833549531715107,3.7833549531715107,3.7833549531715107,-1106.2627447361856
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,115053,AMF K RU 25KG CTN FFMR,200674058,200674058,2023-06-27,6,21.6,81000.0,81509.81936281732,0.0,0.0,0.0,0.0,2038.860183102901,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,-509.8193628173176,-509.8193628173176,-509.8193628173176,-2548.6795459202185
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,115053,AMF K RU 25KG CTN FFMR,200674059,200674059,2023-06-27,6,21.6,81000.0,81509.81936281732,0.0,0.0,0.0,0.0,2038.860183102901,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,-509.8193628173176,-509.8193628173176,-509.8193628173176,-2548.6795459202185
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,115053,AMF K RU 25KG CTN FFMR,200674062,200674062,2023-06-28,6,21.6,81000.0,81509.81936281732,0.0,0.0,0.0,0.0,2038.860183102901,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,-509.8193628173176,-509.8193628173176,-509.8193628173176,-2548.6795459202185
NZ Direct EU,Amsterdam - NL,2004201,INTERFOOD BV,115053,AMF K RU 25KG CTN FFMR,200674064,200674064,2023-06-28,6,21.6,81000.0,81509.81936281732,0.0,0.0,0.0,0.0,2038.860183102901,0.0,Netherlands,INTERFOOD BV,A,Interfood,Semi Managed,Anhydrous Milkfat,New Zealand,AMF,0.0,-509.8193628173176,-509.8193628173176,-509.8193628173176,-2548.6795459202185
NZ Direct EU,Amsterdam - NL,4016065,VDM BP FRANCE NEUVILLE,108046,Btr Lac Amx 25kgCTN,200664520,200664520,2023-05-04,5,22.0,121660.0,121660.96613007084,0.0,0.0,0.0,0.0,2076.616853160362,0.0,France,VANDEMOORTELE NV,C,Vandemoortele,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,-0.9661300708394265,-0.9661300708394265,-0.9661300708394265,-2077.5829832312015
EU to EU Direct,Daalimpex Harlingen - NL,1051579,UHRENHOLT A/S,121710,AWAR UHT CRM UHRENHOLT 12X1L CTN,200653634,500911412,2023-03-15,3,21.295,75000.43,56330.43403700469,285.66345176034395,168.37009776456134,0.0,0.0,2010.070722184087,684.7576409260796,Denmark,UHRENHOLT A/S,C,Uhrenholt,Smart Serve,UHT Cream,Netherlands,Cons. UHT,454.0335495249053,18669.9959629953,18215.962413470395,17531.204772544315,15521.134050360228
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,120436,AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,200652162,500906455,2023-01-27,1,0.024,0.0,52.827605101422975,0.2571355933860733,0.1897573301878127,0.0,0.0,2.265400203447668,0.4748260596052676,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.446892923573886,-52.827605101422975,-53.27449802499686,-53.74932408460213,-56.0147242880498
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,120994,AWAR UHT CRM CHF CLA CN 12X1L CTN,200641073,500896328,2022-11-10,11,0.097,0.0,213.5115706182512,0.9110534723178848,0.7669358761757431,0.0,0.0,9.155992488934324,1.2813823359633505,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,1.677989348493628,-213.5115706182512,-215.18955996674484,-216.47094230270818,-225.6269347916425
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,120994,AWAR UHT CRM CHF CLA CN 12X1L CTN,200642134,500897288,2022-12-08,12,0.121,0.0,266.33917571967413,1.136468764437774,0.9566932063635558,0.0,0.0,11.42139269238199,1.598425388160468,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,2.09316197080133,-266.33917571967413,-268.43233769047544,-270.0307630786359,-281.4521557710179
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121240,AWAR CUL CRM 12X1L,200641068,500896316,2022-11-02,11,0.012,0.0,26.413802550711488,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.228431560927761,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-26.413802550711488,-26.66965615927213,-26.89808772019989,-28.030787821923724
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121333,AWAR UHT CRM EX YIELD LATAM 12X1L CTN,200644472,500899663,2022-12-08,12,0.012,0.0,26.413802550711488,0.1099293146040708,0.0948786650939063,0.0,0.0,1.1327001017238338,0.2005049293034476,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2048079796979771,-26.413802550711488,-26.618610530409466,-26.819115459712915,-27.95181556143675
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121582,AWAR UHT CRM EX YIELD 12X1L CTN EU,200641323,500896525,2022-11-04,11,0.012,0.0,19.55215814451159,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2549292241436873,-19.55215814451159,-19.807087368655278,-20.44858016149438,-21.581280263218215
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121582,AWAR UHT CRM EX YIELD 12X1L CTN EU,200641325,500896526,2022-11-04,11,0.098,0.0,159.675958180178,1.307079565573212,0.7748424316002352,0.0,0.0,9.250384164077976,5.238857808186016,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,2.0819219971734473,-159.675958180178,-161.75788017735144,-166.99673798553746,-176.24712214961545
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121582,AWAR UHT CRM EX YIELD 12X1L CTN EU,200642132,500897286,2022-11-10,11,0.012,0.0,19.55215814451159,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2549292241436873,-19.55215814451159,-19.807087368655278,-20.44858016149438,-21.581280263218215
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121582,AWAR UHT CRM EX YIELD 12X1L CTN EU,200656699,500910269,2023-02-25,2,0.012,0.0,19.90543704856212,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2549292241436873,-19.90543704856212,-20.160366272705808,-20.80185906554491,-21.934559167268745
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121582,AWAR UHT CRM EX YIELD 12X1L CTN EU,200656700,500910284,2023-02-24,2,0.073,0.0,121.0914087120862,0.9736409008861682,0.5771785459879303,0.0,0.0,6.890592285486656,3.902414489771216,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,1.5508194468740983,-121.0914087120862,-122.64222815896031,-126.54464264873153,-133.4352349342182
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121582,AWAR UHT CRM EX YIELD 12X1L CTN EU,200659397,500912966,2023-03-22,3,0.012,0.0,21.99461674703854,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2549292241436873,-21.99461674703854,-22.249545971182226,-22.891038764021328,-24.023738865745162
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121628,AWAR UHT CRM CUL CRM EU 12X1L CTN,200641323,500896525,2022-11-04,11,0.012,0.0,27.98221701332757,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,1.5683819770597154,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-27.98221701332757,-28.238070621888212,-29.806452598947928,-30.939152700671762
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121628,AWAR UHT CRM CUL CRM EU 12X1L CTN,200656699,500910269,2023-02-25,2,0.012,0.0,27.73140927579436,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,1.5683819770597154,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-27.73140927579436,-27.987262884355,-29.555644861414716,-30.68834496313855
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121628,AWAR UHT CRM CUL CRM EU 12X1L CTN,200659397,500912966,2023-03-22,3,0.012,0.0,27.33038702009846,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,1.5683819770597154,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-27.33038702009846,-27.5862406286591,-29.154622605718817,-30.28732270744265
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121679,AWAR UHT CHF CLA EU 12X1L CTN,200641323,500896525,2022-11-04,11,0.012,0.0,28.14290333018931,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-28.14290333018931,-28.39875693874995,-29.08316990958813,-30.215870011311964
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121679,AWAR UHT CHF CLA EU 12X1L CTN,200642132,500897286,2022-11-10,11,0.012,0.0,28.14290333018931,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-28.14290333018931,-28.39875693874995,-29.08316990958813,-30.215870011311964
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121679,AWAR UHT CHF CLA EU 12X1L CTN,200644472,500899663,2022-12-08,12,0.012,0.0,26.87108515507762,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-26.87108515507762,-27.12693876363826,-27.81135173447644,-28.944051836200273
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121679,AWAR UHT CHF CLA EU 12X1L CTN,200656699,500910269,2023-02-25,2,0.012,0.0,33.38327921415981,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-33.38327921415981,-33.639132822720455,-34.32354579355863,-35.456245895282464
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121679,AWAR UHT CHF CLA EU 12X1L CTN,200656701,500910291,2023-02-24,2,0.012,0.0,33.38327921415981,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2558536085606415,-33.38327921415981,-33.639132822720455,-34.32354579355863,-35.456245895282464
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121679,AWAR UHT CHF CLA EU 12X1L CTN,200659397,500912966,2023-03-22,3,0.024,0.0,59.42971585157228,0.3219498869334705,0.1897573301878127,0.0,0.0,2.265400203447668,1.3688259416763529,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.5117072171212832,-59.42971585157228,-59.94142306869357,-61.31024901036992,-63.57564921381759
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121691,AWAR TR UHT CRM CHF CLA SAM 12X1L CTN,200648777,500903466,2023-01-02,1,0.012,0.0,8.306415550577446,0.1285677966930366,0.0948786650939063,0.0,0.0,1.1327001017238338,6.509455154712479,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2234464617869429,-8.306415550577446,-8.529862012364388,-15.039317167076867,-16.1720172688007
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121719,TR AWAR UHT CRM EX WHIP SAM 12X1L CTN,200653276,500907292,2023-02-01,2,0.024,0.0,52.827605101422975,0.2571355933860733,0.1897573301878127,0.0,0.0,2.265400203447668,30.62861698959925,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.446892923573886,-52.827605101422975,-53.27449802499686,-83.90311501459611,-86.16851521804378
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121742,AWAR UHT CRM CHF CLA LATAM 12X1L CTN,200644474,500899667,2022-12-02,12,0.048,0.0,105.65521020284596,0.4508305842397781,0.3795146603756255,0.0,0.0,4.530800406895335,1.166567286741406,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.8303452446154036,-105.65521020284596,-106.48555544746137,-107.65212273420278,-112.18292314109812
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,121742,AWAR UHT CRM CHF CLA LATAM 12X1L CTN,200666568,500919256,2023-05-12,5,0.048,0.0,105.65521020284596,0.4508305842397781,0.3795146603756255,0.0,0.0,4.530800406895335,1.166567286741406,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.8303452446154036,-105.65521020284596,-106.48555544746137,-107.65212273420278,-112.18292314109812
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,122064,AWAR UHT CKG CRM DESS 12X1L CTN,200647454,500902592,2023-01-02,1,0.12,0.0,264.1380255071149,1.1167276784069626,0.9487866509390636,0.0,0.0,11.327001017238338,0.7379187588814552,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,2.0655143293460263,-264.1380255071149,-266.2035398364609,-266.94145859534234,-278.26845961258067
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,122064,AWAR UHT CKG CRM DESS 12X1L CTN,200651103,500905693,2023-03-10,3,0.072,0.0,158.4828153042689,0.6700366070441776,0.5692719905634381,0.0,0.0,6.796200610343003,0.4427512553288731,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,1.2393085976076157,-158.4828153042689,-159.72212390187653,-160.16487515720542,-166.9610757675484
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,122064,AWAR UHT CKG CRM DESS 12X1L CTN,200660395,500913892,2023-03-31,3,0.012,0.0,26.413802550711488,0.1116727678406962,0.0948786650939063,0.0,0.0,1.1327001017238338,0.0737918758881455,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.20655143293460249,-26.413802550711488,-26.62035398364609,-26.694145859534235,-27.82684596125807
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,122070,AWAR UHT CRM CHF CLA CN AFP 12X1L CTN,200666571,500919257,2023-05-12,5,0.119,0.0,261.9368752945556,1.1176841567611164,0.9408800955145712,0.0,0.0,11.232609342094683,2.900499756089211,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,2.0585642522756875,-261.9368752945556,-263.9954395468313,-266.8959393029205,-278.1285486450152
EU to EU Direct,Daalimpex Harlingen - NL,2002317,FONTERRA (EUROPE) COOPERATIE U,122338,AWAR UHT CKG CRM EX YIELD LATAM 12X1L,200666565,500919255,2023-05-05,5,0.012,0.0,26.413802550711488,0.1099293146040708,0.0948786650939063,0.0,0.0,1.1327001017238338,0.2847015270330901,Netherlands,FONTERRA (EUROPE) COOPERATIE UA,C,Fonterra,Fonterra,UHT Cream,Netherlands,Cons. UHT,0.2048079796979771,-26.413802550711488,-26.618610530409466,-26.903312057442555,-28.03601215916639
