SupplyChainFlow,FacilityType,ShipToParty,ShipToName,Material,MaterialDescription,Order,Delivery,Agmd,MonthAgmd,QuantityInMT,TotalSalesValue,TotalCOGS,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,TotalTransportCost,SGA,IOC,ShipToCountry,SoldToName,ABCClass,Account,Segment,ProductGroup,ProductOrigin,Commodity,TotalS&D,GM,CBM,CBMAI,EBITAI
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10714959,89350100,2023-01-16,1,18.0,59679.38304,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,7684.573925744313,7684.573925744313,7684.573925744313,5985.523773158562
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10714959,89350101,2023-01-16,1,18.0,59679.38304,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,7684.573925744313,7684.573925744313,7684.573925744313,5985.523773158562
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10714959,89350102,2023-01-16,1,18.0,59679.38304,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,7684.573925744313,7684.573925744313,7684.573925744313,5985.523773158562
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10719241,89396606,2023-02-21,2,18.0,54593.298,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,2598.4888857443148,2598.4888857443148,2598.4888857443148,899.438733158564
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10719241,89397173,2023-02-21,2,18.0,54593.298,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,2598.4888857443148,2598.4888857443148,2598.4888857443148,899.438733158564
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10719241,89397174,2023-02-21,2,18.0,54593.298,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,2598.4888857443148,2598.4888857443148,2598.4888857443148,899.438733158564
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730738,89438292,2023-04-18,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730738,89443765,2023-04-18,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730738,89443766,2023-04-18,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730740,89453533,2023-04-27,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730740,89453534,2023-04-27,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730740,89453535,2023-04-27,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730740,89453536,2023-04-27,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730740,89453537,2023-04-28,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,111651,SMP Reg UHT FLC 25kgMBG RM,10730740,89453538,2023-04-28,4,18.0,51188.69952,51994.80911425569,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Skimmilk Powder,New Zealand,SMP,0.0,-806.1095942556858,-806.1095942556858,-806.1095942556858,-2505.1597468414366
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10704012,89216097,2022-09-14,9,25.2,96645.97152,93614.61340269292,0.0,0.0,0.0,0.0,2378.670213620051,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,3031.358117307085,3031.358117307085,3031.358117307085,652.6879036870341
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10704013,89216102,2022-09-14,9,25.2,96645.97152,93614.61340269292,0.0,0.0,0.0,0.0,2378.670213620051,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,3031.358117307085,3031.358117307085,3031.358117307085,652.6879036870341
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10709312,89249697,2022-10-17,10,24.125,97248.40794,89621.1328706336,0.0,0.0,0.0,0.0,2277.1991628406245,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,7627.275069366398,7627.275069366398,7627.275069366398,5350.0759065257735
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10709312,89249698,2022-10-17,10,25.2,101581.74324,93614.61340269292,0.0,0.0,0.0,0.0,2378.670213620051,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,7967.129837307075,7967.129837307075,7967.129837307075,5588.459623687024
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10724823,89377277,2023-02-15,2,25.2,82987.55408,93614.61340269292,0.0,0.0,0.0,0.0,2378.670213620051,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,-10627.05932269292,-10627.05932269292,-10627.05932269292,-13005.72953631297
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10737045,89457623,2023-05-18,5,25.2,78314.8528,93614.61340269292,0.0,0.0,0.0,0.0,2378.670213620051,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,-15299.760602692928,-15299.760602692928,-15299.760602692928,-17678.43081631298
NZ Direct Export,Plant - NZ,2003005,FRIESLANDCAMPINA HANAM COMPANY,112086,WMP INST A&D FRC 25KG MBG,10740910,89497691,2023-06-13,6,25.2,81799.25914,93614.61340269292,0.0,0.0,0.0,0.0,2378.670213620051,0.0,Vietnam,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,Wholemilk Powder,New Zealand,WMP,0.0,-11815.354262692927,-11815.354262692927,-11815.354262692927,-14194.024476312978
NZ Direct EU,Plant - NZ,2005805,HOCHDORF SWISS NUTRITION AG,120941,DC WHEY HYD 7051 HA HAL/K 500KG BBG,10699223,187153351,2022-08-01,8,11.0,275000.0,157712.48001792294,0.0,0.0,0.0,0.0,1038.308426580181,0.0,Switzerland,HOCHDORF SWISS NUTRITION AG,B,Hochdorf Nutrition,Semi Managed,Whey Hydrolysates,Unknown Origin,Whey,0.0,117287.51998207706,117287.51998207706,117287.51998207706,116249.21155549688
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,108046,Btr Lac Amx 25kgCTN,10707021,89290856,2022-11-14,11,23.275,135193.54066,126460.84806239286,0.0,0.0,0.0,0.0,2196.966238968519,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,8732.692597607136,8732.692597607136,8732.692597607136,6535.726358638617
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,108046,Btr Lac Amx 25kgCTN,10707021,89299543,2022-11-14,11,23.8,138243.014,129313.34839462728,0.0,0.0,0.0,0.0,2246.521868418937,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,8929.66560537272,8929.66560537272,8929.66560537272,6683.143736953783
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,108046,Btr Lac Amx 25kgCTN,10707022,89314718,2022-12-05,12,23.8,133034.26499999998,129313.34839462728,0.0,0.0,0.0,0.0,2246.521868418937,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,3720.9166053727095,3720.9166053727095,3720.9166053727095,1474.3947369537723
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,108046,Btr Lac Amx 25kgCTN,10707022,89314887,2022-12-05,12,23.8,133034.26499999998,129313.34839462728,0.0,0.0,0.0,0.0,2246.521868418937,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,3720.9166053727095,3720.9166053727095,3720.9166053727095,1474.3947369537723
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,108046,Btr Lac Amx 25kgCTN,10707022,89314888,2022-12-05,12,23.8,133034.26499999998,129313.34839462728,0.0,0.0,0.0,0.0,2246.521868418937,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,3720.9166053727095,3720.9166053727095,3720.9166053727095,1474.3947369537723
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,108046,Btr Lac Amx 25kgCTN,10714594,89292302,2022-11-22,11,23.375,135774.39366,127004.18145900896,0.0,0.0,0.0,0.0,2206.4054064828847,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Butter-Lactic,New Zealand,Butter,0.0,8770.212200991038,8770.212200991038,8770.212200991038,6563.806794508153
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10690639,89308843,2022-12-12,12,16.8,114307.2,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,13273.022914464324,13273.022914464324,13273.022914464324,11687.242772050955
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10690639,89309253,2022-12-12,12,16.8,114307.2,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,13273.022914464324,13273.022914464324,13273.022914464324,11687.242772050955
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10690639,89309254,2022-12-12,12,16.8,114307.2,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,13273.022914464324,13273.022914464324,13273.022914464324,11687.242772050955
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10690639,89309255,2022-12-12,12,16.8,114307.2,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,13273.022914464324,13273.022914464324,13273.022914464324,11687.242772050955
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10690639,89309256,2022-12-12,12,16.8,114307.2,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,13273.022914464324,13273.022914464324,13273.022914464324,11687.242772050955
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10690639,89309257,2022-12-12,12,16.8,114307.2,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,13273.022914464324,13273.022914464324,13273.022914464324,11687.242772050955
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691418,89285009,2022-11-11,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691418,89285010,2022-11-11,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691418,89285011,2022-11-11,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691418,89285012,2022-11-11,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691418,89285013,2022-11-11,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691418,89285014,2022-11-11,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285015,2022-11-13,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285016,2022-11-15,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285017,2022-11-13,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285018,2022-11-13,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285019,2022-11-16,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285020,2022-11-13,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285021,2022-11-16,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691419,89285022,2022-11-16,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89301144,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304108,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304109,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304110,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304111,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304112,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304113,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691420,89304114,2022-11-24,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691421,89300350,2022-11-22,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691421,89302229,2022-11-22,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691421,89302230,2022-11-22,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691421,89302231,2022-11-22,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
NZ Direct EU,Plant - NZ,2006395,FUNKY FIELDS,110645,AMF PREM K/HAL/MUI 210KG DRM,10691421,89302232,2022-11-22,11,16.8,104759.76,101034.17708553567,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,Denmark,FUNKY FIELDS,A,Burt Lewis,Smart Serve,Anhydrous Milkfat,New Zealand,AMF,0.0,3725.582914464321,3725.582914464321,3725.582914464321,2139.8027720509535
