FacilityType,SupplyChainFlow,ShipToParty,ShipToCountry,ShipToName,SoldToName,ABCClass,Account,Segment,Material,MaterialDescription,ProductGroup,ProductOrigin,Commodity,QuantityInMT,TotalSalesValue,TotalCOGS,GM,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,IOC,TotalTransportCost,CBM,TotalS&D,SGA,PTOC,PTOC_60,PTOC_30,PTOC_30_8,PTOC_30_notcharged,CBMAI,EBITAI
Portena - NL,EU to EU Direct,4011283,Italy,BICT  SRL,BICT  SRL,C,BICT,Semi Managed,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey Fractions,Germany,Whey,0.56,260700,130774.72385009895,129925.27614990105,40.03014965879832,4.493179443486004,0,2567.1171294164938,1664.3700000000001,128216.38282079877,1708.8933291022845,52.85933808044558,5356.849315068493,5356.849315068493,2678.4246575342463,1714.1917808219177,964.2328767123287,125649.26569138227,125596.40635330182
Portena - NL,EU to EU Direct,4011283,Italy,BICT  SRL,BICT  SRL,C,BICT,Semi Managed,122348,MILEI WHEYFRAC LF 95% 9X1KG CTN,Whey Fractions,Germany,Whey,0.144,52425,33567.437649501044,18857.562350498956,10.293467055119569,1.1553889997535436,0,181.55465074850324,739.72,18106.393494444084,751.1688560548731,13.592401220686005,1077.2260273972602,1077.2260273972602,538.6130136986301,344.7123287671233,193.90068493150685,17924.838843695583,17911.246442474898
Portena - NL,EU to EU Direct,4011582,Germany,RUDOLF ROSE SPEDITION,INDUSTRIEBERATUNG J.KNOBEL GMBH,C,Industrieberatung J.Knobel,Smart Serve,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,86.04,579860,733702.8102048949,-153842.8102,1383.827977222637,690.3449273527424,0,29563.317430280887,2788.040240963855,-158705.0234,4862.213145539234,8121.459729359889,8936.198630136985,8936.198630136985,5957.465753424657,1906.3890410958904,1072.3438356164384,-188268.3408,-196389.8005
Portena - NL,EU to EU Direct,4011582,Germany,RUDOLF ROSE SPEDITION,INDUSTRIEBERATUNG J.KNOBEL GMBH,C,Industrieberatung J.Knobel,Smart Serve,114130,FNL PL WPC80 CHS 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,3.68,29440,28146.41013932676,1293.5898606732408,59.18743556693751,29.526607771479455,0,834.7008528873855,100.83975903614451,1104.0360582986793,189.55380237456149,347.3613645286424,453.69863013698625,453.69863013698625,302.4657534246575,96.78904109589041,54.44383561643835,269.3352054112938,-78.02615912
Portena - NL,EU to EU Direct,4011585,Netherlands,LABORATORIUM MEDISAN B.V,LABORATORIUM MEDISAN B.V,C,Laboratorium Medisan,Smart Serve,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey Fractions,Germany,Whey,0.02,14200,5664.347879562149,8535.652120437851,1.4296482020999401,0.16047069441021442,0,91.68275462201764,460,8074.0620015413415,461.59011889651015,1.8878335028730564,34.04109589041096,34.04109589041096,34.04109589041096,0,0,7982.379246919324,7980.491413416451
Portena - NL,EU to EU Direct,4011699,Switzerland,SPONSER SPORT FOOD AG,SPONSER SPORT FOOD AG,C,Sponser Sport Food,Smart Serve,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,52.800000000000004,430320,451318.4996616322,-20998.49966,849.2110320473644,423.6426332429661,0,18142.06369501198,5850,-28121.35333,7122.853665,4983.880447584869,4421.095890410958,4421.095890410958,4421.095890410958,0,0,-46263.41702,-51247.29747
Portena - NL,EU to EU Direct,4012175,Poland,BEMPRESA SP. Z O.O.,ZAKLAD PRODUKCYJNY BEMPRESA,C,Bempresa,Smart Serve,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,35.2,320320,357100.70080883504,-36780.70081,566.1406880315762,282.4284221619774,0,12094.709130007988,0,-37629.26992,848.5691101935536,3322.5869650565796,3290.9589041095887,3290.9589041095887,3290.9589041095887,0,0,-49723.97905,-53046.56601
Portena - NL,EU to EU Direct,4012175,Poland,BEMPRESA SP. Z O.O.,ZAKLAD PRODUKCYJNY BEMPRESA,C,Bempresa,Smart Serve,114104,FNL WPC 356 20KG MBG,High Fat B/T WPC,Netherlands,WPC,52.82000000000001,396000,417641.24180119665,-21641.2418,849.5327028928369,423.8031039373763,0,11636.815645074956,287.24,-23201.81761,1560.5758068302132,4985.768281087742,4068.493150684931,4068.493150684931,4068.493150684931,0,0,-34838.63325,-39824.40153
Portena - NL,EU to EU Direct,4012175,Poland,BEMPRESA SP. Z O.O.,ZAKLAD PRODUKCYJNY BEMPRESA,C,Bempresa,Smart Serve,114130,FNL PL WPC80 CHS 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,17.6,144936,134620.0888691142,10315.911130885797,283.0703440157881,141.2142110809887,0,3992.0475572874957,0,9891.626575789021,424.2845550967768,1661.2934825282896,1489.0684931506848,1489.0684931506848,1489.0684931506848,0,0,5899.579018501526,4238.285535973237
Portena - NL,EU to EU Direct,4012217,Sweden,UNIVAR SOLUTIONS AB,UNIVAR SOLUTIONS B.V.,B,Univar Solutions,Managed,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,99.2,461680,592732.1258853995,-131052.1259,1595.487393543533,795.9346442746634,0,13700.35071010855,0,-133443.5479,2391.4220378181963,9363.654174,9486.575342465752,9486.575342465752,4743.287671232876,3035.704109589041,1707.5835616438355,-147143.8986,-156507.5528
Portena - NL,EU to EU Direct,4012217,Sweden,UNIVAR SOLUTIONS AB,UNIVAR SOLUTIONS B.V.,B,Univar Solutions,Managed,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,10.4,73840,86009.31813595924,-12169.31814,167.2688396,83.44476109331148,0,3179.679118531341,0,-12420.03174,250.71360073900448,981.6734214939894,1517.2602739726026,1517.2602739726026,758.6301369863013,485.5232876712328,273.1068493150685,-15599.71086,-16581.38428
Portena - NL,EU to EU Switch,4012219,United Kingdom,GREGORYS DISTRIBUTION LTD,SAPUTO DAIRY UK,B,Saputo Dairy,Semi Managed,113998,FNL LAC MHYD UNMILLED 1000KG,Edible Lactose,Netherlands,Lactose,2287,3008950.44,3144438.955,-135488.5148,29426.448943823067,18349.823905808018,0,48844.962302523956,264629.23000000004,-447894.0176,312405.5028496311,215873.7611,47632.81294520548,47632.81294520548,30913.874383561644,10700.120679452055,6018.817882191781,-496738.9799,-712612.741
Portena - NL,EU to EU Direct,4012229,Sweden,INPAC I LUND AB,INPAC I LUND AB,C,Fonterra,Fonterra,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,8,88880,69784.41997950431,19095.58002049569,128.6683381889946,64.18827776408575,0,2445.9070142548776,907.6500000000001,17995.07340454261,1100.5066159530804,755.13340114922255,913.1506849315068,913.1506849315068,913.1506849315068,0,0,15549.166390287734,14794.032989138512
Portena - NL,EU to EU Direct,4012348,Finland,VALIO OY,VALIO LTD,C,Valio,Smart Serve,115059,FNL LAC 100M NUTAPP WETBLD 1000KG BBG,Edible Lactose,Netherlands,Lactose,48,82080,34840.38757258485,47239.61242741515,617.6080233071741,385.12966658451455,0,1721.5624528002973,7106.86,39130.01473752347,8109.597689891689,4530.800406895335,1264.931506849315,1264.931506849315,843.2876712328766,269.85205479452054,151.7917808219178,37408.45228472317,32877.65187782783
Portena - NL,EU to EU Direct,4012630,Germany,KIPPING LAGER-HANDEL-LOGISTIK,ANONA GMBH,A,Anona,Managed,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,35.2,383680,326506.5150338433,57173.48496615671,566.1406880315762,282.4284221619774,0,12094.709130007988,1685.6,54639.31585596316,2534.1691101935535,3322.5869650565796,7883.835616438356,7883.835616438356,3941.917808219178,2522.8273972602738,1419.090410958904,42544.60672595518,39222.01976
Portena - NL,EU to EU Direct,4012630,Germany,KIPPING LAGER-HANDEL-LOGISTIK,ANONA GMBH,A,Anona,Managed,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,228.8,1846064,1675488.4519836186,170575.54801638145,3679.9144722052456,1835.7847440528528,0,31599.195992669724,10948.14,154111.70880012336,16463.839216258097,21596.815272867767,37932.82191780822,37932.82191780822,18966.41095890411,12138.50301369863,6827.907945205479,122512.51280745363,100915.69753458587
Portena - NL,EU to EU Direct,4012630,Germany,KIPPING LAGER-HANDEL-LOGISTIK,ANONA GMBH,A,Anona,Managed,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,79.2,1068320,681050.3466,387269.6534,1273.8165480710466,635.4639499,0,24214.47944112329,3975.8599999999997,381384.5128639955,5885.140497935496,7475.820671377304,21951.780821917808,21951.780821917808,10975.890410958904,7024.5698630136985,3951.320547945205,357170.0334228722,349694.2127514949
Portena - NL,EU to EU Direct,4012630,Germany,KIPPING LAGER-HANDEL-LOGISTIK,ANONA GMBH,A,Anona,Managed,114272,FNL WPC80 CHS 515 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,28.8,386800,213951.35567666357,172848.64432333643,463.2060174803806,231.07779995070877,0,6095.126176202752,2549.6099999999997,169604.75050590534,3243.893817431089,2718.480244137201,7947.945205479451,7947.945205479451,3973.9726027397255,2543.342465753424,1430.630136986301,163509.62432970258,160791.14408556538
Portena - NL,EU to EU Direct,4012675,Belgium,MEDIX LABORATOIRES NV,MEDIX LABORATOIRES NV,C,Medix Laboratoires,Semi Managed,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,44.800000000000004,420320,440495.2070144078,-20175.20701,720.5426938583697,359.4543554788803,0,15393.266165464713,1676.6145454545454,-22931.81861,2756.611594791795,4228.747046435647,3869.589041,3869.589041,3869.589041,0,0,-38325.08477,-42553.83182
Portena - NL,EU to EU Direct,4012675,Belgium,MEDIX LABORATOIRES NV,MEDIX LABORATOIRES NV,C,Medix Laboratoires,Semi Managed,114104,FNL WPC 356 20KG MBG,High Fat B/T WPC,Netherlands,WPC,8,32000,59598.694190966795,-27598.69419,128.6683381889946,64.18827776408575,0,1762.486277179092,299.39545454545447,-28090.94626,492.2520704985348,755.13340114922255,0,0,0,0,0,-29853.43254,-30608.56594
Portena - NL,EU to EU Direct,4012675,Belgium,MEDIX LABORATOIRES NV,MEDIX LABORATOIRES NV,C,Medix Laboratoires,Semi Managed,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,88,651200,596657.6630723749,54542.33692762512,1415.3517200789406,706.0710554049434,0,12153.536920257586,3293.35,49127.56415214123,5414.772775483883,8306.467412641448,4509.698630136986,4509.698630136986,4509.698630136986,0,0,36974.02723188365,28667.559819242204
Portena - NL,EU to EU Direct,4012760,Denmark,FAYREFIELD FOODS A/S,FAYREFIELD FOODS A/S,A,Fayrefield,Semi Managed,114272,FNL WPC80 CHS 515 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,703.84,8646480,5361468.148247058,3285011.8517529424,11320.240393867743,5647.284677684265,0,148958.11138397726,54549.6,3213494.7266813903,71517.12507,66436.63663,133250.54794520547,133250.54794520547,88833.69863013698,28426.783561643835,15990.065753424657,3064536.615297413,2998099.978664304
Portena - NL,EU to EU Direct,4012906,Netherlands,FARMEL DAIRY PRODUCTS B.V.,FARMEL DAIRY PRODUCTS B.V.,C,Farmel Dairy Products,Semi Managed,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Edible Lactose,Netherlands,Lactose,23.625,20790,18217.238632366694,2572.761367633306,270.20351019688866,189.55600777206575,0,496.2601856024867,0,2113.0018496643515,459.7595179689544,2230.0033252687977,213.5958904109589,213.5958904109589,213.5958904109589,0,0,1616.7416640618649,-613.2616612
Portena - NL,EU to EU Switch,4013184,United Kingdom,PRINOVA SOLUTIONS EUROPE LIMIT,PRINOVA SOLUTIONS EUROPE LIMITED,C,Prinova Group,Smart Serve,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,1.6,29760,23965.905994165252,5794.094005834748,25.73366763779892,12.837655552817154,0,489.18140285097553,338.69,5416.832682644132,377.26132319061605,151.02668022984452,305.75342465753425,305.75342465753425,305.75342465753425,0,0,4927.651279793156,4776.624599563312
Portena - NL,EU to EU Direct,4013669,Netherlands,FEED & FOOD C/O JONKER & SCHUT,FEED & FOOD TRADING BV,C,Feed & Food,Semi Managed,114803,SAPDUK GOS 57% K/HAL/MUI 1200KG BBN,Edible Lactose,United Kingdom,Lactose,3.6,180,872.3067795051054,-692.3067795,38.60050145669838,28.884724993838596,0,78.95569321135048,0,-759.792006,67.48522645053697,339.81003051715015,1.8493150684931505,1.8493150684931505,1.8493150684931505,0,0,-838.7476992,-1178.55773
Portena - NL,EU to EU Direct,4013669,Netherlands,FEED & FOOD C/O JONKER & SCHUT,FEED & FOOD TRADING BV,C,Feed & Food,Semi Managed,116048,FNL LAC MHYD 100M 1000KG BBG,Edible Lactose,Netherlands,Lactose,7,2625,4050.2095081477246,-1425.209508,90.06783673229621,56.164743043575044,0,92.53383151887657,0,-1571.442088,146.23257977587127,660.7417260055697,26.969178082191778,26.969178082191778,26.969178082191778,0,0,-1663.975919,-2324.717645
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,113998,FNL LAC MHYD UNMILLED 1000KG,Edible Lactose,Netherlands,Lactose,2,800,1556.7226035061542,-756.7226035,25.73366763779892,16.04706944102144,0,42.715314650217714,0,-798.5033406,41.78073707882036,188.78335028730564,4.109589041,4.109589041,4.109589041,0,0,-841.2186552,-1030.002006
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.06,216,541.4170384185005,-325.4170384,0.9650125364174594,0.48141208323064316,0,20.615981471604524,0,-326.863463,1.4464246196481025,5.663500508619169,1.1095890410958904,1.1095890410958904,1.1095890410958904,0,0,-347.4794445,-353.142945
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.1,360,658.4996737279098,-298.4996737,1.6083542273624325,0.8023534720510721,0,13.810837409383621,0,-300.9103814,2.4107076994135044,9.439167514365282,1.8493150684931505,1.8493150684931505,1.8493150684931505,0,0,-314.7212188,-324.1603864
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,0.02,72,156.50313327722307,-84.50313328,0.3216708454724865,0.16047069441021442,0,6.114767535637194,0,-84.98527482,0.4821415398827009,1.8878335028730564,0.3698630136986301,0.3698630136986301,0.3698630136986301,0,0,-91.10004235,-92.98787586
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,114272,FNL WPC80 CHS 515 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.02,72,124.09177916812625,-52.09177917,0.3216708454724865,0.16047069441021442,0,4.232726511251911,0,-52.57392071,0.4821415398827009,1.8878335028730564,0.3698630136986301,0.3698630136986301,0.3698630136986301,0,0,-56.80664722,-58.69448072
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,114273,FNL WPC80 CHS 515 20KG MBG FLSH,WPC 80% (Cheese),Netherlands,WPC,0.04,144,286.15767828985844,-142.1576783,0.643341691,0.32094138882042883,0,10.361847290658446,0,-143.1219614,0.9642830797654018,3.775667005746113,0.7397260273972602,0.7397260273972602,0.7397260273972602,0,0,-153.4838087,-157.2594757
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,114917,FNL WPC80 CHS 392 JP 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.16,576,1376.0565809359348,-800.0565809,2.573366763779892,1.2837655552817153,0,87.39470335576635,0,-803.9137133,3.8571323190616074,15.102668022984451,2.958904109589041,2.958904109589041,2.958904109589041,0,0,-891.3084166,-906.4110846
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,115074,FNL LAC 100M MHYD 1000KG BBG,Edible Lactose,Netherlands,Lactose,2,800,1710.0434613950017,-910.0434614,25.73366763779892,16.04706944102144,0,25.51426156418132,0,-951.8241985,41.78073707882036,188.78335028730564,4.109589041,4.109589041,4.109589041,0,0,-977.33846,-1166.12181
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Edible Lactose,Netherlands,Lactose,0.1,40,78.18572564898068,-38.18572565,1.1437185616799521,0.8023534720510721,0,2.1005722141904197,0,-40.13179768,1.9460720337310242,9.439167514365282,0.2054794520547945,0.2054794520547945,0.2054794520547945,0,0,-42.2323699,-51.67153741
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,115964,FNL LAC 100M MHYD VGDH 25KG MBG,Edible Lactose,Netherlands,Lactose,0.025,10,12.30734054457292,-2.307340545,0.32167084547248653,0.20058836801276803,0,0.4567140793458835,0,-2.829599758,0.5222592134852546,2.3597918785913206,0.051369863,0.051369863,0.051369863,0,0,-3.286313837,-5.646105716
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,115984,FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.06,216,444.0177694889966,-228.0177695,0.9650125364174594,0.48141208323064316,0,15.896440058669711,0,-229.4641941,1.4464246196481025,5.663500508619169,1.1095890410958904,1.1095890410958904,1.1095890410958904,0,0,-245.3606342,-251.0241347
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,116048,FNL LAC MHYD 100M 1000KG BBG,Edible Lactose,Netherlands,Lactose,1,400,821.1333216339484,-421.1333216,12.86683381889946,8.023534721,0,13.219118788410938,0,-442.0236902,20.89036853941018,94.39167514365282,2.054794520547945,2.054794520547945,2.054794520547945,0,0,-455.242809,-549.6344841
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,119496,FNL WPC 356 NUTING LPD70 20KG MBG,High Fat B/T WPC,Netherlands,WPC,0.02,72,148.2353600098943,-76.23536001,0.3216708454724865,0.16047069441021442,0,6.388968174550934,0,-76.71750155,0.4821415398827009,1.8878335028730564,0.3698630136986301,0.3698630136986301,0.3698630136986301,0,0,-83.10646972,-84.99430323
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,119565,FNL LAC NUTING UNMILLED 1000KG BBG,Edible Lactose,Netherlands,Lactose,1,400,819.4240283476314,-419.4240283,12.86683381889946,8.023534721,0,16.59869776947797,0,-440.3143969,20.89036853941018,94.39167514365282,2.054794520547945,2.054794520547945,2.054794520547945,0,0,-456.9130947,-551.3047698
Portena - NL,EU to EU Direct,4013679,Netherlands,VAN DALEN C/O JONKER & SCHUT B,VAN DALEN DAIRY TRADING BV.,C,Van Dalen Dairy Trading,Smart Serve,121194,FNL LAC 100M MHYD NZ 1000KG BBG,Edible Lactose,Netherlands,Lactose,44,17600,33445.51017672049,-15845.51018,566.1406880315762,353.0355277024717,0,1052.4247294904583,0,-16764.68639,919.1762157340479,4153.233706320724,90.41095890410958,90.41095890410958,90.41095890410958,0,0,-17817.11112,-21970.34483
Portena - NL,EU to EU Direct,4013754,Spain,HARRISON SPORT NUTRITION S.L.,HARRISON SPORT NUTRITION S.L.,A,Harrison Sport Nutrition,Semi Managed,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,140.70000000000002,1171200,1237377.4225427513,-66177.42254,2262.9543978989427,1128.9113351758585,0,48344.476550912615,0,-69569.28828,3391.865733074801,13280.908692711953,24065.753424657534,24065.753424657534,12032.876712328767,7701.041096,4331.835616438356,-117913.7648,-131194.6735
Portena - NL,EU to EU Direct,4013754,Spain,HARRISON SPORT NUTRITION S.L.,HARRISON SPORT NUTRITION S.L.,A,Harrison Sport Nutrition,Semi Managed,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,563.1800000000001,4508016,3799408.6490933117,708607.3509066883,9057.929337659747,4518.694283897228,0,77779.87412216667,0,695030.7272851312,13576.623621556975,53159.50361,92630.46575342465,92630.46575342465,46315.232876712325,29641.74904109589,16673.483835616436,617250.8531629646,564091.3495555621
Portena - NL,EU to EU Direct,4013754,Spain,HARRISON SPORT NUTRITION S.L.,HARRISON SPORT NUTRITION S.L.,A,Harrison Sport Nutrition,Semi Managed,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,158.4,1277760,1222466.1119394298,55293.88806057023,2547.633096142093,1270.927899728898,0,48428.95888224658,0,51475.32706469924,3818.560995870991,14951.641342754609,26255.342465753423,26255.342465753423,13127.671232876712,8401.709589041095,4725.961643835616,3046.3681824526575,-11905.27316
Portena - NL,EU to EU Direct,4013926,Germany,CONDIO GMBH,CONDIO GMBH,A,Condio,Managed,114272,FNL WPC80 CHS 515 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,35.2,498080,254311.18875292194,243768.81124707806,566.1406880315762,282.4284221619774,0,7449.598659803364,1703.24,241217.00213688452,2551.8091101935534,3322.5869650565796,7675.890410958904,7675.890410958904,5117.260273972603,1637.5232876712328,921.1068493150684,233767.40347708116,230444.81651202458
Portena - NL,EU to EU Direct,4014592,France,LAITERIE NOUVELLE DE L-ARGUENO,LAITERIE NOUVELLE DE L'ARGUENON,C,Lactalis,Managed,115984,FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,17.6,176000,103346.54856039005,72653.45143960995,283.0703440157881,141.2142110809887,0,4662.955750543116,1717.94,70511.22688451318,2142.224555096777,1661.2934825282898,1808.2191780821918,1808.2191780821918,1808.2191780821918,0,0,65848.27113397006,64186.977651441775
Portena - NL,EU to EU Direct,4014641,Norway,NEN-PRODUKTER AS,NEN-PRODUKTER AS,C,NEN-Produkter,Smart Serve,114104,FNL WPC 356 20KG MBG,High Fat B/T WPC,Netherlands,WPC,12,103000,93029.69466467228,9970.305335327721,193.0025072834919,96.28241664612864,0,2643.729415768638,2485.6499999999996,7195.370411,2774.9349239296203,1132.7001017238338,1058.2191780821918,1058.2191780821918,1058.2191780821918,0,0,4551.640995629463,3418.9408939056293
Portena - NL,EU to EU Direct,4014649,Belgium,MEDIX LABORATOIRES NV,ALPHACAPS GMBH,B,Alphacaps,Semi Managed,114068,FNL WPC80 CHS 392 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,43.2,365520,409846.4961713533,-44326.49617,694.8090262205708,346.6166999260631,0,14843.506659555258,1616.7354545454543,-46984.65735,2658.1611806920882,4077.7203662058023,3755.342465753424,3755.342465753424,3755.342465753424,0,0,-61828.16401,-65905.88438
Portena - NL,EU to EU Direct,4014649,Belgium,MEDIX LABORATOIRES NV,ALPHACAPS GMBH,B,Alphacaps,Semi Managed,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,80,769504,621137.9084954363,148366.0915045637,1286.683381889946,641.8827776408576,0,11048.669927506897,2993.954545454545,143443.57079957833,4922.520704985349,7551.334011492227,7905.863013698629,7905.863013698629,7905.863013698629,0,0,132394.90087207145,124843.56686057922
Portena - NL,EU to EU Direct,4014801,Netherlands,MATTISSON HEALTHCARE BV,MATTISSON HEALTHCARE B.V.,C,Mattisson Healthcare,Smart Serve,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey Fractions,Germany,Whey,0.1,60350,23206.25101685279,37143.748983147205,7.14824101,0.8023534720510721,0,458.4137731100882,274.08,36861.71838866465,282.0305944825508,9.439167514365282,620.0342465753424,620.0342465753424,620.0342465753424,0,0,36403.30461555457,36393.865448040204
Portena - NL,EU to EU Direct,4014854,Netherlands,EHF PRODUCTION BV,EHF PRODUCTION BV,C,EHF Production,Smart Serve,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey Fractions,Germany,Whey,0.1,55750,21999.928806359567,33750.07119364043,7.14824101,0.8023534720510721,0,458.4137731100882,341,33401.12059915788,348.9505944825508,9.439167514365282,572.7739726027397,572.7739726027397,572.7739726027397,0,0,32942.70683,32933.267658533434
Portena - NL,EU to EU Direct,4014856,Germany,KRAFTVERKEHR NAGEL SE & CO.,CONDETTA GMBH & CO. KG,B,Condetta,Managed,114266,FNL WPI 894-INST MF 20KG MBG,Whey Protein Isolate,Netherlands,WPC,0.8,14760,8995.429454,5764.570545580111,12.86683381889946,6.418827776408577,0,244.59070142548777,214.46,5530.824883984803,233.74566159530804,75.51334011492226,151.64383561643834,151.64383561643834,151.64383561643834,0,0,5286.234182559315,5210.7208424443925
Portena - NL,EU to EU Direct,4014878,Belgium,SOLINA BELGIUM AG/NV EUPEN,SOLINA BELGIUM AG/NV,C,SOLINA BELGIUM AG/NV,Smart Serve,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,6.4,57600,40578.986138273096,17021.013861726904,102.93467055119567,51.350622211268615,0,883.8935942005518,476.36,16390.36856896444,630.6452927624644,604.1067209193781,591.7808219178082,591.7808219178082,591.7808219178082,0,0,15506.474974763889,14902.36825384451
Portena - NL,EU to EU Direct,4014878,Belgium,SOLINA BELGIUM AG/NV EUPEN,SOLINA BELGIUM AG/NV,C,SOLINA BELGIUM AG/NV,Smart Serve,114272,FNL WPC80 CHS 515 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.4,6000,2978.0983429207645,3021.9016570792355,6.433416909,3.2094138882042884,0,84.65453022503823,29.96,2982.2988262815816,39.60283079765402,37.75667005746113,61.64383561643835,61.64383561643835,61.64383561643835,0,0,2897.644296056543,2859.887625999082
Portena - NL,EU to EU Direct,4014879,Italy,PARMALAT SPA SAVIGLIANO (CUNEO,PARMALAT SPA,C,Lactalis,Managed,114272,FNL WPC80 CHS 515 20KG MBG,WPC 80% (Cheese),Netherlands,WPC,0.8,12400,7154.401693,5245.598307,12.86683381889946,6.418827776408577,0,169.30906045007646,296.94,4929.372645368312,316.22566159530805,75.51334011492226,127.39726027397259,127.39726027397259,127.39726027397259,0,0,4760.063584918235,4684.550244803313
