FacilityType,SupplyChainFlow,ShipToParty,ShipToCountry,ShipToName,SoldToName,ABCClass,Account,Segment,Material,MaterialDescription,ProductGroup,ProductOrigin,Commodity,QuantityInMT,TotalSalesValue,TotalCOGS,GM,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,IOC,TotalTransportCost,CBM,TotalS&D,SGA,PTOC,PTOC_60,PTOC_30,PTOC_30_8,PTOC_30_notcharged,CBMAI,EBITAI
Plant - NZ,NZ Direct EU,2012178,Netherlands,INTERFOOD BV,INTERFOOD BV,A,Interfood,Semi Managed,115053,AMF K RU 25KG CTN FFMR,Anhydrous Milkfat,New Zealand,AMF,91.175,353066.07,344058.23057429946,9007.839425700542,0,0,0,0,0,9007.839425700542,0,8606.160981222547,9068.477825342467,7254.7822602739725,3627.3911301369862,3482.2954849315065,1958.7912102739724,9007.839425700542,401.6784444779951
Plant - NZ,NZ Direct EU,2012178,Netherlands,INTERFOOD BV,INTERFOOD BV,A,Interfood,Semi Managed,118404,AMF SMF27 1000KG SKT 230V,Anhydrous Milkfat,New Zealand,AMF,264,1346101.2000000002,1369126.385478927,-23025.18548,0,0,0,0,0,-23025.18548,0,24919.402237924343,34574.517123287675,27659.613698630135,13829.806849315068,13276.614575342466,7468.095698630137,-23025.18548,-47944.58772
Plant - NZ,NZ Direct EU,2012255,France,FLECHARD SA,FLECHARD SA,B,Flechard,Smart Serve,110645,AMF PREM K/HAL/MUI 210KG DRM,Anhydrous Milkfat,New Zealand,AMF,604.8000000000001,2978640,2914687.0467867586,63952.95321324142,0,0,0,0,0,63952.95321324142,0,57088.085126881226,61204.931506849316,61204.931506849316,30602.465753424658,19585.57808219178,11016.887671232875,63952.95321324142,6864.868086360191
Plant - NZ,NZ Direct EU,2012259,France,FLECHARD SA,FLECHARD SA,B,Flechard,Smart Serve,110645,AMF PREM K/HAL/MUI 210KG DRM,Anhydrous Milkfat,New Zealand,AMF,100.80000000000001,453600,485781.17446445976,-32181.17446,0,0,0,0,0,-32181.17446,0,9514.680854480204,9320.547945205479,9320.547945205479,4660.273972602739,2982.5753424657537,1677.6986301369861,-32181.17446,-41695.85532
Plant - NZ,NZ Direct EU,2012259,France,FLECHARD SA,FLECHARD SA,B,Flechard,Smart Serve,113085,gDT AMF Prem CHN 210kg DR,Anhydrous Milkfat,New Zealand,AMF,117.60000000000001,721291.0196,721536.8080074334,-245.7884074,0,0,0,0,0,-245.7884074,0,11100.460996893573,14821.048347945203,14821.048347945203,7410.524173972602,4742.735471342465,2667.7887026301364,-245.7884074,-11346.2494
Plant - NZ,NZ Direct EU,2013281,Belgium,AGRAL SA,AGRAL S.A.,B,AGRAL S.A.,Smart Serve,108046,Btr Lac Amx 25kgCTN,Butter-Lactic,New Zealand,Butter,277.2,1621620,1574010.7933652287,47609.20663477131,0,0,0,0,0,47609.20663477131,0,26165.37234982056,24990.71917808219,24990.71917808219,16660.47945205479,5331.353424657534,2998.886301369863,47609.20663477131,21443.83428495075
Plant - NZ,NZ Direct EU,2014294,United Kingdom,GREENFIELDS IRELAND,GREENFIELDS IRELAND LIMITED,B,Greenfields,Managed,105577,BTR US 25KG CTN,Butter-Unsalted,New Zealand,Butter,9.8,46548.04,44760.95847614592,1787.0815238540818,0,0,0,0,0,1787.0815238540818,0,925.0384164077977,956.4665753424657,956.4665753424657,478.23328767123286,306.06930410958904,172.16398356164382,1787.0815238540818,862.0431074
Plant - NZ,NZ Direct EU,2014294,United Kingdom,GREENFIELDS IRELAND,GREENFIELDS IRELAND LIMITED,B,Greenfields,Managed,108046,Btr Lac Amx 25kgCTN,Butter-Lactic,New Zealand,Butter,1.4,6688.990000000001,6401.862513564077,287.12748643592386,0,0,0,0,0,287.12748643592386,0,132.14834520111393,137.445,137.445,68.7225,43.9824,24.740099999999998,287.12748643592386,154.97914123480993
Plant - NZ,NZ Direct EU,2014294,United Kingdom,GREENFIELDS IRELAND,GREENFIELDS IRELAND LIMITED,B,Greenfields,Managed,108054,Btr Lac Ftz 25kgCTN,Butter-Lactic,New Zealand,Butter,1.4,6695.535000000001,6408.446362956033,287.08863704396754,0,0,0,0,0,287.08863704396754,0,132.14834520111393,137.57948630136988,137.57948630136988,68.78974315068494,44.025435616438365,24.764307534246576,287.08863704396754,154.9402918428536
Plant - NZ,NZ Direct EU,2014294,United Kingdom,GREENFIELDS IRELAND,GREENFIELDS IRELAND LIMITED,B,Greenfields,Managed,110927,BtrUS Amx K 25kgCTN,Butter-Unsalted,New Zealand,Butter,1.2,5705.37,5486.579831618334,218.79016838166626,0,0,0,0,0,218.79016838166626,0,113.27001017238338,117.23363013698629,117.23363013698629,58.616815068493146,37.51476164383561,21.10205342465753,218.79016838166626,105.52015820928288
Plant - NZ,NZ Direct EU,2014294,United Kingdom,GREENFIELDS IRELAND,GREENFIELDS IRELAND LIMITED,B,Greenfields,Managed,112476,AMF FFMR K FINZ 25KG CTN,Anhydrous Milkfat,New Zealand,AMF,1.4,7651.1050000000005,7529.2089541627665,121.89604583723394,0,0,0,0,0,121.89604583723394,0,132.14834520111393,157.21448630136987,157.21448630136987,78.60724315068494,50.30863561643836,28.298607534246575,121.89604583723394,-10.25229936
Plant - NZ,NZ Direct EU,2014294,United Kingdom,GREENFIELDS IRELAND,GREENFIELDS IRELAND LIMITED,B,Greenfields,Managed,112563,gDT Btr S 25kgCTN,Butter-Salted,New Zealand,Butter,126,792691.5788,793613.2859374991,-921.7071375,0,0,0,0,0,-921.7071375,0,11893.351068100255,16288.183126027396,16288.183126027396,8144.091563013698,5212.218600328767,2931.872962684931,-921.7071375,-12815.05821
Plant - NZ,NZ Direct Export,2016341,Oman,OMAN FOODSTUFF FACTORY LLC,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,112081,GDT WMP INST A&D FLC 25KG MBG RM,Wholemilk Powder,New Zealand,WMP,1032.625,4387607.349,4177899.2699350324,209708.07916496787,0,0,0,0,0,209708.07916496787,0,97471.20354521449,136242.32014532192,90156.31539246575,45078.157696232876,58345.06396741699,32819.09848167205,209708.07916496787,112236.87561975338
Plant - NZ,NZ Direct Export,2016341,Oman,OMAN FOODSTUFF FACTORY LLC,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,112882,WMP INST A&D FLC 25KG MBG RM,Wholemilk Powder,New Zealand,WMP,151.2,685276.9031,672438.0655081486,12838.837571851327,0,0,0,0,0,12838.837571851327,0,14272.021281720306,19244.077415260275,14081.03225506849,7040.516127534245,7810.279224144659,4393.282064,12838.837571851327,-1433.18371
Plant - NZ,NZ Direct Export,2016504,Vietnam,"BEL VIET NAM CO., LTD","BEL VIET NAM CO., LTD",A,BEL Group,Managed,105577,BTR US 25KG CTN,Butter-Unsalted,New Zealand,Butter,478.5,2615370.36,2476683.3533015144,138687.00669848546,0,0,0,0,0,138687.00669848546,0,45166.41655623788,67175.60856164384,53740.486849315064,26870.243424657532,25795.433687671233,14509.931449315067,138687.00669848546,93520.59014224759
Plant - NZ,NZ Direct Export,2016504,Vietnam,"BEL VIET NAM CO., LTD","BEL VIET NAM CO., LTD",A,BEL Group,Managed,109191,CHED GT MCR FZN A7 20KG CTN,Cheddar Cheese,New Zealand,Cheese,428.56,2377892.443,2160677.731,217214.71232043998,0,0,0,0,0,217214.71232043998,0,40452.49629956385,61076.004534246575,48860.80362739726,24430.40181369863,23453.185741150686,13192.41697939726,217214.71232043998,176762.21602087613
Plant - NZ,NZ Direct Export,2016504,Vietnam,"BEL VIET NAM CO., LTD","BEL VIET NAM CO., LTD",A,BEL Group,Managed,113298,Swiss Type Mcr Prc C10 2x10kgCTN Act,Swiss Cheese,New Zealand,Cheese,78.64,478893.75667000003,439559.4915977587,39334.26507224131,0,0,0,0,0,39334.26507224131,0,7422.961333296858,12300.353339126712,9840.282671,4920.141335650685,4723.335682224658,2656.8763212513695,39334.26507224131,31911.30373894445
Plant - NZ,NZ Direct Export,2016504,Vietnam,"BEL VIET NAM CO., LTD","BEL VIET NAM CO., LTD",A,BEL Group,Managed,115041,MPC70 4703 LH BEL 20KG MBG,Milk Protein Concentrate 70,New Zealand,MPC,101.46000000000001,690525.07,630621.4052702892,59903.664729710785,0,0,0,0,0,59903.664729710785,0,9576.979360075014,17736.089126712326,14188.871301369863,7094.435650684932,6810.6582246575335,3830.9952513698627,59903.664729710785,50326.68536963577
Plant - NZ,NZ Direct Export,2016504,Vietnam,"BEL VIET NAM CO., LTD","BEL VIET NAM CO., LTD",A,BEL Group,Managed,115679,BSGDA BAL MCR A8 2X10KG CTN ACT,Gouda Cheese-Brine Salt,New Zealand,Cheese,16.200000000000003,92047.37634,78949.79535948354,13097.58098051646,0,0,0,0,0,13097.58098051646,0,1529.1451373271757,2364.2305566780824,1891.3844453424658,945.6922226712329,907.8645337643835,510.67380024246575,13097.58098051646,11568.435843189285
Plant - NZ,NZ Direct Export,2016504,Vietnam,"BEL VIET NAM CO., LTD","BEL VIET NAM CO., LTD",A,BEL Group,Managed,120351,NZMP CRMCHS CURD 20KG CTN,Cream Cheese,New Zealand,Cheese,373.58,1586199.374,1340547.9888582937,245651.38514170633,0,0,0,0,0,245651.38514170633,0,35262.84200016582,40741.42227739726,32593.137821917808,16296.568910958904,15644.706154520547,8800.147211917807,245651.38514170633,210388.5431415405
Plant - NZ,NZ Direct EU,4000277,Netherlands,HAVERO HOOGWEGT BV,HAVERO HOOGWEGT BV,B,Hoogwegt,Semi Managed,104603,ACas 7200 Lac 30# 12% 25kg MBG,Acid Casein,New Zealand,Casein,286.6,3335249.196,3481880.274661862,-146631.0787,0,0,0,0,0,-146631.0787,0,27052.654096170896,51399.38829452054,51399.38829452054,34266.258863013696,10965.202836164382,6167.926595342466,-146631.0787,-173683.7328
Plant - NZ,NZ Direct Export,4000342,Vietnam,FRIESLANDCAMPINA HA NAM,FRIESLANDCAMPINA HANAM COMPANY LTD,A,FrieslandCampina,FrieslandCampina,121904,HN019 PROBIOTIC POWDER (625G),Freeze Dried DR10,New Zealand,Probiotic,0.03,33359.036400000005,7089.829306307109,26269.207093692894,0,0,0,0,0,26269.207093692894,0,2.8317502543095845,1066.8231271232878,685.4596520547946,342.7298260273973,463.4197127013699,260.6735883945206,26269.207093692894,26266.375343438584
Plant - NZ,NZ Direct Export,4001057,Philippines,ALASKA MILK CORPORATION,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,110645,AMF PREM K/HAL/MUI 210KG DRM,Anhydrous Milkfat,New Zealand,AMF,520.8000000000001,2654935.131,2676441.2465171814,-21506.11533,0,0,0,0,0,-21506.11533,0,49159.184414814394,82394.81812898973,54553.461599794515,27276.730799897257,35275.57589061918,19842.511438473288,-21506.11533,-70665.29974
Plant - NZ,NZ Direct Export,4001057,Philippines,ALASKA MILK CORPORATION,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,110739,gDT AMF Prem 210kg DR,Anhydrous Milkfat,New Zealand,AMF,453.6,2558331.9621200003,2643555.020962519,-85223.05884,0,0,0,0,0,-85223.05884,0,42816.06384516092,78446.98459,52568.46497506849,26284.232487534246,33384.161344271786,18778.590756152877,-85223.05884,-128039.1227
Plant - NZ,NZ Direct Export,4001057,Philippines,ALASKA MILK CORPORATION,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,111475,WMP Reg UHT 25kgMBG RM,Wholemilk Powder,New Zealand,WMP,12.8,49816.28925,44461.29816787217,5354.991082127832,0,0,0,0,0,5354.991082127832,0,1208.2134418387561,1654.856183989726,1023.622381849315,511.8111909246575,731.5487955616438,411.49619750342464,5354.991082127832,4146.777640289076
Plant - NZ,NZ Direct Export,4001057,Philippines,ALASKA MILK CORPORATION,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,111522,BMP REM/UHT 25kgMBG RM,Buttermilk Powder,New Zealand,BMP,2342.1,7769539.128,7020537.397793188,749001.7301968122,0,0,0,0,0,749001.7301968122,0,221074.74235394926,242809.94849426713,159648.06427376712,79824.03213688356,104310.98646872549,58674.92988865808,749001.7301968122,527926.9878
Plant - NZ,NZ Direct Export,4001057,Philippines,ALASKA MILK CORPORATION,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,111789,gDT SMP Reg MH FLC 25kgMBG RM,Skimmilk Powder,New Zealand,SMP,90,253064.95200000002,243565.1461308284,9499.805869171629,0,0,0,0,0,9499.805869171629,0,8495.250762928754,7123.951730958905,5199.964767123288,2599.982383561644,2895.340382334247,1628.6289650630138,9499.805869171629,1004.5551062428749
Plant - NZ,NZ Direct Export,4001057,Philippines,ALASKA MILK CORPORATION,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,111819,FIA SMP Reg MH 25kgMBG,Skimmilk Powder,Australia,SMP,201.225,843247.2077,673934.6873538372,169312.5203561628,0,0,0,0,0,169312.5203561628,0,18993.964830781537,25412.678400667806,17326.99741869863,8663.498709349315,10719.475002443834,6029.704688874657,169312.5203561628,150318.55552538126
Plant - NZ,NZ Direct Export,4001167,Côte d'Ivoire,FRIESLANDCAMPINA IVORY COAST S,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,110739,gDT AMF Prem 210kg DR,Anhydrous Milkfat,New Zealand,AMF,487.20000000000005,2944127.307,2839373.911404187,104753.39515581308,0,0,0,0,0,104753.39515581308,0,45987.62412998766,88188.79859364383,60495.766573150686,30247.883286575343,37082.18579652384,20858.729510544657,104753.39515581308,58765.77102582542
Plant - NZ,NZ Direct Export,4001167,Côte d'Ivoire,FRIESLANDCAMPINA IVORY COAST S,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,112086,WMP INST A&D FRC 25KG MBG,Wholemilk Powder,New Zealand,WMP,3147.4249999999997,12473604.33,11692260.89638773,781343.4316222705,0,0,0,0,0,781343.4316222705,0,297090.7181390115,382132.3126208938,256306.9382467808,128153.4691233904,162546.4598384022,91432.38365910124,781343.4316222705,484252.7135
Plant - NZ,NZ Direct EU,4002537,France,MILLENIS SAS,MILLENIS SAS,C,Millenis,Semi Managed,104608,ACas 7300 Lac Tech 30# 12% 25kg MBG,Acid Casein,New Zealand,Casein,50.1,553091.6,537277.4507507756,15814.149249224341,0,0,0,0,0,15814.149249224341,0,4729.022924697007,8523.671917808218,8523.671917808218,5682.447945205479,1818.3833424657532,1022.8406301369862,15814.149249224341,11085.126324527335
Plant - NZ,NZ Direct EU,4002753,Greece,ALINDA VELCO S A,ALINDA RO SRL,B,Alinda-Velco,Semi Managed,103791,MPC85 4855 K EU 20kg MBG,Milk Protein Concentrate >=80%,New Zealand,MPC,130.32,825720,834031.0648457049,-8311.064846,0,0,0,0,0,-8311.064846,0,12301.123104720835,25450.27397260274,16966.84931506849,8483.424657534246,10858.783561643835,6108.0657534246575,-8311.064846,-20612.18795
Plant - NZ,NZ Direct EU,4002753,Greece,ALINDA VELCO S A,ALINDA RO SRL,B,Alinda-Velco,Semi Managed,111254,MPC>=80% 4862 CWS 15kgMBG,Milk Protein Concentrate >=80%,New Zealand,MPC,2.88,30240,30067.97829756941,172.02170243058936,0,0,0,0,0,172.02170243058936,0,271.8480244137201,932.0547945,621.3698630136986,310.6849315068493,397.6767123287671,223.69315068493148,172.02170243058936,-99.82632198
Plant - NZ,NZ Direct EU,4002753,Greece,ALINDA VELCO S A,ALINDA RO SRL,B,Alinda-Velco,Semi Managed,112611,MPC85 4882 CWS K 20kgMBG,Milk Protein Concentrate >=80%,New Zealand,MPC,87,861300,852250.9958998036,9049.004100196413,0,0,0,0,0,9049.004100196413,0,8212.075737497795,26546.91780821918,17697.945205479453,8848.972602739726,11326.68493150685,6371.260273972603,9049.004100196413,836.9283627
Plant - NZ,NZ Direct EU,4002753,Greece,ALINDA VELCO S A,ALINDA RO SRL,B,Alinda-Velco,Semi Managed,121171,TR MPC85 4869 FLW AGG 15KG MBG,Milk Protein Concentrate >=80%,New Zealand,MPC,15.06,143070,125229.78721650549,17840.212783494513,0,0,0,0,0,17840.212783494513,0,1421.5386276634115,4409.691780821918,2939.794520547945,1469.8972602739725,1881.468493150685,1058.326027,17840.212783494513,16418.67416
Plant - NZ,NZ Direct EU,4002773,Italy,UNIVAR SPA,UNIVAR SOLUTIONS B.V.,B,Univar Solutions,Managed,104608,ACas 7300 Lac Tech 30# 12% 25kg MBG,Acid Casein,New Zealand,Casein,48,646800,601977.6735451282,44822.32645,0,0,0,0,0,44822.32645,0,4530.800406895335,13290.410958904109,13290.410958904109,6645.2054794520545,4252.931506849314,2392.2739726027394,44822.32645,40291.52604797646
Plant - NZ,NZ Direct Export,4005108,Egypt,BEL EGYPT EXPANSION FOR CHEESE,BEL EGYPT EXPANSION FOR CHEESE PROD,A,BEL Group,Managed,110194,CHED 545D FZN MCR A6 20KG CTN,Cheddar Cheese,New Zealand,Cheese,25.2,118495.44,112515.8420804131,5979.59792,0,0,0,0,0,5979.59792,0,2378.670213620051,3652.256712328767,2434.837808219178,1217.418904109589,1558.2961972602739,876.541611,5979.59792,3600.9277059668493
Plant - NZ,NZ Direct Export,4005108,Egypt,BEL EGYPT EXPANSION FOR CHEESE,BEL EGYPT EXPANSION FOR CHEESE PROD,A,BEL Group,Managed,111600,GDT CHED FZN MCR 545D A6 20KG CTN,Cheddar Cheese,New Zealand,Cheese,226.79999999999998,1223416.353,1221036.125766958,2380.2270030418877,0,0,0,0,0,2380.2270030418877,0,21408.03192258046,37708.03827030822,25138.69218020548,12569.34609010274,16088.762995331506,9049.929184873972,2380.2270030418877,-19027.80492
Plant - NZ,NZ Direct Export,4005108,Egypt,BEL EGYPT EXPANSION FOR CHEESE,BEL EGYPT EXPANSION FOR CHEESE PROD,A,BEL Group,Managed,115041,MPC70 4703 LH BEL 20KG MBG,Milk Protein Concentrate 70,New Zealand,MPC,51.2,290004.48,267685.4057852053,22319.074214794673,0,0,0,0,0,22319.074214794673,0,4832.8537673550245,8938.494246575343,5958.996164383561,2979.4980821917807,3813.757545,2145.2386191780824,22319.074214794673,17486.22044743965
Plant - NZ,NZ Direct Export,4005132,Nigeria,FRIESLANDCAMPINA WAMCO NIGERIA,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,110645,AMF PREM K/HAL/MUI 210KG DRM,Anhydrous Milkfat,New Zealand,AMF,319.2,2077768.656,1640399.473671821,437369.1823,0,0,0,0,0,437369.1823,0,30129.82270585398,58588.064197068496,42693.87649315068,21346.93824657534,23834.320608315615,13406.805342177533,437369.1823,407239.35962232505
Plant - NZ,NZ Direct Export,4005132,Nigeria,FRIESLANDCAMPINA WAMCO NIGERIA,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,110739,gDT AMF Prem 210kg DR,Anhydrous Milkfat,New Zealand,AMF,252,1497887.752,1468641.6783125105,29246.073377489578,0,0,0,0,0,29246.073377489578,0,23786.70213620051,44399.91519171576,30778.51544568493,15389.257722842465,18566.820780078906,10443.836688794385,29246.073377489578,5459.371241289067
Plant - NZ,NZ Direct Export,4005132,Nigeria,FRIESLANDCAMPINA WAMCO NIGERIA,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,112086,WMP INST A&D FRC 25KG MBG,Wholemilk Powder,New Zealand,WMP,12949.225,50024757.56,48104630.64442406,1920126.918635942,0,0,0,0,0,1920126.918635942,0,1222299.0395620677,1538697.1435524144,1027905.9773231506,513952.9886615753,655836.2591,368907.8958,1920126.918635942,697827.8790738743
Plant - NZ,NZ Direct Export,4005132,Nigeria,FRIESLANDCAMPINA WAMCO NIGERIA,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,112882,WMP INST A&D FLC 25KG MBG RM,Wholemilk Powder,New Zealand,WMP,24.4,103074.23141999998,108515.1375555478,-5440.906136,0,0,0,0,0,-5440.906136,0,2303.1568735051287,3388.7418549041085,2117.963659315068,1058.981829657534,1491.046416157808,838.7136090887669,-5440.906136,-7744.063009
Plant - NZ,NZ Direct EU,4005229,Denmark,FUNKY FIELDS,FUNKY FIELDS,A,Burt Lewis,Smart Serve,111115,gDT AMF PREM 1000kgSKT 230V,Anhydrous Milkfat,New Zealand,AMF,40,294676.9888,288229.91678169614,6447.072018,0,0,0,0,0,6447.072018,0,3775.667005746113,12110.013238356163,6055.006619178082,3027.503309589041,5812.806354410958,3269.7035743561637,6447.072018,2671.4050125577373
Plant - NZ,NZ Direct EU,4005229,Denmark,FUNKY FIELDS,FUNKY FIELDS,A,Burt Lewis,Smart Serve,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC 80% (Cheese),New Zealand,WPC,216,3118680,2298713.1450325446,819966.8549674554,0,0,0,0,0,819966.8549674554,0,20388.60183102901,80103.08219178082,64082.46575342466,32041.23287671233,30759.583561643834,17302.265753424657,819966.8549674554,799578.2531364263
Plant - NZ,NZ Direct EU,4005229,Denmark,FUNKY FIELDS,FUNKY FIELDS,A,Burt Lewis,Smart Serve,114351,WPC 80 Chs 4501 Inst K 20kgMBG,WPC 80% (Cheese),New Zealand,WPC,96,1154400,1153937.9922258505,462.00777414953336,0,0,0,0,0,462.00777414953336,0,9061.600814,29650.684931506847,23720.54794520548,11860.27397260274,11385.863013698628,6404.547945205479,462.00777414953336,-8599.59304
Plant - NZ,NZ Direct EU,4005229,Denmark,FUNKY FIELDS,FUNKY FIELDS,A,Burt Lewis,Smart Serve,120874,WPC80 CHS 450 INST 20KG MBG,WPC 80% (Cheese),New Zealand,WPC,38.08,542183.04,477219.23597776477,64963.80402223527,0,0,0,0,0,64963.80402223527,0,3594.434989470299,13925.934246575343,11140.747397260275,5570.373698630137,5347.558750684932,3008.001797260274,64963.80402223527,61369.369032764975
Plant - NZ,NZ Direct EU,4006508,Bulgaria,MILKY GROUP BIO EAD,MILKY GROUP BIO EAD,C,Milky Group,Smart Serve,103791,MPC85 4855 K EU 20kg MBG,Milk Protein Concentrate >=80%,New Zealand,MPC,44.8,336000,294988.08218390803,41011.91781609197,0,0,0,0,0,41011.91781609197,0,4228.747046435646,3452.0547945205476,3452.0547945205476,3452.0547945205476,0,0,41011.91781609197,36783.170769656324
Plant - NZ,NZ Direct EU,4010110,Denmark,FAYREFIELD FOODS A/S,FAYREFIELD FOODS A/S,A,Fayrefield,Semi Managed,103791,MPC85 4855 K EU 20kg MBG,Milk Protein Concentrate >=80%,New Zealand,MPC,241.78,1858172,1723951.2617636307,134220.73823636933,0,0,0,0,0,134220.73823636933,0,22822.019216232376,28636.21232876712,28636.21232876712,19090.80821917808,6109.058630136986,3436.3454794520544,134220.73823636933,111398.71902013695
Plant - NZ,NZ Direct Export,4010863,Brazil,SOLABIA BIOTECNOLOGICA LTDA,SOLABIA BIOTECNOLOGICA LTDA,C,Solabia Group,Smart Serve,114691,ACAS N7417 MIN 30M 25KG MBG,Acid Casein,New Zealand,Casein,101.025,1095835.49,993425.8255671071,102409.66443289293,0,0,0,0,0,102409.66443289293,0,9535.918981387525,16887.875702054793,16887.875702054793,11258.583801369863,3602.7468164383563,2026.5450842465752,102409.66443289293,92873.74545
Plant - NZ,NZ Direct EU,4011764,Poland,AGROCOMPLEX SP. Z.O.O,AGROCOMPLEX SP. Z O.O,A,Agrocomplex,Managed,104603,ACas 7200 Lac 30# 12% 25kg MBG,Acid Casein,New Zealand,Casein,224.05,2492133,2452104.764105865,40028.23589,0,0,0,0,0,40028.23589,0,21148.454815935413,38406.15924657534,38406.15924657534,25604.10616438356,8193.313973,4608.739109589041,40028.23589,18879.781078199787
Plant - NZ,NZ Direct EU,4011764,Poland,AGROCOMPLEX SP. Z.O.O,AGROCOMPLEX SP. Z O.O,A,Agrocomplex,Managed,104614,ACas 7417 Min 30# all-in 10% 25kg PPK,Acid Casein,New Zealand,Casein,2988.175,38398380.59,35916111.886778176,2482268.7032218277,0,0,0,0,0,2482268.7032218277,0,282058.84387238475,591755.8652568493,591755.8652568493,394503.9101712328,126241.25125479451,71010.70383,2482268.7032218277,2200209.859349443
Plant - NZ,NZ Direct EU,4012454,Denmark,BARRY CALLEBAUT,BARRY CALLEBAUT SOURCING AG,B,Barry Callebaut,Semi Managed,110645,AMF PREM K/HAL/MUI 210KG DRM,Anhydrous Milkfat,New Zealand,AMF,604.8000000000001,3373370.2800000003,2973714.356350757,399655.9236492431,0,0,0,0,0,399655.9236492431,0,57088.085126881226,69315.82767123288,69315.82767123288,34657.91383561644,22181.06485479452,12476.848980821916,399655.9236492431,342567.8385223618
Plant - NZ,NZ Direct EU,4012454,Denmark,BARRY CALLEBAUT,BARRY CALLEBAUT SOURCING AG,B,Barry Callebaut,Semi Managed,113085,gDT AMF Prem CHN 210kg DR,Anhydrous Milkfat,New Zealand,AMF,268.8,1256394.9153800001,1195550.422242777,60844.49313722318,0,0,0,0,0,60844.49313722318,0,25372.48227861388,25816.333877671233,25816.333877671233,12908.166938835617,8261.226840854795,4646.940097980822,60844.49313722318,35472.01086
Plant - NZ,NZ Direct Export,4013594,Philippines,ALASKA MILK CORPORATION,ALASKA MILK CORPORATION,A,FrieslandCampina,FrieslandCampina,114691,ACAS N7417 MIN 30M 25KG MBG,Acid Casein,New Zealand,Casein,251.575,2393057.142,2136610.508665449,256446.63302455097,0,0,0,0,0,256446.63302455097,0,23746.585674264457,61465.508776284245,49172.40702,24586.20351,23602.755370093153,13276.549895677397,256446.63302455097,232700.0473502865
Plant - NZ,NZ Direct Export,4013595,Indonesia,PT KIEVIT INDONESIA,PT. KIEVIT INDONESIA,A,FrieslandCampina,FrieslandCampina,104613,ACas 7417 Min 30# all-in 10% 25kg MBG,Acid Casein,New Zealand,Casein,709.6750000000001,7208686.935,6490179.449637438,718507.4854,0,0,0,0,0,718507.4854,0,66987.41205757181,185154.63018005138,148123.70414404108,74061.85207202054,71099.37798913973,39993.40011889109,718507.4854,651520.0733149901
Plant - NZ,NZ Direct Export,4015325,United Arab Emirates,MAJAN FOOD INDUSTRIES L.L.C,FRIESLANDCAMPINA NEDERLAND BV,A,FrieslandCampina,FrieslandCampina,112081,GDT WMP INST A&D FLC 25KG MBG RM,Wholemilk Powder,New Zealand,WMP,824.475,3180930.305,3335744.8256430808,-154814.5208,0,0,0,0,0,-154814.5208,0,77823.57636406316,95927.62503267809,65361.58160630136,32680.79080315068,40477.97390689753,22768.860322629862,-154814.5208,-232638.0972
Portena - NL,EU to EU Direct,1051207,Germany,MILCHWERKE MITTELELBE GMBH,LACTOLAND,A,Lactoland,Managed,115074,FNL LAC 100M MHYD 1000KG BBG,Edible Lactose,Netherlands,Lactose,702,599100,513031.2908909065,86068.70910909353,9032.517340867422,5632.521373798525,0,8955.505809027643,25678.252499999995,45725.417894427585,40343.291214665944,66262.95595084428,9232.705479452055,9232.705479452055,6155.136986,1969.6438356164385,1107.9246575342465,36769.91208539994,-29493.04387
Portena - NL,EU to EU Direct,1051207,Germany,MILCHWERKE MITTELELBE GMBH,LACTOLAND,A,Lactoland,Managed,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Edible Lactose,Netherlands,Lactose,272,231520,167199.13413035468,64320.86586964532,3110.914488,2182.4014439789157,0,5713.5564225979415,9946.2175,49081.332437896934,15239.533431748387,25674.53563907357,3567.945205479452,3567.945205479452,2378.6301369863013,761.1616438356165,428.15342465753423,43367.776015298994,17693.240376225425
