SourceData,Material,Commodity,From,To,Quantity,Account
1,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Plant - NZ,Hamburg Port - DE,76.4,NA
1,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Plant - NZ,Rotterdam Port - NL,1183.18,NA
1,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Plant - NZ,Rotterdam Port - NL,134.38,NA
1,103791 - MPC85 4855 K EU 20kg MBG,MPC,Plant - NZ,Rotterdam Port - NL,1717.02,NA
1,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Plant - NZ,Hamburg Port - DE,20.16,NA
1,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Plant - NZ,Rotterdam Port - NL,459.76,NA
1,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Plant - NZ,Rotterdam Port - NL,44.8,NA
1,104527 - CACTE 3808 SSTAB ABT 20KG MBG,Caseinate,Plant - NZ,Rotterdam Port - NL,109.94,NA
1,104528 - CaCte 3851 Sstab Disp EUR 20kg MBG,Caseinate,Plant - NZ,Rotterdam Port - NL,21.88,NA
1,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Plant - NZ,Hamburg Port - DE,152.6,NA
1,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Plant - NZ,Rotterdam Port - NL,229.55,NA
1,104642 - WPI 895 IX 25KG MBG,WPC,Plant - NZ,Rotterdam Port - NL,151.425,NA
1,104650 - WHEY HYD 821 HA 15KG MBG,Whey,Plant - NZ,Rotterdam Port - NL,0.72,NA
1,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Plant - NZ,Rotterdam Port - NL,583.65,NA
1,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Plant - NZ,Hamburg Port - DE,172.74,NA
1,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Plant - NZ,Rotterdam Port - NL,556.74,NA
1,109717 - WHEY HYD 821 ABT 15KG MBG,Whey,Plant - NZ,Rotterdam Port - NL,0.72,NA
1,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Plant - NZ,Hamburg Port - DE,21.46,NA
1,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Plant - NZ,Rotterdam Port - NL,88.62,NA
1,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Plant - NZ,Rotterdam Port - NL,345.075,NA
1,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Plant - NZ,Rotterdam Port - NL,192,NA
1,113056 - WPI 895 IX K EU FRC 25KG MBG,WPC,Plant - NZ,Rotterdam Port - NL,11.3,NA
1,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Plant - NZ,Rotterdam Port - NL,31.36,NA
1,114351 - WPC 80 Chs 4501 Inst K 20kgMBG,WPC,Plant - NZ,Rotterdam Port - NL,95.52,NA
1,114574 - MPC70 4703 LH K ABT 20KG MBG,MPC,Plant - NZ,Rotterdam Port - NL,599,NA
1,114612 - MPC85 4854 LOSRC K EU NES 20KG MBG,MPC,Plant - NZ,Hamburg Port - DE,80.64,NA
1,114612 - MPC85 4854 LOSRC K EU NES 20KG MBG,MPC,Plant - NZ,Rotterdam Port - NL,926.44,NA
1,114767 - WHEY HYD 7050 15KG MBG,Whey,Plant - NZ,Rotterdam Port - NL,13.17,NA
1,115016 - MPI 4900 K 20KG MBG,MPC,Plant - NZ,Rotterdam Port - NL,133.96,NA
1,115542 - WPI 8855 IX 20KG MBG,WPC,Plant - NZ,Rotterdam Port - NL,106.6,NA
1,120166 - WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,WPC,Plant - NZ,Rotterdam Port - NL,132.925,NA
1,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Plant - NZ,Rotterdam Port - NL,130.825,NA
1,120931 - WPI 895-INST IX 20KG MBG,WPC,Plant - NZ,Rotterdam Port - NL,19.2,NA
1,121038 - BMP BSP NUTING WTBLD ABT 25KG MBG,BMP,Plant - NZ,Rotterdam Port - NL,172.275,NA
1,121578 - MPC85 4851 LL K ABT 20KG MBG,MPC,Plant - NZ,Rotterdam Port - NL,5.6,NA
1,122067 - MLKMIN 997 25KG MBG,Whey,Plant - NZ,Rotterdam Port - NL,64.625,NA
2,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Hamburg Port - DE,Sternmaid GmbH - DE,76.4,NA
2,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Rotterdam Port - NL,Jonker & Schut - NL,517.36,NA
2,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Rotterdam Port - NL,Portena - NL,665.8199999999999,NA
2,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Rotterdam Port - NL,Portena - NL,134.38,NA
2,103791 - MPC85 4855 K EU 20kg MBG,MPC,Rotterdam Port - NL,Portena - NL,1717.02,NA
2,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Hamburg Port - DE,Sternmaid GmbH - DE,20.16,NA
2,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Rotterdam Port - NL,Jonker & Schut - NL,139.92000000000002,NA
2,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Rotterdam Port - NL,Portena - NL,319.84,NA
2,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Rotterdam Port - NL,Portena - NL,44.8,NA
2,104527 - CACTE 3808 SSTAB ABT 20KG MBG,Caseinate,Rotterdam Port - NL,Portena - NL,109.94,NA
2,104528 - CaCte 3851 Sstab Disp EUR 20kg MBG,Caseinate,Rotterdam Port - NL,Portena - NL,21.88,NA
2,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Hamburg Port - DE,Sternmaid GmbH - DE,152.6,NA
2,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Rotterdam Port - NL,Portena - NL,229.55,NA
2,104642 - WPI 895 IX 25KG MBG,WPC,Rotterdam Port - NL,Portena - NL,151.425,NA
2,104650 - WHEY HYD 821 HA 15KG MBG,Whey,Rotterdam Port - NL,Portena - NL,0.72,NA
2,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Rotterdam Port - NL,Portena - NL,583.65,NA
2,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Hamburg Port - DE,Sternmaid GmbH - DE,172.74,NA
2,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Rotterdam Port - NL,Jonker & Schut - NL,460.74,NA
2,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Rotterdam Port - NL,Portena - NL,96,NA
2,109717 - WHEY HYD 821 ABT 15KG MBG,Whey,Rotterdam Port - NL,Portena - NL,0.72,NA
2,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Hamburg Port - DE,Sternmaid GmbH - DE,21.46,NA
2,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Rotterdam Port - NL,Jonker & Schut - NL,22.2,NA
2,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Rotterdam Port - NL,Portena - NL,66.42,NA
2,112284 - WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,Rotterdam Port - NL,Portena - NL,345.075,NA
2,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Rotterdam Port - NL,Jonker & Schut - NL,134.4,NA
2,112960 - MPC85 4882 MEDAPP HAL/K 20KG MBG,MPC,Rotterdam Port - NL,Portena - NL,57.599999999999994,NA
2,113056 - WPI 895 IX K EU FRC 25KG MBG,WPC,Rotterdam Port - NL,Portena - NL,11.3,NA
2,113329 - CaCte 390 SusStab Disp K 20kgMBG,Caseinate,Rotterdam Port - NL,Portena - NL,31.36,NA
2,114351 - WPC 80 Chs 4501 Inst K 20kgMBG,WPC,Rotterdam Port - NL,Portena - NL,95.52,NA
2,114574 - MPC70 4703 LH K ABT 20KG MBG,MPC,Rotterdam Port - NL,Jonker & Schut - NL,307.2,NA
2,114574 - MPC70 4703 LH K ABT 20KG MBG,MPC,Rotterdam Port - NL,Portena - NL,291.8,NA
2,114612 - MPC85 4854 LOSRC K EU NES 20KG MBG,MPC,Hamburg Port - DE,Sternmaid GmbH - DE,80.64,NA
2,114612 - MPC85 4854 LOSRC K EU NES 20KG MBG,MPC,Rotterdam Port - NL,Jonker & Schut - NL,825.64,NA
2,114612 - MPC85 4854 LOSRC K EU NES 20KG MBG,MPC,Rotterdam Port - NL,Portena - NL,100.8,NA
2,114767 - WHEY HYD 7050 15KG MBG,Whey,Rotterdam Port - NL,Portena - NL,13.17,NA
2,115016 - MPI 4900 K 20KG MBG,MPC,Rotterdam Port - NL,Portena - NL,133.96,NA
2,115542 - WPI 8855 IX 20KG MBG,WPC,Rotterdam Port - NL,Portena - NL,106.6,NA
2,120166 - WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,WPC,Rotterdam Port - NL,Jonker & Schut - NL,64.45,NA
2,120166 - WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,WPC,Rotterdam Port - NL,Kloosterboer - NL,68.475,NA
2,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Rotterdam Port - NL,Jonker & Schut - NL,59.975,NA
2,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Rotterdam Port - NL,Portena - NL,70.85,NA
2,120931 - WPI 895-INST IX 20KG MBG,WPC,Rotterdam Port - NL,Portena - NL,19.2,NA
2,121038 - BMP BSP NUTING WTBLD ABT 25KG MBG,BMP,Rotterdam Port - NL,Portena - NL,172.275,NA
2,121578 - MPC85 4851 LL K ABT 20KG MBG,MPC,Rotterdam Port - NL,Portena - NL,5.6,NA
2,122067 - MLKMIN 997 25KG MBG,Whey,Rotterdam Port - NL,Portena - NL,64.625,NA
3,102132 - WMP 28% FAT K 25KG MBG,WMP,Plant - NZ,Schiphol Airport - NL,1.5,NA
3,103630 - DC WHEY HYD 917 HAL/K EU 25KG MBG,Whey,Plant - NZ,Schiphol Airport - NL,151.2,NA
3,107730 - WPC 80 Chs 3925 K 25kgMBG,WPC,Plant - NZ,Schiphol Airport - NL,0.3,NA
3,109717 - WHEY HYD 821 ABT 15KG MBG,Whey,Plant - NZ,Schiphol Airport - NL,0.3,NA
3,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Plant - NZ,Schiphol Airport - NL,10.925,NA
3,111683 - DC NACTE 167 HAL/K 20KG MBG,Caseinate,Plant - NZ,Schiphol Airport - NL,249.39999999999998,NA
3,113056 - WPI 895 IX K EU FRC 25KG MBG,WPC,Plant - NZ,Schiphol Airport - NL,15.575,NA
3,113998 - FNL LAC MHYD UNMILLED 1000KG,Lactose,Portena - NL,Port - UK,2331,NA
3,114266 - FNL WPI 894-INST MF 20KG MBG,WPC,Portena - NL,Port - UK,4.6,NA
3,114514 - SAPDUK WHEY PDR DEMIN 90 HAL/K 25KG MBG,Whey,Gregory - UK,Calais Port - FR,86.95,NA
3,114803 - SAPDUK GOS 57% K/HAL/MUI 1200KG BBN,Lactose,Gregory - UK,Calais Port - FR,28.8,NA
3,114808 - DC NACTE 166 HAL/K 20KG MBG,Caseinate,Plant - NZ,Schiphol Airport - NL,332.2,NA
3,114856 - SAPDUK WHEY PDR DEMIN 90 HAL/K 1000KG BB,Whey,Gregory - UK,Calais Port - FR,5023,NA
3,114925 - SAPDUK WHEYPDR DEMIN90 DRYBLD 1000KG BBG,Whey,Gregory - UK,Calais Port - FR,640,NA
3,115008 - SAPDUK GOS 57% ORG HAL/MUI 1200KG BBN,Lactose,Gregory - UK,Calais Port - FR,78,NA
3,115693 - SAPDUK WHEY PDR DEMIN 90 NES 25KG MBG,Whey,Gregory - UK,Calais Port - FR,16,NA
3,115927 - WHEYFRAC LF 95% 10KG BAG CTN,Whey,Plant - NZ,Schiphol Airport - NL,0.03,NA
3,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Gregory - UK,Calais Port - FR,519.6,NA
3,119879 - SAPDUK WHEY PDR DEMIN 90 ANUT 1000KG BBG,Whey,Gregory - UK,Calais Port - FR,724,NA
3,120066 - SAPDUK GOS 57% HAL/MUI 1000KG BBN BCE,Lactose,Gregory - UK,Calais Port - FR,60,NA
3,120270 - SAPDUK GOS 57% 1200KG BBN,Lactose,Gregory - UK,Calais Port - FR,128.4,NA
3,120475 - SAPDUK WHEY PDR DEMIN 90 MIN 25KG MBG,Whey,Gregory - UK,Calais Port - FR,1953.525,NA
3,120941 - DC WHEY HYD 7051 HA HAL/K 500KG BBG,Whey,Plant - NZ,Schiphol Airport - NL,82.5,NA
3,121904 - HN019 PROBIOTIC POWDER (625G),Probiotic,Plant - NZ,Schiphol Airport - NL,2.19,NA
4,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Jonker & Schut - NL,Europe,0.02,Van Lindenberg Trading
4,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Portena - NL,Europe,423.70000000000005,Abbott
4,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Portena - NL,Europe,17.28,Alinda-Velco
4,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Portena - NL,Europe,48.58,Condio
4,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Portena - NL,Europe,0.06,Small Customer
4,100714 - MPC85 4851 LL K ABT 20KG PPK,MPC,Portena - NL,Europe,0.32,Van Dalen Dairy Trading
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,19.2,Alinda-Velco
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,46.800000000000004,Azelis
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,45,KH Dairy Sourcing
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,7.2,Rajo
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,0.62,Small Customer
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,3.5999999999999996,Univar Solutions
4,100733 - MPC85 4861 CWS K 20kg PPK,MPC,Portena - NL,Europe,0.1,Vilgain
4,101392 - NZMP BTR SLTD 25 KG CTN,Butter,Plant - NZ,Europe (UK),704.55,Greenfields
4,101392 - NZMP BTR SLTD 25 KG CTN,Butter,Plant - NZ,Europe,1508.05,Interfood
4,102132 - WMP 28% FAT K 25KG MBG,WMP,Schiphol Airport - NL,Europe,1.5,Ferrero Group
4,103630 - DC WHEY HYD 917 HAL/K EU 25KG MBG,Whey,Portena - NL,Europe,155.95,Abbott
4,103630 - DC WHEY HYD 917 HAL/K EU 25KG MBG,Whey,Portena - NL,Europe,0.025,Van Dalen Dairy Trading
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Plant - NZ,Europe,130.32,Alinda-Velco
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Plant - NZ,Europe,241.78,Fayrefield
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Plant - NZ,Europe,44.8,Milky Group
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,320.4,Alinda-Velco
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,3.6,Alphacaps
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,43.9,Aminolabs
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,0.6,Azelis
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,184.14,Condetta
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,130.26,Condio
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,11.46,Elsdorfer Molkerei
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,31.2,Hochland
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,54.6,Industrieberatung J.Knobel
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,11.4,Lactoland
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,0.16,NEN-Produkter
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,237.02,Small Customer
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,9,Sternmaid
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,36.02,Unionplus
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,44.6,Univar Solutions
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,0.04,Van Dalen Dairy Trading
4,103791 - MPC85 4855 K EU 20kg MBG,MPC,Portena - NL,Europe,0.28,Van Lindenberg Trading
4,104498 - NaCte 1800 20% R150um 20kg MBG,Caseinate,Portena - NL,Europe,5.12,Meiji Pharma
4,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Jonker & Schut - NL,Europe,21.84,Abbott
4,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Jonker & Schut - NL,Europe,0.02,Van Lindenberg Trading
4,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Portena - NL,Europe,345.4,Abbott
4,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Portena - NL,Europe,0.04,Small Customer
4,104504 - NACTE 1808 20% R150UM ABT 20KG MBG,Caseinate,Portena - NL,Europe,0.18,Van Dalen Dairy Trading
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,0.1,Azelis
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,3.6,Celia Laiterie de Craon
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,1.7999999999999998,Condio
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,7.8,Lactoland
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,1.6400000000000001,Small Customer
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,1.2,Univar Solutions
4,104517 - CaCte 3800 Sstab 20kg MBG,Caseinate,Portena - NL,Europe,0.06,Van Dalen Dairy Trading
4,104527 - CACTE 3808 SSTAB ABT 20KG MBG,Caseinate,Portena - NL,Europe,205.92000000000002,Abbott
4,104527 - CACTE 3808 SSTAB ABT 20KG MBG,Caseinate,Portena - NL,Europe,0.04,Small Customer
4,104527 - CACTE 3808 SSTAB ABT 20KG MBG,Caseinate,Portena - NL,Europe,0.32,Van Dalen Dairy Trading
4,104528 - CaCte 3851 Sstab Disp EUR 20kg MBG,Caseinate,Portena - NL,Europe,2.4000000000000004,Lacona Nahrungsmittel
4,104562 - WPC80 SUL 322 K 25KG MBG,WPC,Portena - NL,Europe,0.45,Alinda-Velco
4,104603 - ACas 7200 Lac 30# 12% 25kg MBG,Casein,Plant - NZ,Europe,224.05,Agrocomplex
4,104603 - ACas 7200 Lac 30# 12% 25kg MBG,Casein,Plant - NZ,Europe,93.7,Hans J. Heinemann
4,104603 - ACas 7200 Lac 30# 12% 25kg MBG,Casein,Plant - NZ,Europe,453.9,Hoogwegt
4,104603 - ACas 7200 Lac 30# 12% 25kg MBG,Casein,Plant - NZ,Europe,499.9,MGL
4,104608 - ACas 7300 Lac Tech 30# 12% 25kg MBG,Casein,Plant - NZ,Europe,50.1,Millenis
4,104608 - ACas 7300 Lac Tech 30# 12% 25kg MBG,Casein,Plant - NZ,Europe,48,Univar Solutions
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Plant - NZ,Asia,709.6750000000001,FrieslandCampina
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Plant - NZ,Europe,166.95,Lactoland
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Plant - NZ,Europe,190.575,MGL
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Plant - NZ,Europe (UK),23.875,Univar Solutions
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Portena - NL,Europe,151,FrieslandCampina
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Portena - NL,Europe,48,Lactoland
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Portena - NL,Europe,0.07500000000000001,Small Customer
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Portena - NL,Europe,5.4,Solabia Group
4,104613 - ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Portena - NL,Europe,0.125,Van Dalen Dairy Trading
4,104614 - ACas 7417 Min 30# all-in 10% 25kg PPK,Casein,Plant - NZ,Europe,2988.175,Agrocomplex
4,104642 - WPI 895 IX 25KG MBG,WPC,Portena - NL,Europe,6.574999999999999,Aminolabs
4,104642 - WPI 895 IX 25KG MBG,WPC,Portena - NL,Europe,82.175,Anona
4,104642 - WPI 895 IX 25KG MBG,WPC,Portena - NL,Europe,0.55,Small Customer
4,104642 - WPI 895 IX 25KG MBG,WPC,Portena - NL,Europe,0.125,Van Dalen Dairy Trading
4,104650 - WHEY HYD 821 HA 15KG MBG,Whey,Portena - NL,Europe,0.72,Van Lindenberg Trading
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,1.5,Alinda-Velco
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,9.5,Anona
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,2.25,Azelis
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,6,Frulact Portugal
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,22.4,Nutrichem Diat Pharma
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,292.225,Small Customer
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,37.5,Sternmaid
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,3.375,Univar Solutions
4,104668 - MLKMIN 997 UHT 25KG MBG,Whey,Portena - NL,Europe,0.175,Van Dalen Dairy Trading
4,105249 - Btr US MAR 25kgCTN,Butter,Plant - NZ,Africa,201.5,BEL Group
4,105577 - BTR US 25KG CTN,Butter,Plant - NZ,Asia,478.5,BEL Group
4,105577 - BTR US 25KG CTN,Butter,Plant - NZ,Europe (UK),9.8,Greenfields
4,107692 - AMF SMF27 729D 210kgDR,AMF,Plant - NZ,Europe,1553.1599999999999,Interfood
4,107730 - WPC 80 Chs 3925 K 25kgMBG,WPC,Schiphol Airport - NL,Europe,0.6,Small Customer
4,107766 - AMF SMF42 210KG DRM,AMF,Amsterdam - NL,Europe,193.2,Interfood
4,108046 - Btr Lac Amx 25kgCTN,Butter,Amsterdam - NL,Europe,22,Vandemoortele
4,108046 - Btr Lac Amx 25kgCTN,Butter,Plant - NZ,Europe,141.85,Burt Lewis
4,108046 - Btr Lac Amx 25kgCTN,Butter,Plant - NZ,Europe (UK),1.4,Greenfields
4,108046 - Btr Lac Amx 25kgCTN,Butter,Plant - NZ,Europe,1962.675,Interfood
4,108046 - Btr Lac Amx 25kgCTN,Butter,Plant - NZ,Europe,277.2,Small Customer
4,108054 - Btr Lac Ftz 25kgCTN,Butter,Plant - NZ,Europe (UK),1.4,Greenfields
4,109191 - CHED GT MCR FZN A7 20KG CTN,Cheese,Plant - NZ,Africa,327.4,BEL Group
4,109191 - CHED GT MCR FZN A7 20KG CTN,Cheese,Plant - NZ,Asia,428.56,BEL Group
4,109216 - STNMD NACTE 1808 ABT 400KG BBG,Caseinate,Sternmaid GmbH - DE,Europe,270.40000000000003,Abbott
4,109286 - STNMD ACAS 741 MIN 30M HAL/K 950KG BBG,Casein,Sternmaid GmbH - DE,Europe,174.8,FrieslandCampina
4,109489 - Btr US Ftz EUR QUOTA 25kgCTN,Butter,Plant - NZ,Europe,1660.3,Interfood
4,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Jonker & Schut - NL,Europe,0.22,Van Lindenberg Trading
4,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Portena - NL,Europe,156,Abbott
4,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Portena - NL,Europe,0.04,Small Customer
4,109646 - MPC85 4861 CWS K US ABT 20KG PPK,MPC,Sternmaid GmbH - DE,Europe,0.08,Van Dalen Dairy Trading
4,109717 - WHEY HYD 821 ABT 15KG MBG,Whey,Portena - NL,Europe,0.72,Small Customer
4,109717 - WHEY HYD 821 ABT 15KG MBG,Whey,Schiphol Airport - NL,Europe,0.3,Small Customer
4,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Jonker & Schut - NL,Europe,0.14,Van Lindenberg Trading
4,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Portena - NL,Europe,171.6,Abbott
4,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Portena - NL,Europe,0.04,Small Customer
4,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Portena - NL,Europe,0.18,Van Dalen Dairy Trading
4,110170 - CaCte 3808 Sstab ABT 20kg MBG,Caseinate,Sternmaid GmbH - DE,Europe,0.26,Van Dalen Dairy Trading
4,110194 - CHED 545D FZN MCR A6 20KG CTN,Cheese,Plant - NZ,Africa,25.2,BEL Group
4,110645 - AMF PREM K/HAL/MUI 210KG DRM,AMF,Plant - NZ,Europe,604.8000000000001,Barry Callebaut
4,110645 - AMF PREM K/HAL/MUI 210KG DRM,AMF,Plant - NZ,Europe,806.4000000000001,Burt Lewis
4,110645 - AMF PREM K/HAL/MUI 210KG DRM,AMF,Plant - NZ,Europe,705.6,Flechard
4,110645 - AMF PREM K/HAL/MUI 210KG DRM,AMF,Plant - NZ,Africa,319.2,FrieslandCampina
4,110645 - AMF PREM K/HAL/MUI 210KG DRM,AMF,Plant - NZ,Asia,1646.4,FrieslandCampina
4,110645 - AMF PREM K/HAL/MUI 210KG DRM,AMF,Plant - NZ,Europe,1184.4,Royal Vivbusiman
4,110739 - gDT AMF Prem 210kg DR,AMF,Plant - NZ,Africa,739.2,FrieslandCampina
4,110739 - gDT AMF Prem 210kg DR,AMF,Plant - NZ,Asia,2031.5400000000002,FrieslandCampina
4,110927 - BtrUS Amx K 25kgCTN,Butter,Plant - NZ,Europe (UK),1.2,Greenfields
4,110927 - BtrUS Amx K 25kgCTN,Butter,Plant - NZ,Europe,276.725,Interfood
4,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Portena - NL,Europe,14.649999999999999,DMK Group
4,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Portena - NL,Europe,0.025,Fonterra
4,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Portena - NL,Europe,2.625,Nestle
4,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Portena - NL,Europe,7.425000000000001,Small Customer
4,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Portena - NL,Europe,0.75,Unionplus
4,111061 - DC WHEY HYD 917 HAL/K 25KG MBG,Whey,Portena - NL,Europe,0.125,Van Dalen Dairy Trading
4,111115 - gDT AMF PREM 1000kgSKT 230V,AMF,Plant - NZ,Europe,40,Burt Lewis
4,111254 - MPC>=80% 4862 CWS 15kgMBG,MPC,Plant - NZ,Europe,2.88,Alinda-Velco
4,111266 - gDT BMP REM/UHT 25kgMBG RM,BMP,Plant - NZ,Asia,16,FrieslandCampina
4,111267 - SMP Inst 25kgMBG RM,SMP,Plant - NZ,Asia,596.2,FrieslandCampina
