SourceData,Material,Commodity,From,To,Quantity,Account
4,116274 - ROKI WPI 894-INST MF EU 15KG MBG,WPC,Rokiskio - LT,Europe,0.015,Brenntag Holding
4,116274 - ROKI WPI 894-INST MF EU 15KG MBG,WPC,Rokiskio - LT,Europe,17.28,Harrison Sport Nutrition
4,116274 - ROKI WPI 894-INST MF EU 15KG MBG,WPC,Rokiskio - LT,Europe,17.28,Lactoland
4,116274 - ROKI WPI 894-INST MF EU 15KG MBG,WPC,Rokiskio - LT,Europe,17.28,Medix Laboratoires
4,116274 - ROKI WPI 894-INST MF EU 15KG MBG,WPC,Rokiskio - LT,Europe,0.015,Small Customer
4,116274 - ROKI WPI 894-INST MF EU 15KG MBG,WPC,Rokiskio - LT,Europe,90.18,Univar Solutions
4,116420 - STNMD MPC85 4854 LOSRC NES 550KG BBG,MPC,Portena - NL,Europe,3.3,Alinda-Velco
4,116420 - STNMD MPC85 4854 LOSRC NES 550KG BBG,MPC,Sternmaid GmbH - DE,Europe,572,Nestle
4,116420 - STNMD MPC85 4854 LOSRC NES 550KG BBG,MPC,Sternmaid GmbH - DE,Europe,0.55,Van Dalen Dairy Trading
4,116420 - STNMD MPC85 4854 LOSRC NES 550KG BBG,MPC,Sternmaid GmbH - DE,Europe,0.55,Van Lindenberg Trading
4,118404 - AMF SMF27 1000KG SKT 230V,AMF,Plant - NZ,Europe,264,Interfood
4,119209 - FNL WPC80 CHS 392 NUTING WTBLD 680KG BBG,WPC,Portena - NL,Europe,31.28,Alter Farmacia
4,119209 - FNL WPC80 CHS 392 NUTING WTBLD 680KG BBG,WPC,Portena - NL,Asia,5.44,Fonterra
4,119209 - FNL WPC80 CHS 392 NUTING WTBLD 680KG BBG,WPC,Portena - NL,Europe,29.92,MEAD Johnson
4,119209 - FNL WPC80 CHS 392 NUTING WTBLD 680KG BBG,WPC,Portena - NL,Europe,59.84,Semper
4,119461 - FNL LAC NUTING UNMILLED NZMP 1000KG BBG,Lactose,Portena - NL,Europe,257,Alter Farmacia
4,119461 - FNL LAC NUTING UNMILLED NZMP 1000KG BBG,Lactose,Portena - NL,Europe,120,Ausnutria Dairy
4,119496 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Europe,37.12,Ausnutria Dairy
4,119496 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Europe,32.8,Coop. Isigny Sainte-Mere
4,119496 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Asia,47.980000000000004,Fonterra
4,119496 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Europe,0.04,Fonterra
4,119496 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Europe,0.04,Small Customer
4,119496 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Europe,0.02,Van Dalen Dairy Trading
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,0.30000000000000004,Agrana Group
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,10.4,Condio
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,27.2,Elsdorfer Molkerei
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,0.08,Fonterra
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,28.8,Fresenius
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,17.6,Lactoland
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,0.02,Schreiber Foods
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,0.1,Small Customer
4,119540 - FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,Portena - NL,Europe,0.54,Univar Solutions
4,119565 - FNL LAC NUTING UNMILLED 1000KG BBG,Lactose,Portena - NL,Europe,677,Alter Farmacia
4,119565 - FNL LAC NUTING UNMILLED 1000KG BBG,Lactose,Portena - NL,Europe,2352,Ausnutria Dairy
4,119565 - FNL LAC NUTING UNMILLED 1000KG BBG,Lactose,Portena - NL,Europe,1484,MEAD Johnson
4,119565 - FNL LAC NUTING UNMILLED 1000KG BBG,Lactose,Portena - NL,Europe,1,Van Dalen Dairy Trading
4,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Calais Port - FR,Europe,48,AS Solbritt
4,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Calais Port - FR,Europe,166.79999999999998,Alter Farmacia
4,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Calais Port - FR,Europe,69.6,MEAD Johnson
4,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Calais Port - FR,Europe,52.8,Pinzgau Milch Produktions
4,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Calais Port - FR,Europe,196.8,Semper
4,119834 - SAPDUK GOS 57% HAL/MUI 1200KG BBN BCE,Lactose,Gregory - UK,Oceania,192,Fonterra
4,119879 - SAPDUK WHEY PDR DEMIN 90 ANUT 1000KG BBG,Whey,Calais Port - FR,Europe,724,Ausnutria Dairy
4,119879 - SAPDUK WHEY PDR DEMIN 90 ANUT 1000KG BBG,Whey,Gregory - UK,Europe (UK),2,Small Customer
4,120066 - SAPDUK GOS 57% HAL/MUI 1000KG BBN BCE,Lactose,Calais Port - FR,Europe,60,Nestle
4,120104 - AWAR MOZZ TMS BLOK FZN A12 KR 2X10KG CTN,Cheese,Daalimpex Harlingen - NL,Asia,144,Jangan Dairy
4,120104 - AWAR MOZZ TMS BLOK FZN A12 KR 2X10KG CTN,Cheese,Daalimpex Harlingen - NL,Asia,36,Kingsco
4,120104 - AWAR MOZZ TMS BLOK FZN A12 KR 2X10KG CTN,Cheese,Daalimpex Harlingen - NL,Asia,144,Konkuk Dairy
4,120104 - AWAR MOZZ TMS BLOK FZN A12 KR 2X10KG CTN,Cheese,Daalimpex Harlingen - NL,Asia,144.76,MS Trading
4,120166 - WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,WPC,Kloosterboer - NL,Europe,10.5,Fayrefield
4,120166 - WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,WPC,Kloosterboer - NL,Europe,0.075,Fonterra
4,120166 - WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,WPC,Kloosterboer - NL,Europe,53.175,Nestle
4,120208 - FNL WPC80 680KG BBG,WPC,Portena - NL,Europe,70.72,Van Lindenberg Trading
4,120218 - TMP 1000 MILLED 25KG PPK,Casein,Portena - NL,Europe,0.025,Alinda-Velco
4,120218 - TMP 1000 MILLED 25KG PPK,Casein,Portena - NL,Europe,13.275,Univar Solutions
4,120270 - SAPDUK GOS 57% 1200KG BBN,Lactose,Calais Port - FR,Europe,128.4,Nestle
4,120270 - SAPDUK GOS 57% 1200KG BBN,Lactose,Gregory - UK,Europe,133.2,Nestle
4,120351 - NZMP CRMCHS CURD 20KG CTN,Cheese,Plant - NZ,Asia,373.58,BEL Group
4,120388 - FNL SD WPC80 CHS 680KG BBG,WPC,Portena - NL,Europe,1.36,Van Lindenberg Trading
4,120436 - AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,Cons. UHT,Daalimpex Harlingen - NL,Asia,426.781,Bestro
4,120436 - AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.024,Fonterra
4,120436 - AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,Cons. UHT,Daalimpex Harlingen - NL,Asia,193.815,Lotte Group
4,120436 - AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,Cons. UHT,Daalimpex Harlingen - NL,Asia,43.34,Sunrich
4,120436 - AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,Cons. UHT,Daalimpex Harlingen - NL,Africa,59.122,United Grocers Co
4,120475 - SAPDUK WHEY PDR DEMIN 90 MIN 25KG MBG,Whey,Calais Port - FR,Europe,1931.5,Coop. Isigny Sainte-Mere
4,120475 - SAPDUK WHEY PDR DEMIN 90 MIN 25KG MBG,Whey,Gregory - UK,Europe (UK),2,Small Customer
4,120476 - AWAR UHT CRM EX WHIP ANC 12X1L CTN SEA,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Jonker & Schut - NL,Europe,5.975,Nestle
4,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Portena - NL,Europe,13.25,Nestle
4,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Portena - NL,Europe,0.025,Small Customer
4,120798 - WPC80 CHS 550 MEDAPP 25KG MBG,WPC,Sternmaid GmbH - DE,Europe,0.525,Nestle
4,120840 - FNL WPC80 CHS 392 NUTING 680KG BBG,WPC,Portena - NL,Europe,14.96,Alter Farmacia
4,120840 - FNL WPC80 CHS 392 NUTING 680KG BBG,WPC,Portena - NL,Europe,179.52,Semper
4,120869 - FNL SD WPC80 CHS 515 20KG MBG,WPC,Portena - NL,Europe,13.16,Van Lindenberg Trading
4,120872 - FNL ED WPC80 CHS 515 20KG MBG,WPC,Portena - NL,Europe,8.94,Big Wave Company
4,120874 - WPC80 CHS 450 INST 20KG MBG,WPC,Plant - NZ,Europe,38.08,Burt Lewis
4,120874 - WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,114.02000000000001,Anona
4,120874 - WPC80 CHS 450 INST 20KG MBG,WPC,Portena - NL,Europe,0.02,Van Dalen Dairy Trading
4,120931 - WPI 895-INST IX 20KG MBG,WPC,Portena - NL,Europe,0.02,Anona
4,120931 - WPI 895-INST IX 20KG MBG,WPC,Portena - NL,Europe,4.92,Small Customer
4,120931 - WPI 895-INST IX 20KG MBG,WPC,Portena - NL,Europe,6,Univar Solutions
4,120931 - WPI 895-INST IX 20KG MBG,WPC,Portena - NL,Europe,0.1,Van Dalen Dairy Trading
4,120941 - DC WHEY HYD 7051 HA HAL/K 500KG BBG,Whey,Plant - NZ,Europe,11,Hochdorf Nutrition
4,120941 - DC WHEY HYD 7051 HA HAL/K 500KG BBG,Whey,Portena - NL,Europe,60,Hochdorf Nutrition
4,120941 - DC WHEY HYD 7051 HA HAL/K 500KG BBG,Whey,Portena - NL,Europe,1.5,Van Dalen Dairy Trading
4,120994 - AWAR UHT CRM CHF CLA CN 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,5107.11,C&D Logistics Group
4,120994 - AWAR UHT CRM CHF CLA CN 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.33899999999999997,Fonterra
4,121017 - AWAR TR UHT CRM 38%F 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Europe,17.501,Fayrefield
4,121036 - AWAR UHT CRM EX YIELD EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,121037 - AWAR UHT CRM 12%F 12X1L CTN CARRAGEENAN,Cons. UHT,Daalimpex Harlingen - NL,Europe,11.684,Fayrefield
4,121038 - BMP BSP NUTING WTBLD ABT 25KG MBG,BMP,Portena - NL,Europe,350.95,Abbott
4,121038 - BMP BSP NUTING WTBLD ABT 25KG MBG,BMP,Portena - NL,Europe,0.05,Small Customer
4,121038 - BMP BSP NUTING WTBLD ABT 25KG MBG,BMP,Portena - NL,Europe,0.4,Van Dalen Dairy Trading
4,121104 - AWAR UHT CRM DESS 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,41.839,Fayrefield
4,121104 - AWAR UHT CRM DESS 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,83.883,Fonterra
4,121104 - AWAR UHT CRM DESS 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.157,Fonterra
4,121118 - AWAR UHT CRM CHF CLA SEA 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,219.39600000000002,Fonterra
4,121118 - AWAR UHT CRM CHF CLA SEA 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,7.636,Small Customer
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.06,Aminolabs
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.56,BICT
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.3,Bionatin
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.1,EHF Production
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,7.44,FrieslandCampina
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Africa,0.5,Hygint Pharma
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.02,Laboratorium Medisan
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.1,Mattisson Healthcare
4,121155 - MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Portena - NL,Europe,0.09,Small Customer
4,121156 - AWAR UHT CRM EX YIELD SA 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Africa,64.484,Al Sakr
4,121156 - AWAR UHT CRM EX YIELD SA 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,189.024,Fonterra
4,121156 - AWAR UHT CRM EX YIELD SA 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,121171 - TR MPC85 4869 FLW AGG 15KG MBG,MPC,Plant - NZ,Europe,15.06,Alinda-Velco
4,121179 - ROKI WHEYFRAC LF ELUATE 500KG ACT,Whey,Amsterdam - NL,Europe,2151.54,Small Customer
4,121194 - FNL LAC 100M MHYD NZ 1000KG BBG,Lactose,Portena - NL,Oceania,140,Fonterra
4,121194 - FNL LAC 100M MHYD NZ 1000KG BBG,Lactose,Portena - NL,Europe,44,Van Dalen Dairy Trading
4,121240 - AWAR CUL CRM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,198.299,Fonterra
4,121240 - AWAR CUL CRM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.06,Fonterra
4,121246 - TR WHEY HYD 7051 15KG MBG,Whey,Portena - NL,Europe,1.725,Small Customer
4,121250 - AWAR UHT CRM EX YIELD MY 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.622,Fayrefield
4,121250 - AWAR UHT CRM EX YIELD MY 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,873.986,Fonterra
4,121250 - AWAR UHT CRM EX YIELD MY 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,121333 - AWAR UHT CRM EX YIELD LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,703.858,Fonterra
4,121333 - AWAR UHT CRM EX YIELD LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.049,Fonterra
4,121333 - AWAR UHT CRM EX YIELD LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,26.335,Small Customer
4,121333 - AWAR UHT CRM EX YIELD LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Americas,59.619,Suderesa Centram
4,121344 - AWAR UHT CRM EX WHIP REDMAN 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,135.761,Phoon Huat
4,121480 - AWAR UHT CRM CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.8,Fayrefield
4,121480 - AWAR UHT CRM CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.024,Fonterra
4,121568 - AWAR UHT CRM EURODELICES 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,164.579,Eurodelices
4,121578 - MPC85 4851 LL K ABT 20KG MBG,MPC,Portena - NL,Europe,5.6,Abbott
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,6.144,Accom Holdings
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,27.207,B&S Purchase
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,199.23,Bidfood
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,33.645,DAC
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,5.266,Fayrefield
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.316,Fonterra
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,14.043,Harvester Stock
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,13.530999999999999,Ireks Aroma
4,121582 - AWAR UHT CRM EX YIELD 12X1L CTN EU,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.39,Small Customer
4,121604 - AWAR UHT CRM MA EURODELICES 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,22.458,Eurodelices
4,121628 - AWAR UHT CRM CUL CRM EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,22.483999999999998,Bidfood
4,121628 - AWAR UHT CRM CUL CRM EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,11.332,Fayrefield
4,121628 - AWAR UHT CRM CUL CRM EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.084,Fonterra
4,121628 - AWAR UHT CRM CUL CRM EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.242,Small Customer
4,121643 - AWAR ED UHT CRM 30-40%F 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,52.092000000000006,Fayrefield
4,121672 - AWAR TR UHT CRM CHF CLA STG2 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,2.351,Fayrefield
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,58.473,Accom Holdings
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,138.66400000000002,B&S Purchase
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,126.307,Bidfood
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,11.347,DAC
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.18,Fonterra
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,220.78,Gelato & Bakery Experts
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,319.386,Harvester Stock
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,47.559,Ireks Aroma
4,121679 - AWAR UHT CHF CLA EU 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.242,Small Customer
4,121685 - AWAR UHT CRM CHF CLA MDE 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Africa,4.351,Al Sakr
4,121685 - AWAR UHT CRM CHF CLA MDE 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,51.897,Fonterra
4,121685 - AWAR UHT CRM CHF CLA MDE 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,121691 - AWAR TR UHT CRM CHF CLA SAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.194,Fayrefield
4,121691 - AWAR TR UHT CRM CHF CLA SAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.024,Fonterra
4,121694 - AWAR TR UHT CRM EX YIELD SAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.086,Fonterra
4,121710 - AWAR UHT CRM UHRENHOLT 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,121710 - AWAR UHT CRM UHRENHOLT 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,110.402,Uhrenholt
4,121719 - TR AWAR UHT CRM EX WHIP SAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.181,Fonterra
4,121742 - AWAR UHT CRM CHF CLA LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,21.804,CJ Cheiljedang
4,121742 - AWAR UHT CRM CHF CLA LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,21.804,Dong Suh
4,121742 - AWAR UHT CRM CHF CLA LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.108,Fonterra
4,121742 - AWAR UHT CRM CHF CLA LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,21.392,Samyang
4,121742 - AWAR UHT CRM CHF CLA LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Americas,14.096,Suderesa Centram
4,121742 - AWAR UHT CRM CHF CLA LATAM 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,40.287,Sunrich
4,121810 - TR FNL WPC80 CHS 450 INST SOYA 20KG MBG,WPC,Portena - NL,Europe,0.02,Small Customer
4,121810 - TR FNL WPC80 CHS 450 INST SOYA 20KG MBG,WPC,Portena - NL,Europe,34.68,Van Lindenberg Trading
4,121904 - HN019 PROBIOTIC POWDER (625G),Probiotic,Plant - NZ,Asia,0.03,FrieslandCampina
4,121904 - HN019 PROBIOTIC POWDER (625G),Probiotic,Schiphol Airport - NL,Europe,2.19,FrieslandCampina
4,122034 - AWAR UHT CRM CHF CLA E-MART 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,63.86,EMART
4,122034 - AWAR UHT CRM CHF CLA E-MART 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.024,Fonterra
4,122037 - TR FNL WPC80 CHS 450 INST SOY FLUSH 20KG,WPC,Portena - NL,Europe,3.68,Van Lindenberg Trading
4,122064 - AWAR UHT CKG CRM DESS 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,648.855,Fonterra
4,122064 - AWAR UHT CKG CRM DESS 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.288,Fonterra
4,122070 - AWAR UHT CRM CHF CLA CN AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,1840.1570000000002,C&D Logistics Group
4,122070 - AWAR UHT CRM CHF CLA CN AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,26.178,Fonterra
4,122070 - AWAR UHT CRM CHF CLA CN AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.131,Fonterra
4,122216 - STNMD WPC80 CHS 550 MEDAPP NES 625KG BBG,WPC,Sternmaid GmbH - DE,Europe,6.875,Nestle
4,122281 - AWAR UHT CRM CHF CLA LATAM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,41.113,CJ Cheiljedang
4,122281 - AWAR UHT CRM CHF CLA LATAM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,20.622,Samyang
4,122288 - AWAR UHT CRM CHF CLA MDE 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,146.856,Fonterra
4,122292 - AWAR UHT CRM CUL CRM AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,29.547,Fonterra
4,122310 - AWAR UHT CKG CRM DESS AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,50.873000000000005,Fonterra
4,122324 - AWAR UHT CRM CHF CLA SEA 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,236.666,Fonterra
4,122324 - AWAR UHT CRM CHF CLA SEA 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.119,Fonterra
4,122324 - AWAR UHT CRM CHF CLA SEA 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,17.095,Small Customer
4,122328 - AWAR UHT CRM EX WHIP AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,99.199,Bestro
4,122328 - AWAR UHT CRM EX WHIP AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,19.424,Fonterra
4,122328 - AWAR UHT CRM EX WHIP AFP 12X1L CTN,Cons. UHT,Daalimpex Harlingen - NL,Asia,20.659,Lotte Group
4,122338 - AWAR UHT CKG CRM EX YIELD LATAM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,314.862,Fonterra
4,122338 - AWAR UHT CKG CRM EX YIELD LATAM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Europe,0.012,Fonterra
4,122338 - AWAR UHT CKG CRM EX YIELD LATAM 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Americas,38.968,Suderesa Centram
4,122348 - MILEI WHEYFRAC LF 95% 9X1KG CTN,Whey,Portena - NL,Europe,0.144,BICT
4,122367 - AWAR UHT CRM CHF CLA CN AFP 12X1L,Cons. UHT,Daalimpex Harlingen - NL,Asia,377.651,C&D Logistics Group
4,122373 - FNL WPC 356 NUTING LPD70 20KG MBG,WPC,Portena - NL,Europe,125.52000000000001,Ausnutria Dairy
4,122377 - STNMD MPC85 4882 NES 620KG BBG,MPC,Sternmaid GmbH - DE,Europe,6.82,Nestle
4,122381 - J&S MPC70 4703 LH ABT 600KG BBG,MPC,Jonker & Schut - NL,Europe,62.4,Abbott
4,122428 - J&S MPC85 4851 500KG BBG,MPC,Jonker & Schut - NL,Europe,39,Abbott
4,122431 - J&S MPC85 4861 ABT 400KG BBG,MPC,Jonker & Schut - NL,Europe,121.60000000000001,Abbott
4,122439 - J&S MPC85 4854 NES 550KG BBG,MPC,Jonker & Schut - NL,Europe,422.95000000000005,Nestle
4,122439 - J&S MPC85 4854 NES 550KG BBG,MPC,Jonker & Schut - NL,Europe,3.635,Van Lindenberg Trading
4,122468 - J&S MPC85 4882 NES 620KG BBG,MPC,Jonker & Schut - NL,Europe,34.1,Nestle
4,122468 - J&S MPC85 4882 NES 620KG BBG,MPC,Jonker & Schut - NL,Europe,0.454,Van Lindenberg Trading
4,122478 - J&S WPC80 CHS 550 625KG BBG,WPC,Jonker & Schut - NL,Europe,1.758,Van Lindenberg Trading
4,122478 - J&S WPC80 CHS 550 625KG BBG,WPC,Kloosterboer - NL,Europe,15,Nestle
4,122491 - J&S WPC80 CHS 550 NES 625KG BBG,WPC,Jonker & Schut - NL,Europe,16.875,Nestle
4,122491 - J&S WPC80 CHS 550 NES 625KG BBG,WPC,Jonker & Schut - NL,Europe,1.525,Van Lindenberg Trading
4,122609 - FNL WPC80 CHS 392 NUTING RB 680KG BBG,WPC,Portena - NL,Asia,54.4,Fonterra
4,122609 - FNL WPC80 CHS 392 NUTING RB 680KG BBG,WPC,Portena - NL,Europe,14.96,Semper
