FacilityType,SupplyChainFlow,ShipToParty,ShipToName,ABCClass,ParentName,ShipToCountry,Material,MaterialDescription,Commodity,ProductGroup,ProductOrigin,QuantityInMT,TotalSalesValue,TotalCOGS,GM,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,IOC,TotalTransportCost,CBM,SGA,CBMAI,EBITAI,Segment
Portena - NL,EU to EU Direct,4005564,ALPHACAPS GMBH,C,Fonterra,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.02,0,177.5422014851435,-177.5422014851435,0.3216708454724865,0.16047069441021442,0,4.232726511251911,0,-178.02434302502618,1.8878335028730564,-182.2570695362781,-184.14490303915116,Fonterra
Portena - NL,EU to EU Direct,4005565,ALPHACAPS GMBH,B,Alphacaps,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.42,5610,2922.8029775459354,2687.1970224540646,6.755087754922215,3.369884582614502,0,88.88725673629013,460.56000000000006,2216.5120501165284,39.644503560334186,2127.6247933802383,2087.980289819904,Semi Managed
Portena - NL,EU to EU Direct,4005872,ELSDORFER MOLKEREI UND FEINKOS,A,Elsdorfer Molkerei,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,174.68,2248170,1388579.0898559422,859590.9101440578,2809.473164356697,1401.5510449788126,0,36968.63334927419,6998.78,848381.1059347223,16488.337814093273,811412.4725854482,794924.134771355,Managed
Portena - NL,EU to EU Direct,4005872,ELSDORFER MOLKEREI UND FEINKOS,A,Elsdorfer Molkerei,Germany,119540,FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,WPC 80% (Cheese),Netherlands,27.2,204000,198562.20739406013,5437.792605939874,437.47234984258165,218.24014439789156,0,12136.495237944337,1046,3736.0801116994007,2567.4535639073565,-8400.415126244936,-10967.868690152292,Managed
Portena - NL,EU to EU Direct,4006145,SEMPER AB,B,Semper,Sweden,115984,FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.2,1598,1190.4203339159233,407.57966608407673,3.216708454724865,1.6047069441021442,0,52.98813352889904,180.34,222.41825068524972,18.878335028730564,169.43011715635066,150.5517821276201,Semi Managed
Portena - NL,EU to EU Direct,4006145,SEMPER AB,B,Semper,Sweden,119209,FNL WPC80 CHS 392 NUTING WTBLD 680KG BBG,WPC,WPC 80% (Cheese),Netherlands,59.84,747144.29,563888.1820660887,183256.10793391138,1132.2813760631525,480.12831767536153,0,29516.01649888058,7069.28,174574.41824017288,5648.397840596185,145058.4017412923,139410.00390069612,Semi Managed
Portena - NL,EU to EU Direct,4006145,SEMPER AB,B,Semper,Sweden,120840,FNL WPC80 CHS 392 NUTING 680KG BBG,WPC,WPC 80% (Cheese),Netherlands,179.52,2088522.21,1176429.3320969911,912092.8779030088,3396.8441281894575,1440.3849530260845,0,24616.13427534873,21329.32,885926.3288217933,16945.193521788555,861310.1945464446,844365.001024656,Semi Managed
Portena - NL,EU to EU Direct,4006145,SEMPER AB,B,Semper,Sweden,122609,FNL WPC80 CHS 392 NUTING RB 680KG BBG,WPC,WPC 80% (Cheese),Netherlands,14.96,169796,75146.13839911472,94649.86160088528,283.0703440157881,120.03207941884038,0,4839.888341762045,1767.32,92479.43917745065,1412.0994601490463,87639.55083568861,86227.45137553956,Semi Managed
Portena - NL,EU to EU Direct,4006358,AMINOLABS DEUTSCHLAND GMBH,A,Aminolabs,Germany,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,354.34000000000003,2801431,2455950.3183836355,345480.6816163645,5699.042369236044,2843.059292865769,0,48937.32127640992,14885.920000000002,322052.6599542627,33446.746170401944,273115.3386778528,239668.59250745087,Managed
Portena - NL,EU to EU Direct,4006358,AMINOLABS DEUTSCHLAND GMBH,A,Aminolabs,Germany,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,48.400000000000006,620320,400889.58265555464,219430.41734444536,778.4434460434173,388.3390804727189,0,14797.73743624201,2783.67,215479.96481792923,4568.557076952797,200682.2273816872,196113.6703047344,Managed
Portena - NL,EU to EU Direct,4006358,AMINOLABS DEUTSCHLAND GMBH,A,Aminolabs,Germany,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Whey Fractions,Germany,0.06,39500,15517.073720232424,23982.926279767576,4.288944606299821,0.48141208323064316,0,275.04826386605293,431.7,23546.455923078047,5.663500508619169,23271.407659211993,23265.74415870337,Managed
Portena - NL,EU to EU Direct,4006397,HUEGLI NAHRUNGSMITTEL GMBH,C,Huegli,Germany,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,1.6,18160,13207.538236151333,4952.461763848667,25.73366763779892,12.837655552817154,0,489.18140285097553,452.42,4461.47044065805,151.02668022984452,3972.2890378070747,3821.26235757723,Semi Managed
Portena - NL,EU to EU Direct,4006405,CONDIO GMBH WERDER,A,Condio,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,350.36,4059785,2531263.298053231,1528521.701946769,5635.0298709870185,2811.125624678136,0,74148.90302411099,16831.58,1503243.9664511038,33071.0673033302,1429095.0634269929,1396023.9961236627,Managed
Portena - NL,EU to EU Direct,4006405,CONDIO GMBH WERDER,A,Condio,Germany,119540,FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,WPC 80% (Cheese),Netherlands,10.4,145600,99632.03869475138,45967.961305248624,167.268839645693,83.44476109331148,0,4640.424649802247,0,45717.24770450962,981.6734214939894,41076.82305470737,40095.14963321338,Managed
Portena - NL,EU to EU Direct,4006508,MILKY GROUP BIO EAD,C,Milky Group,Bulgaria,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.8,4720,5130.553100093544,-410.55310009354434,12.86683381889946,6.418827776408577,0,110.48669927506897,0,-429.8387616888524,75.51334011492226,-540.3254609639214,-615.8388010788436,Smart Serve
Portena - NL,EU to EU Direct,4006508,MILKY GROUP BIO EAD,C,Milky Group,Bulgaria,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,18.400000000000002,139600,142040.1663536011,-2440.166353601089,295.9371778346876,147.63303885739725,0,5625.586132786219,0,-2883.7365702931743,1736.8068226432122,-8509.322703079393,-10246.129525722605,Smart Serve
Portena - NL,EU to EU Direct,4007050,KLINGELE CHOCOLADE NV,C,Klingele Chocolade,Belgium,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,2.4000000000000004,27360,16022.44870681936,11337.55129318064,38.60050145669838,19.25648332922573,0,507.9271813502294,404.34000000000003,10875.354308394717,226.5400203447668,10367.427127044488,10140.887106699722,Smart Serve
Portena - NL,EU to EU Direct,4007759,HEARTHSIDE EUROPE,C,Hearthside,Netherlands,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.8,11600,6836.936477900553,4763.063522099447,12.86683381889946,6.418827776408577,0,169.30906045007646,68.52,4675.257860504139,75.51334011492226,4505.948800054062,4430.43545993914,Semi Managed
Portena - NL,EU to EU Direct,4007987,VAN LINDENBERG INGREDIENTS B.V,B,Van Lindenberg Trading,Netherlands,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,158.4,739200,904596.6275917122,-165396.62759171217,2547.633096142093,1270.927899728898,0,21876.366456463657,0,-169215.18858758316,14951.641342754609,-191091.55504404684,-206043.19638680146,Semi Managed
Portena - NL,EU to EU Direct,4007987,VAN LINDENBERG INGREDIENTS B.V,B,Van Lindenberg Trading,Netherlands,114133,FNL PL WPC80 CHS INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,35.2,165440,134872.4982965388,30567.501703461196,566.1406880315762,282.4284221619774,0,7561.993640444089,0,29718.93259326764,3322.5869650565796,22156.93895282355,18834.35198776697,Semi Managed
Portena - NL,EU to EU Direct,4007987,VAN LINDENBERG INGREDIENTS B.V,B,Van Lindenberg Trading,Netherlands,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Lactose,Edible Lactose,Netherlands,49.5,43503.75,41707.393468009774,1796.3565319902264,566.1406880315762,397.16496866528064,0,1039.7832460242578,0,833.0508752933695,4672.387919610814,-206.7323707308883,-4879.120290341702,Semi Managed
Portena - NL,EU to EU Direct,4007987,VAN LINDENBERG INGREDIENTS B.V,B,Van Lindenberg Trading,Netherlands,120208,FNL WPC80 680KG BBG,WPC,WPC 80% (Cheese),Netherlands,70.72,427584,512185.200800077,-84601.200800077,1338.150717165544,567.4243754345181,0,13085.266715976331,0,-86506.77589267706,6675.379266159128,-99592.0426086534,-106267.42187481253,Semi Managed
Portena - NL,EU to EU Direct,4007987,VAN LINDENBERG INGREDIENTS B.V,B,Van Lindenberg Trading,Netherlands,121810,TR FNL WPC80 CHS 450 INST SOYA 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,34.68,162996,351024.27538232,-188028.27538232,557.7772460492915,278.25618410731175,0,23600.87682283177,0,-188864.30881247658,3273.50329398188,-212465.18563530836,-215738.68892929025,Semi Managed
Portena - NL,EU to EU Direct,4007987,VAN LINDENBERG INGREDIENTS B.V,B,Van Lindenberg Trading,Netherlands,122037,TR FNL WPC80 CHS 450 INST SOY FLUSH 20KG,WPC,WPC 80% (Cheese),Netherlands,3.68,17296,30110.712062663184,-12814.712062663184,59.18743556693751,29.526607771479455,0,2025.4737556561086,0,-12903.4261060016,347.3613645286424,-14928.899861657708,-15276.26122618635,Semi Managed
Portena - NL,EU to EU Direct,4008212,GEORG PARLASCA KEKSFABRIK GMBH,C,Georg Parlasca Keksfabrik,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,13.200000000000001,187680,100434.28926296,87245.71073704,212.3027580118411,105.91065831074152,0,2793.599497426261,1947.01,84980.48732071744,1245.9701118962173,82186.88782329118,80940.91771139497,Smart Serve
Portena - NL,EU to EU Direct,4009188,VALIO OY,C,Valio,Finland,115059,FNL LAC 100M NUTAPP WETBLD 1000KG BBG,Lactose,Edible Lactose,Netherlands,120,180360,87100.96893146212,93259.03106853788,1544.0200582679352,962.8241664612865,0,4303.906132000743,12195.880000000001,78556.30684380865,11327.001017238337,74252.4007118079,62925.39969456957,Smart Serve
Portena - NL,EU to EU Direct,4009408,DOSSIN LOGISTIQUE,C,Azelis,France,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Lactose,Edible Lactose,Netherlands,118.125,129228.75,89127.14354696023,40101.60645303977,1351.0175509844432,947.7800388603289,0,2481.3009280124334,4257.500000000001,33545.308863195,11150.016626343988,31064.00793518257,19913.99130883858,Semi Managed
Portena - NL,EU to EU Direct,4009756,SPORTS NUTRITION HOUSE S.L.,C,Sports Nutrition House,Spain,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,10.4,104000,99752.96587819254,4247.034121807461,167.268839645693,83.44476109331148,0,3573.436788411451,1569.49,2426.8305210684566,981.6734214939894,-1146.6062673429942,-2128.2796888369835,Smart Serve
Portena - NL,EU to EU Direct,4009756,SPORTS NUTRITION HOUSE S.L.,C,Sports Nutrition House,Spain,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,28,236520,206050.50572857767,30469.49427142233,450.3391836614811,224.65897217430017,0,3867.0344746274136,3989.5645454545456,25804.931570132,2642.966904022279,21937.897095504588,19294.930191482308,Smart Serve
Portena - NL,EU to EU Direct,4009756,SPORTS NUTRITION HOUSE S.L.,C,Sports Nutrition House,Spain,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,32,365200,261482.72839224245,103717.27160775755,514.6733527559784,256.753111056343,0,9783.628057019512,5702.605454545455,97243.23968939976,3020.5336045968907,87459.61163238026,84439.07802778337,Smart Serve
Portena - NL,EU to EU Direct,4009785,PRIVATMOLKEREI BAUER GMBH & CO,C,Privatmolkerei Bauer,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,13.6,155200,89671.42684188897,65528.57315811103,218.73617492129083,109.12007219894578,0,2878.2540276512996,2572.5,62628.21691099079,1283.7267819536783,59749.96288333949,58466.23610138581,Smart Serve
Portena - NL,EU to EU Direct,4009899,EPILOG C/O GEONOSIS,C,So Shape,France,115984,FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,7.2,72648,69136.08784501122,3511.9121549887786,115.80150437009515,57.76944998767719,0,1907.5728070403654,494.51142857142855,2843.829772059578,679.6200610343003,936.2569650192124,256.6369039849121,Smart Serve
Portena - NL,EU to EU Direct,4010262,ALBORS SRL,C,Albors,Italy,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Lactose,Edible Lactose,Netherlands,2.25,2137.5,1643.354098444015,494.1459015559849,25.73366763779892,18.05295312114912,0,47.26287481928444,0,450.35928079703683,212.38126907321885,403.0964059777524,190.71513690453355,Smart Serve
Portena - NL,EU to EU Direct,4010538,STG LOG,B,Laiterie Triballat,France,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,334.40000000000003,3246707.2,2475290.356297511,771416.843702489,5378.336536299974,2683.070010538785,0,46183.44029697883,29223.519999999993,734131.9171556502,31564.576168037507,687948.4768586714,656383.9006906339,Smart Serve
Portena - NL,EU to EU Direct,4010538,STG LOG,B,Laiterie Triballat,France,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,123.18,1898670,1118796.2323263765,779873.7676736235,1981.1707372650442,988.3390068725105,0,37660.85325198948,10766.559999999998,766137.6979294859,11627.166544195155,728476.8446774965,716849.6781333013,Smart Serve
Portena - NL,EU to EU Direct,4010728,FRESENIUS KABI AUSTRIA GMBH,A,Fresenius,Austria,116048,FNL LAC MHYD 100M 1000KG BBG,Lactose,Edible Lactose,Netherlands,5984,6591200,4225256.494723312,2365943.5052766884,76995.13357229436,48012.831767536154,0,79103.20682985106,395923.19999999995,1845012.3399368578,564839.7840596185,1765909.1331070068,1201069.3490473884,Managed
Portena - NL,EU to EU Direct,4011283,BICT  SRL,C,BICT,Italy,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Whey Fractions,Germany,0.56,260700,130774.72385009895,129925.27614990105,40.03014965879832,4.493179443486004,0,2567.1171294164938,1664.3700000000001,128216.38282079878,52.85933808044558,125649.26569138229,125596.40635330183,Semi Managed
Portena - NL,EU to EU Direct,4011283,BICT  SRL,C,BICT,Italy,122348,MILEI WHEYFRAC LF 95% 9X1KG CTN,Whey,Whey Fractions,Germany,0.144,52425,33567.437649501044,18857.562350498956,10.293467055119569,1.1553889997535436,0,181.55465074850324,739.72,18106.393494444084,13.592401220686005,17924.838843695583,17911.246442474898,Semi Managed
Portena - NL,EU to EU Direct,4011582,RUDOLF ROSE SPEDITION,C,Industrieberatung J.Knobel,Germany,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,86.04,579860,733702.8102048949,-153842.81020489486,1383.827977222637,690.3449273527424,0,29563.317430280887,2788.040240963855,-158705.0233504341,8121.459729359889,-188268.34078071496,-196389.80051007486,Smart Serve
Portena - NL,EU to EU Direct,4011582,RUDOLF ROSE SPEDITION,C,Industrieberatung J.Knobel,Germany,114130,FNL PL WPC80 CHS 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,3.68,29440,28146.41013932676,1293.5898606732408,59.18743556693751,29.526607771479455,0,834.7008528873855,100.83975903614451,1104.0360582986796,347.3613645286424,269.33520541129406,-78.02615911734836,Smart Serve
Portena - NL,EU to EU Direct,4011585,LABORATORIUM MEDISAN B.V,C,Laboratorium Medisan,Netherlands,121155,MILEI WHEYFRAC LF 95% 10KG CTN,Whey,Whey Fractions,Germany,0.02,14200,5664.347879562149,8535.652120437851,1.4296482020999401,0.16047069441021442,0,91.68275462201764,460,8074.062001541341,1.8878335028730564,7982.379246919323,7980.49141341645,Smart Serve
Portena - NL,EU to EU Direct,4011699,SPONSER SPORT FOOD AG,C,Sponser Sport Food,Switzerland,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,52.800000000000004,430320,451318.4996616322,-20998.499661632173,849.2110320473644,423.6426332429661,0,18142.06369501198,5850,-28121.353326922504,4983.880447584869,-46263.41702193448,-51247.29746951935,Smart Serve
Portena - NL,EU to EU Direct,4012175,BEMPRESA SP. Z O.O.,C,Bempresa,Poland,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,35.2,320320,357100.70080883504,-36780.70080883504,566.1406880315762,282.4284221619774,0,12094.709130007988,0,-37629.26991902859,3322.5869650565796,-49723.979049036585,-53046.566014093165,Smart Serve
Portena - NL,EU to EU Direct,4012175,BEMPRESA SP. Z O.O.,C,Bempresa,Poland,114104,FNL WPC 356 20KG MBG,WPC,High Fat B/T WPC,Netherlands,52.82000000000001,396000,417641.24180119665,-21641.24180119665,849.5327028928369,423.8031039373763,0,11636.815645074956,287.24,-23201.817608026864,4985.768281087742,-34838.63325310182,-39824.401534189565,Smart Serve
Portena - NL,EU to EU Direct,4012175,BEMPRESA SP. Z O.O.,C,Bempresa,Poland,114130,FNL PL WPC80 CHS 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,17.6,144936,134620.0888691142,10315.911130885797,283.0703440157881,141.2142110809887,0,3992.0475572874957,0,9891.62657578902,1661.2934825282896,5899.579018501524,4238.285535973235,Smart Serve
Portena - NL,EU to EU Direct,4012217,UNIVAR SOLUTIONS AB,B,Univar Solutions,Sweden,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,99.2,461680,592732.1258853995,-131052.12588539952,1595.487393543533,795.9346442746634,0,13700.35071010855,0,-133443.54792321773,9363.65417425036,-147143.8986333263,-156507.55280757663,Managed
Portena - NL,EU to EU Direct,4012217,UNIVAR SOLUTIONS AB,B,Univar Solutions,Sweden,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,10.4,73840,86009.31813595924,-12169.318135959242,167.268839645693,83.44476109331148,0,3179.679118531341,0,-12420.031736698245,981.6734214939894,-15599.710855229587,-16581.384276723576,Managed
Portena - NL,EU to EU Switch,4012219,GREGORYS DISTRIBUTION LTD,B,Saputo Dairy,United Kingdom,113998,FNL LAC MHYD UNMILLED 1000KG,Lactose,Edible Lactose,Netherlands,2287,3008950.44,3144438.95475386,-135488.51475385996,29426.448943823067,18349.823905808018,0,48844.962302523956,264629.23000000004,-447894.0176034911,215873.761053534,-496738.97990601504,-712612.7409595491,Semi Managed
Portena - NL,EU to EU Direct,4012229,INPAC I LUND AB,C,Fonterra,Sweden,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,8,88880,69784.41997950431,19095.58002049569,128.6683381889946,64.18827776408575,0,2445.9070142548776,907.6500000000001,17995.073404542607,755.13340114922255,15549.16639028773,14794.032989138508,Fonterra
Portena - NL,EU to EU Direct,4012348,VALIO OY,C,Valio,Finland,115059,FNL LAC 100M NUTAPP WETBLD 1000KG BBG,Lactose,Edible Lactose,Netherlands,48,82080,34840.38757258485,47239.61242741515,617.6080233071741,385.12966658451455,0,1721.5624528002973,7106.86,39130.01473752346,4530.800406895335,37408.452284723164,32877.651877827826,Smart Serve
Portena - NL,EU to EU Direct,4012630,KIPPING LAGER-HANDEL-LOGISTIK,A,Anona,Germany,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,35.2,383680,326506.5150338433,57173.48496615671,566.1406880315762,282.4284221619774,0,12094.709130007988,1685.6,54639.31585596316,3322.5869650565796,42544.60672595518,39222.0197608986,Managed
Portena - NL,EU to EU Direct,4012630,KIPPING LAGER-HANDEL-LOGISTIK,A,Anona,Germany,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,228.8,1846064,1675488.4519836186,170575.54801638145,3679.9144722052456,1835.7847440528528,0,31599.195992669724,10948.14,154111.70880012336,21596.815272867767,122512.51280745363,100915.69753458587,Managed
Portena - NL,EU to EU Direct,4012630,KIPPING LAGER-HANDEL-LOGISTIK,A,Anona,Germany,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,79.2,1068320,681050.346638069,387269.653361931,1273.8165480710466,635.463949864449,0,24214.47944112329,3975.8599999999997,381384.5128639955,7475.820671377304,357170.0334228722,349694.2127514949,Managed
Portena - NL,EU to EU Direct,4012630,KIPPING LAGER-HANDEL-LOGISTIK,A,Anona,Germany,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,28.8,386800,213951.35567666357,172848.64432333643,463.2060174803806,231.07779995070877,0,6095.126176202752,2549.6099999999997,169604.75050590537,2718.480244137201,163509.6243297026,160791.1440855654,Managed
Portena - NL,EU to EU Direct,4012675,MEDIX LABORATOIRES NV,C,Medix Laboratoires,Belgium,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,44.800000000000004,420320,440495.2070144078,-20175.207014407788,720.5426938583697,359.4543554788803,0,15393.266165464713,1676.6145454545454,-22931.81860919958,4228.747046435647,-38325.0847746643,-42553.83182109994,Semi Managed
Portena - NL,EU to EU Direct,4012675,MEDIX LABORATOIRES NV,C,Medix Laboratoires,Belgium,114104,FNL WPC 356 20KG MBG,WPC,High Fat B/T WPC,Netherlands,8,32000,59598.694190966795,-27598.694190966795,128.6683381889946,64.18827776408575,0,1762.486277179092,299.39545454545447,-28090.94626146533,755.13340114922255,-29853.43253864442,-30608.565939793643,Semi Managed
Portena - NL,EU to EU Direct,4012675,MEDIX LABORATOIRES NV,C,Medix Laboratoires,Belgium,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,88,651200,596657.6630723749,54542.33692762512,1415.3517200789406,706.0710554049434,0,12153.536920257586,3293.35,49127.56415214123,8306.467412641448,36974.02723188365,28667.559819242204,Semi Managed
Portena - NL,EU to EU Direct,4012760,FAYREFIELD FOODS A/S,A,Fayrefield,Denmark,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,703.84,8646480,5361468.148247058,3285011.8517529424,11320.240393867743,5647.284677684265,0,148958.11138397726,54549.6,3213494.7266813903,66436.6366331086,3064536.615297413,2998099.978664304,Semi Managed
Portena - NL,EU to EU Direct,4012906,FARMEL DAIRY PRODUCTS B.V.,C,Farmel Dairy Products,Netherlands,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Lactose,Edible Lactose,Netherlands,23.625,20790,18217.238632366694,2572.761367633306,270.20351019688866,189.55600777206575,0,496.2601856024867,0,2113.0018496643515,2230.0033252687977,1616.7416640618649,-613.2616612069328,Semi Managed
Portena - NL,EU to EU Switch,4013184,PRINOVA SOLUTIONS EUROPE LIMIT,C,Prinova Group,United Kingdom,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,1.6,29760,23965.905994165252,5794.094005834748,25.73366763779892,12.837655552817154,0,489.18140285097553,338.69,5416.832682644132,151.02668022984452,4927.651279793156,4776.624599563312,Unknowned Segment
Portena - NL,EU to EU Direct,4013669,FEED & FOOD C/O JONKER & SCHUT,C,Feed & Food,Netherlands,114803,SAPDUK GOS 57% K/HAL/MUI 1200KG BBN,Lactose,Edible Lactose,United Kingdom,3.6,180,872.3067795051054,-692.3067795051054,38.60050145669838,28.884724993838596,0,78.95569321135048,0,-759.7920059556424,339.81003051715015,-838.7476991669928,-1178.557729684143,Semi Managed
Portena - NL,EU to EU Direct,4013669,FEED & FOOD C/O JONKER & SCHUT,C,Feed & Food,Netherlands,116048,FNL LAC MHYD 100M 1000KG BBG,Lactose,Edible Lactose,Netherlands,7,2625,4050.2095081477246,-1425.2095081477246,90.06783673229621,56.164743043575044,0,92.53383151887657,0,-1571.4420879235959,660.7417260055697,-1663.9759194424723,-2324.7176454480423,Semi Managed
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,113998,FNL LAC MHYD UNMILLED 1000KG,Lactose,Edible Lactose,Netherlands,2,800,1556.7226035061542,-756.7226035061542,25.73366763779892,16.04706944102144,0,42.715314650217714,0,-798.5033405849746,188.78335028730564,-841.2186552351923,-1030.002005522498,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,114068,FNL WPC80 CHS 392 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.06,216,541.4170384185005,-325.4170384185005,0.9650125364174594,0.48141208323064316,0,20.615981471604524,0,-326.8634630381486,5.663500508619169,-347.47944450975314,-353.1429450183723,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.1,360,658.4996737279098,-298.4996737279098,1.6083542273624325,0.8023534720510721,0,13.810837409383621,0,-300.91038142732333,9.439167514365282,-314.72121883670695,-324.16038635107225,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,0.02,72,156.50313327722307,-84.50313327722307,0.3216708454724865,0.16047069441021442,0,6.114767535637194,0,-84.98527481710576,1.8878335028730564,-91.10004235274296,-92.98787585561601,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.02,72,124.09177916812625,-52.09177916812625,0.3216708454724865,0.16047069441021442,0,4.232726511251911,0,-52.573920708008956,1.8878335028730564,-56.80664721926087,-58.694480722133925,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,114273,FNL WPC80 CHS 515 20KG MBG FLSH,WPC,WPC 80% (Cheese),Netherlands,0.04,144,286.15767828985844,-142.15767828985844,0.643341690944973,0.32094138882042883,0,10.361847290658446,0,-143.12196136962382,3.775667005746113,-153.48380866028225,-157.25947566602835,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,114917,FNL WPC80 CHS 392 JP 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.16,576,1376.0565809359348,-800.0565809359348,2.573366763779892,1.2837655552817153,0,87.39470335576635,0,-803.9137132549963,15.102668022984451,-891.3084166107626,-906.411084633747,Smart Serve
Portena - NL,EU to EU Direct,4013679,VAN DALEN C/O JONKER & SCHUT B,C,Van Dalen Dairy Trading,Netherlands,115074,FNL LAC 100M MHYD 1000KG BBG,Lactose,Edible Lactose,Netherlands,2,800,1710.0434613950017,-910.0434613950017,25.73366763779892,16.04706944102144,0,25.51426156418132,0,-951.8241984738221,188.78335028730564,-977.3384600380034,-1166.121810325309,Smart Serve
