FacilityType,SupplyChainFlow,ShipToParty,ShipToName,ABCClass,ParentName,ShipToCountry,Material,MaterialDescription,Commodity,ProductGroup,ProductOrigin,QuantityInMT,TotalSalesValue,TotalCOGS,GM,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,IOC,TotalTransportCost,CBM,SGA,CBMAI,EBITAI,Segment
Plant - NZ,NZ Direct EU,2012178,INTERFOOD BV,A,Interfood,Netherlands,109489,Btr US Ftz EUR QUOTA 25kgCTN,Butter,Butter-Unsalted,New Zealand,1660.3,9304822.03874,9055336.154249396,249485.88449060358,0,0,0,0,0,249485.88449060358,156718.49824100678,249485.88449060358,92767.3862495968,Semi Managed
Plant - NZ,NZ Direct EU,2012178,INTERFOOD BV,A,Interfood,Netherlands,110927,BtrUS Amx K 25kgCTN,Butter,Butter-Unsalted,New Zealand,276.725,1715152.8072000002,1678994.937037908,36157.87016209215,0,0,0,0,0,36157.87016209215,26120.536304127327,36157.87016209215,10037.333857964823,Semi Managed
Plant - NZ,NZ Direct EU,2012178,INTERFOOD BV,A,Interfood,Netherlands,115053,AMF K RU 25KG CTN FFMR,AMF,Anhydrous Milkfat,New Zealand,91.175,353066.07,344058.23057429946,9007.839425700542,0,0,0,0,0,9007.839425700542,8606.160981222547,9007.839425700542,401.6784444779951,Semi Managed
Plant - NZ,NZ Direct EU,2012178,INTERFOOD BV,A,Interfood,Netherlands,118404,AMF SMF27 1000KG SKT 230V,AMF,Anhydrous Milkfat,New Zealand,264,1346101.2000000002,1369126.385478927,-23025.18547892687,0,0,0,0,0,-23025.18547892687,24919.402237924343,-23025.18547892687,-47944.58771685121,Semi Managed
Plant - NZ,NZ Direct EU,2012255,FLECHARD SA,B,Flechard,France,110645,AMF PREM K/HAL/MUI 210KG DRM,AMF,Anhydrous Milkfat,New Zealand,604.8000000000001,2978640,2914687.0467867586,63952.95321324142,0,0,0,0,0,63952.95321324142,57088.085126881226,63952.95321324142,6864.868086360191,Smart Serve
Plant - NZ,NZ Direct EU,2012259,FLECHARD SA,B,Flechard,France,110645,AMF PREM K/HAL/MUI 210KG DRM,AMF,Anhydrous Milkfat,New Zealand,100.80000000000001,453600,485781.17446445976,-32181.174464459764,0,0,0,0,0,-32181.174464459764,9514.680854480204,-32181.174464459764,-41695.85531893997,Smart Serve
Plant - NZ,NZ Direct EU,2012259,FLECHARD SA,B,Flechard,France,113085,gDT AMF Prem CHN 210kg DR,AMF,Anhydrous Milkfat,New Zealand,117.60000000000001,721291.0196,721536.8080074334,-245.7884074334288,0,0,0,0,0,-245.7884074334288,11100.460996893573,-245.7884074334288,-11346.249404327002,Smart Serve
Plant - NZ,NZ Direct EU,2013281,AGRAL SA,B,AGRAL S.A.,Belgium,108046,Btr Lac Amx 25kgCTN,Butter,Butter-Lactic,New Zealand,277.2,1621620,1574010.7933652287,47609.20663477131,0,0,0,0,0,47609.20663477131,26165.37234982056,47609.20663477131,21443.83428495075,Smart Serve
Plant - NZ,NZ Direct EU,2014294,GREENFIELDS IRELAND,B,Greenfields,United Kingdom,105577,BTR US 25KG CTN,Butter,Butter-Unsalted,New Zealand,9.8,46548.04,44760.95847614592,1787.0815238540818,0,0,0,0,0,1787.0815238540818,925.0384164077977,1787.0815238540818,862.043107446284,Unknowned Segment
Plant - NZ,NZ Direct EU,2014294,GREENFIELDS IRELAND,B,Greenfields,United Kingdom,108046,Btr Lac Amx 25kgCTN,Butter,Butter-Lactic,New Zealand,1.4,6688.990000000001,6401.862513564077,287.12748643592386,0,0,0,0,0,287.12748643592386,132.14834520111393,287.12748643592386,154.97914123480993,Unknowned Segment
Plant - NZ,NZ Direct EU,2014294,GREENFIELDS IRELAND,B,Greenfields,United Kingdom,108054,Btr Lac Ftz 25kgCTN,Butter,Butter-Lactic,New Zealand,1.4,6695.535000000001,6408.446362956033,287.08863704396754,0,0,0,0,0,287.08863704396754,132.14834520111393,287.08863704396754,154.9402918428536,Unknowned Segment
Plant - NZ,NZ Direct EU,2014294,GREENFIELDS IRELAND,B,Greenfields,United Kingdom,110927,BtrUS Amx K 25kgCTN,Butter,Butter-Unsalted,New Zealand,1.2,5705.37,5486.579831618334,218.79016838166626,0,0,0,0,0,218.79016838166626,113.27001017238338,218.79016838166626,105.52015820928288,Unknowned Segment
Plant - NZ,NZ Direct EU,2014294,GREENFIELDS IRELAND,B,Greenfields,United Kingdom,112476,AMF FFMR K FINZ 25KG CTN,AMF,Anhydrous Milkfat,New Zealand,1.4,7651.1050000000005,7529.2089541627665,121.89604583723394,0,0,0,0,0,121.89604583723394,132.14834520111393,121.89604583723394,-10.252299363879985,Unknowned Segment
Plant - NZ,NZ Direct EU,2014294,GREENFIELDS IRELAND,B,Greenfields,United Kingdom,112563,gDT Btr S 25kgCTN,Butter,Butter-Salted,New Zealand,126,792691.5788,793613.2859374991,-921.707137499121,0,0,0,0,0,-921.707137499121,11893.351068100255,-921.707137499121,-12815.058205599376,Unknowned Segment
Plant - NZ,NZ Direct Export,2016341,OMAN FOODSTUFF FACTORY LLC,A,FrieslandCampina,Oman,112081,GDT WMP INST A&D FLC 25KG MBG RM,WMP,Wholemilk Powder,New Zealand,1032.625,4387607.3491,4177899.2699350324,209708.07916496787,0,0,0,0,0,209708.07916496787,97471.20354521449,209708.07916496787,112236.87561975338,FrieslandCampina
Plant - NZ,NZ Direct Export,2016341,OMAN FOODSTUFF FACTORY LLC,A,FrieslandCampina,Oman,112882,WMP INST A&D FLC 25KG MBG RM,WMP,Wholemilk Powder,New Zealand,151.2,685276.90308,672438.0655081486,12838.837571851327,0,0,0,0,0,12838.837571851327,14272.021281720306,12838.837571851327,-1433.1837098689793,FrieslandCampina
Plant - NZ,NZ Direct Export,2016504,"BEL VIET NAM CO., LTD",A,BEL Group,Vietnam,105577,BTR US 25KG CTN,Butter,Butter-Unsalted,New Zealand,478.5,2615370.36,2476683.3533015144,138687.00669848546,0,0,0,0,0,138687.00669848546,45166.41655623788,138687.00669848546,93520.59014224759,Managed
Plant - NZ,NZ Direct Export,2016504,"BEL VIET NAM CO., LTD",A,BEL Group,Vietnam,109191,CHED GT MCR FZN A7 20KG CTN,Cheese,Cheddar Cheese,New Zealand,428.56,2377892.4432,2160677.73087956,217214.71232043998,0,0,0,0,0,217214.71232043998,40452.49629956385,217214.71232043998,176762.21602087613,Managed
Plant - NZ,NZ Direct Export,2016504,"BEL VIET NAM CO., LTD",A,BEL Group,Vietnam,113298,Swiss Type Mcr Prc C10 2x10kgCTN Act,Cheese,Swiss Cheese,New Zealand,78.64,478893.75667000003,439559.4915977587,39334.26507224131,0,0,0,0,0,39334.26507224131,7422.961333296858,39334.26507224131,31911.30373894445,Managed
Plant - NZ,NZ Direct Export,2016504,"BEL VIET NAM CO., LTD",A,BEL Group,Vietnam,115041,MPC70 4703 LH BEL 20KG MBG,MPC,Milk Protein Concentrate 70,New Zealand,101.46000000000001,690525.07,630621.4052702892,59903.664729710785,0,0,0,0,0,59903.664729710785,9576.979360075014,59903.664729710785,50326.68536963577,Managed
Plant - NZ,NZ Direct Export,2016504,"BEL VIET NAM CO., LTD",A,BEL Group,Vietnam,115679,BSGDA BAL MCR A8 2X10KG CTN ACT,Cheese,Gouda Cheese-Brine Salt,New Zealand,16.200000000000003,92047.37634,78949.79535948354,13097.58098051646,0,0,0,0,0,13097.58098051646,1529.1451373271757,13097.58098051646,11568.435843189285,Managed
Plant - NZ,NZ Direct Export,2016504,"BEL VIET NAM CO., LTD",A,BEL Group,Vietnam,120351,NZMP CRMCHS CURD 20KG CTN,Cheese,Cream Cheese,New Zealand,373.58,1586199.374,1340547.9888582937,245651.38514170633,0,0,0,0,0,245651.38514170633,35262.84200016582,245651.38514170633,210388.5431415405,Managed
Plant - NZ,NZ Direct EU,4000277,HAVERO HOOGWEGT BV,B,Hoogwegt,Netherlands,104603,ACas 7200 Lac 30# 12% 25kg MBG,Casein,Acid Casein,New Zealand,286.6,3335249.196,3481880.274661862,-146631.07866186183,0,0,0,0,0,-146631.07866186183,27052.654096170896,-146631.07866186183,-173683.73275803274,Semi Managed
Plant - NZ,NZ Direct Export,4000342,FRIESLANDCAMPINA HA NAM,A,FrieslandCampina,Vietnam,121904,HN019 PROBIOTIC POWDER (625G),Probiotic,Freeze Dried DR10,New Zealand,0.03,33359.036400000005,7089.829306307109,26269.207093692894,0,0,0,0,0,26269.207093692894,2.8317502543095845,26269.207093692894,26266.375343438584,FrieslandCampina
Plant - NZ,NZ Direct Export,4001057,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,110645,AMF PREM K/HAL/MUI 210KG DRM,AMF,Anhydrous Milkfat,New Zealand,520.8000000000001,2654935.13119,2676441.2465171814,-21506.115327181295,0,0,0,0,0,-21506.115327181295,49159.184414814394,-21506.115327181295,-70665.2997419957,FrieslandCampina
Plant - NZ,NZ Direct Export,4001057,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,110739,gDT AMF Prem 210kg DR,AMF,Anhydrous Milkfat,New Zealand,453.6,2558331.9621200003,2643555.020962519,-85223.05884251883,0,0,0,0,0,-85223.05884251883,42816.06384516092,-85223.05884251883,-128039.12268767974,FrieslandCampina
Plant - NZ,NZ Direct Export,4001057,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,111475,WMP Reg UHT 25kgMBG RM,WMP,Wholemilk Powder,New Zealand,12.8,49816.28925,44461.29816787217,5354.991082127832,0,0,0,0,0,5354.991082127832,1208.2134418387561,5354.991082127832,4146.777640289076,FrieslandCampina
Plant - NZ,NZ Direct Export,4001057,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,111522,BMP REM/UHT 25kgMBG RM,BMP,Buttermilk Powder,New Zealand,2342.1,7769539.12799,7020537.397793188,749001.7301968122,0,0,0,0,0,749001.7301968122,221074.74235394926,749001.7301968122,527926.987842863,FrieslandCampina
Plant - NZ,NZ Direct Export,4001057,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,111789,gDT SMP Reg MH FLC 25kgMBG RM,SMP,Skimmilk Powder,New Zealand,90,253064.95200000002,243565.1461308284,9499.805869171629,0,0,0,0,0,9499.805869171629,8495.250762928754,9499.805869171629,1004.5551062428749,FrieslandCampina
Plant - NZ,NZ Direct Export,4001057,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,111819,FIA SMP Reg MH 25kgMBG,SMP,Skimmilk Powder,Australia,201.225,843247.20771,673934.6873538372,169312.5203561628,0,0,0,0,0,169312.5203561628,18993.964830781537,169312.5203561628,150318.55552538126,FrieslandCampina
Plant - NZ,NZ Direct Export,4001167,FRIESLANDCAMPINA IVORY COAST S,A,FrieslandCampina,Côte d'Ivoire,110739,gDT AMF Prem 210kg DR,AMF,Anhydrous Milkfat,New Zealand,487.20000000000005,2944127.30656,2839373.911404187,104753.39515581308,0,0,0,0,0,104753.39515581308,45987.62412998766,104753.39515581308,58765.77102582542,FrieslandCampina
Plant - NZ,NZ Direct Export,4001167,FRIESLANDCAMPINA IVORY COAST S,A,FrieslandCampina,Côte d'Ivoire,112086,WMP INST A&D FRC 25KG MBG,WMP,Wholemilk Powder,New Zealand,3147.4249999999997,12473604.32801,11692260.89638773,781343.4316222705,0,0,0,0,0,781343.4316222705,297090.7181390115,781343.4316222705,484252.713483259,FrieslandCampina
Plant - NZ,NZ Direct EU,4002537,MILLENIS SAS,C,Millenis,France,104608,ACas 7300 Lac Tech 30# 12% 25kg MBG,Casein,Acid Casein,New Zealand,50.1,553091.6,537277.4507507756,15814.149249224341,0,0,0,0,0,15814.149249224341,4729.022924697007,15814.149249224341,11085.126324527335,Semi Managed
Plant - NZ,NZ Direct EU,4002753,ALINDA VELCO S A,B,Alinda-Velco,Greece,103791,MPC85 4855 K EU 20kg MBG,MPC,Milk Protein Concentrate >=80%,New Zealand,130.32,825720,834031.0648457049,-8311.06484570494,0,0,0,0,0,-8311.06484570494,12301.123104720835,-8311.06484570494,-20612.187950425774,Unknowned Segment
Plant - NZ,NZ Direct EU,4002753,ALINDA VELCO S A,B,Alinda-Velco,Greece,111254,MPC>=80% 4862 CWS 15kgMBG,MPC,Milk Protein Concentrate >=80%,New Zealand,2.88,30240,30067.97829756941,172.02170243058936,0,0,0,0,0,172.02170243058936,271.8480244137201,172.02170243058936,-99.82632198313075,Unknowned Segment
Plant - NZ,NZ Direct EU,4002753,ALINDA VELCO S A,B,Alinda-Velco,Greece,112611,MPC85 4882 CWS K 20kgMBG,MPC,Milk Protein Concentrate >=80%,New Zealand,87,861300,852250.9958998036,9049.004100196413,0,0,0,0,0,9049.004100196413,8212.075737497795,9049.004100196413,836.928362698618,Unknowned Segment
Plant - NZ,NZ Direct EU,4002753,ALINDA VELCO S A,B,Alinda-Velco,Greece,121171,TR MPC85 4869 FLW AGG 15KG MBG,MPC,Milk Protein Concentrate >=80%,New Zealand,15.06,143070,125229.78721650549,17840.212783494513,0,0,0,0,0,17840.212783494513,1421.5386276634115,17840.212783494513,16418.6741558311,Unknowned Segment
Plant - NZ,NZ Direct EU,4002773,UNIVAR SPA,B,Univar Solutions,Italy,104608,ACas 7300 Lac Tech 30# 12% 25kg MBG,Casein,Acid Casein,New Zealand,48,646800,601977.6735451282,44822.3264548718,0,0,0,0,0,44822.3264548718,4530.800406895335,44822.3264548718,40291.52604797646,Managed
Plant - NZ,NZ Direct Export,4005108,BEL EGYPT EXPANSION FOR CHEESE,A,BEL Group,Egypt,110194,CHED 545D FZN MCR A6 20KG CTN,Cheese,Cheddar Cheese,New Zealand,25.2,118495.44,112515.8420804131,5979.5979195869,0,0,0,0,0,5979.5979195869,2378.670213620051,5979.5979195869,3600.9277059668493,Managed
Plant - NZ,NZ Direct Export,4005108,BEL EGYPT EXPANSION FOR CHEESE,A,BEL Group,Egypt,111600,GDT CHED FZN MCR 545D A6 20KG CTN,Cheese,Cheddar Cheese,New Zealand,226.79999999999998,1223416.35277,1221036.125766958,2380.2270030418877,0,0,0,0,0,2380.2270030418877,21408.03192258046,2380.2270030418877,-19027.804919538572,Managed
Plant - NZ,NZ Direct Export,4005108,BEL EGYPT EXPANSION FOR CHEESE,A,BEL Group,Egypt,115041,MPC70 4703 LH BEL 20KG MBG,MPC,Milk Protein Concentrate 70,New Zealand,51.2,290004.48,267685.4057852053,22319.074214794673,0,0,0,0,0,22319.074214794673,4832.8537673550245,22319.074214794673,17486.22044743965,Managed
Plant - NZ,NZ Direct Export,4005132,FRIESLANDCAMPINA WAMCO NIGERIA,A,FrieslandCampina,Nigeria,110645,AMF PREM K/HAL/MUI 210KG DRM,AMF,Anhydrous Milkfat,New Zealand,319.2,2077768.656,1640399.473671821,437369.182328179,0,0,0,0,0,437369.182328179,30129.82270585398,437369.182328179,407239.35962232505,FrieslandCampina
Plant - NZ,NZ Direct Export,4005132,FRIESLANDCAMPINA WAMCO NIGERIA,A,FrieslandCampina,Nigeria,110739,gDT AMF Prem 210kg DR,AMF,Anhydrous Milkfat,New Zealand,252,1497887.75169,1468641.6783125105,29246.073377489578,0,0,0,0,0,29246.073377489578,23786.70213620051,29246.073377489578,5459.371241289067,FrieslandCampina
Plant - NZ,NZ Direct Export,4005132,FRIESLANDCAMPINA WAMCO NIGERIA,A,FrieslandCampina,Nigeria,112086,WMP INST A&D FRC 25KG MBG,WMP,Wholemilk Powder,New Zealand,12949.225,50024757.56306,48104630.64442406,1920126.918635942,0,0,0,0,0,1920126.918635942,1222299.0395620677,1920126.918635942,697827.8790738743,FrieslandCampina
Plant - NZ,NZ Direct Export,4005132,FRIESLANDCAMPINA WAMCO NIGERIA,A,FrieslandCampina,Nigeria,112882,WMP INST A&D FLC 25KG MBG RM,WMP,Wholemilk Powder,New Zealand,24.4,103074.23141999998,108515.1375555478,-5440.906135547819,0,0,0,0,0,-5440.906135547819,2303.1568735051287,-5440.906135547819,-7744.063009052948,FrieslandCampina
Plant - NZ,NZ Direct EU,4005229,FUNKY FIELDS,A,Burt Lewis,Denmark,111115,gDT AMF PREM 1000kgSKT 230V,AMF,Anhydrous Milkfat,New Zealand,40,294676.9888,288229.91678169614,6447.07201830385,0,0,0,0,0,6447.07201830385,3775.667005746113,6447.07201830385,2671.4050125577373,Smart Serve
Plant - NZ,NZ Direct EU,4005229,FUNKY FIELDS,A,Burt Lewis,Denmark,112284,WPC80 CHS 550 25KG MBG (FUNCTIONAL),WPC,WPC 80% (Cheese),New Zealand,216,3118680,2298713.1450325446,819966.8549674554,0,0,0,0,0,819966.8549674554,20388.60183102901,819966.8549674554,799578.2531364263,Smart Serve
Plant - NZ,NZ Direct EU,4005229,FUNKY FIELDS,A,Burt Lewis,Denmark,114351,WPC 80 Chs 4501 Inst K 20kgMBG,WPC,WPC 80% (Cheese),New Zealand,96,1154400,1153937.9922258505,462.00777414953336,0,0,0,0,0,462.00777414953336,9061.60081379067,462.00777414953336,-8599.593039641137,Smart Serve
Plant - NZ,NZ Direct EU,4005229,FUNKY FIELDS,A,Burt Lewis,Denmark,120874,WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),New Zealand,38.08,542183.04,477219.23597776477,64963.80402223527,0,0,0,0,0,64963.80402223527,3594.434989470299,64963.80402223527,61369.369032764975,Smart Serve
Plant - NZ,NZ Direct EU,4006508,MILKY GROUP BIO EAD,C,Milky Group,Bulgaria,103791,MPC85 4855 K EU 20kg MBG,MPC,Milk Protein Concentrate >=80%,New Zealand,44.8,336000,294988.08218390803,41011.91781609197,0,0,0,0,0,41011.91781609197,4228.747046435646,41011.91781609197,36783.170769656324,Smart Serve
Plant - NZ,NZ Direct EU,4010110,FAYREFIELD FOODS A/S,A,Fayrefield,Denmark,103791,MPC85 4855 K EU 20kg MBG,MPC,Milk Protein Concentrate >=80%,New Zealand,241.78,1858172,1723951.2617636307,134220.73823636933,0,0,0,0,0,134220.73823636933,22822.019216232376,134220.73823636933,111398.71902013695,Semi Managed
Plant - NZ,NZ Direct Export,4010863,SOLABIA BIOTECNOLOGICA LTDA,C,Solabia Group,Brazil,114691,ACAS N7417 MIN 30M 25KG MBG,Casein,Acid Casein,New Zealand,101.025,1095835.49,993425.8255671071,102409.66443289293,0,0,0,0,0,102409.66443289293,9535.918981387525,102409.66443289293,92873.7454515054,Smart Serve
Plant - NZ,NZ Direct EU,4011764,AGROCOMPLEX SP. Z.O.O,A,Agrocomplex,Poland,104603,ACas 7200 Lac 30# 12% 25kg MBG,Casein,Acid Casein,New Zealand,224.05,2492133,2452104.764105865,40028.2358941352,0,0,0,0,0,40028.2358941352,21148.454815935413,40028.2358941352,18879.781078199787,Managed
Plant - NZ,NZ Direct EU,4011764,AGROCOMPLEX SP. Z.O.O,A,Agrocomplex,Poland,104614,ACas 7417 Min 30# all-in 10% 25kg PPK,Casein,Acid Casein,New Zealand,2988.175,38398380.59,35916111.886778176,2482268.7032218277,0,0,0,0,0,2482268.7032218277,282058.84387238475,2482268.7032218277,2200209.859349443,Managed
Plant - NZ,NZ Direct EU,4012454,BARRY CALLEBAUT,B,Barry Callebaut,Denmark,110645,AMF PREM K/HAL/MUI 210KG DRM,AMF,Anhydrous Milkfat,New Zealand,604.8000000000001,3373370.2800000003,2973714.356350757,399655.9236492431,0,0,0,0,0,399655.9236492431,57088.085126881226,399655.9236492431,342567.8385223618,Semi Managed
Plant - NZ,NZ Direct EU,4012454,BARRY CALLEBAUT,B,Barry Callebaut,Denmark,113085,gDT AMF Prem CHN 210kg DR,AMF,Anhydrous Milkfat,New Zealand,268.8,1256394.9153800001,1195550.422242777,60844.49313722318,0,0,0,0,0,60844.49313722318,25372.48227861388,60844.49313722318,35472.0108586093,Semi Managed
Plant - NZ,NZ Direct Export,4013594,ALASKA MILK CORPORATION,A,FrieslandCampina,Philippines,114691,ACAS N7417 MIN 30M 25KG MBG,Casein,Acid Casein,New Zealand,251.575,2393057.14169,2136610.508665449,256446.63302455097,0,0,0,0,0,256446.63302455097,23746.585674264457,256446.63302455097,232700.0473502865,FrieslandCampina
Plant - NZ,NZ Direct Export,4013595,PT KIEVIT INDONESIA,A,FrieslandCampina,Indonesia,104613,ACas 7417 Min 30# all-in 10% 25kg MBG,Casein,Acid Casein,New Zealand,709.6750000000001,7208686.93501,6490179.449637438,718507.485372562,0,0,0,0,0,718507.485372562,66987.41205757181,718507.485372562,651520.0733149901,FrieslandCampina
Plant - NZ,NZ Direct Export,4015325,MAJAN FOOD INDUSTRIES L.L.C,A,FrieslandCampina,United Arab Emirates,112081,GDT WMP INST A&D FLC 25KG MBG RM,WMP,Wholemilk Powder,New Zealand,824.475,3180930.30484,3335744.8256430808,-154814.52080308087,0,0,0,0,0,-154814.52080308087,77823.57636406316,-154814.52080308087,-232638.09716714403,FrieslandCampina
Portena - NL,EU to EU Direct,1051207,MILCHWERKE MITTELELBE GMBH,A,Lactoland,Germany,115074,FNL LAC 100M MHYD 1000KG BBG,Lactose,Edible Lactose,Netherlands,702,599100,513031.2908909065,86068.70910909353,9032.517340867422,5632.521373798525,0,8955.505809027643,25678.252499999995,45725.417894427585,66262.95595084428,36769.91208539994,-29493.043865444335,Managed
Portena - NL,EU to EU Direct,1051207,MILCHWERKE MITTELELBE GMBH,A,Lactoland,Germany,115536,FNL LAC MHYD 100M NZMP 25KG MBG,Lactose,Edible Lactose,Netherlands,272,231520,167199.13413035468,64320.86586964532,3110.91448776947,2182.4014439789157,0,5713.5564225979415,9946.2175,49081.332437896934,25674.53563907357,43367.776015298994,17693.240376225425,Managed
Portena - NL,EU to EU Direct,1051207,MILCHWERKE MITTELELBE GMBH,A,Lactoland,Germany,119540,FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,WPC 80% (Cheese),Netherlands,17.6,162800,122575.10537627843,40224.89462372157,283.0703440157881,141.2142110809887,0,7853.026330434572,813.3999999999997,38987.210068624794,1661.2934825282898,31134.183738190222,29472.890255661932,Managed
Portena - NL,EU to EU Direct,1051250,ALINDA-VELCO S.A.,B,Alinda-Velco,Greece,114104,FNL WPC 356 20KG MBG,WPC,High Fat B/T WPC,Netherlands,28,210400,222287.01272164035,-11887.012721640349,450.3391836614811,224.65897217430017,0,6168.701970126822,0,-12562.01087747613,2642.966904022279,-18730.712847602954,-21373.679751625234,Unknowned Segment
Portena - NL,EU to EU Direct,1051250,ALINDA-VELCO S.A.,B,Alinda-Velco,Greece,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,17.6,83600,91308.81546846182,-7708.81546846182,283.0703440157881,141.2142110809887,0,2430.7073840515172,0,-8133.100023558598,1661.2934825282898,-10563.807407610115,-12225.100890138405,Unknowned Segment
Portena - NL,EU to EU Direct,1051250,ALINDA-VELCO S.A.,B,Alinda-Velco,Greece,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,48,437440,301265.6255556252,136174.37444437481,772.0100291339676,385.12966658451455,0,10158.543627004587,0,135017.23474865634,4530.800406895336,124858.69112165175,120327.89071475642,Unknowned Segment
Portena - NL,EU to EU Direct,1051250,ALINDA-VELCO S.A.,B,Alinda-Velco,Greece,116420,STNMD MPC85 4854 LOSRC NES 550KG BBG,MPC,Milk Protein Concentrate >=80%,Germany,1.65,15345,15259.14080801105,85.85919198894953,38.600501456698375,13.238832288842687,59.25694480170966,55.39208868995401,0,-25.237086558301186,155.74626398702713,-80.6291752482552,-236.37543923528233,Unknowned Segment
Portena - NL,EU to EU Direct,1051269,USINE NUTRIBIO DOULLENS,C,NUTRIBIO,France,114272,FNL WPC80 CHS 515 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,32,464000,246901.2380188195,217098.7619811805,514.6733527559784,256.753111056343,0,6772.362418003057,2338.5,213988.83551736816,3020.53360459689,207216.4730993651,204195.93949476822,Smart Serve
Portena - NL,EU to EU Direct,1051360,NUTRISUN (SITUÉ APRES SOJASUN),B,Laiterie Triballat,France,114266,FNL WPI 894-INST MF 20KG MBG,WPC,Whey Protein Isolate,Netherlands,17.6,325600,159853.98351148097,165746.01648851903,283.0703440157881,141.2142110809887,0,5380.995431360731,1757.7,163564.03193342226,1661.2934825282898,158183.03650206153,156521.74301953323,Smart Serve
Portena - NL,EU to EU Direct,1051929,ALINDA-VELCO S.A.,B,Alinda-Velco,Greece,116420,STNMD MPC85 4854 LOSRC NES 550KG BBG,MPC,Milk Protein Concentrate >=80%,Germany,1.65,15345,15259.14080801105,85.85919198894953,38.600501456698375,13.238832288842687,59.25694480170966,55.39208868995401,0,-25.237086558301186,155.74626398702713,-80.6291752482552,-236.37543923528233,Unknowned Segment
Portena - NL,EU to EU Direct,2000332,STERNMAID GMBH & CO. KG,C,Sternmaid,Germany,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,17.6,214720,136938.59786247544,77781.40213752456,283.0703440157881,141.2142110809887,0,2430.7073840515172,898.59,76458.52758242779,1661.2934825282898,74027.82019837627,72366.52671584798,Smart Serve
Portena - NL,EU to EU Direct,2002047,COOPERATIVE ISIGNY SAINTE-MERE,A,Coop. Isigny Sainte-Mere,France,115984,FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,720.5,8859340,5763433.2577754,3095906.7422246,11588.192208146325,5780.956766127973,0,190889.7510378588,59287.090000000004,3019250.503250326,68009.20194100187,2828360.752212467,2760351.5502714654,Managed
Portena - NL,EU to EU Direct,2002047,COOPERATIVE ISIGNY SAINTE-MERE,A,Coop. Isigny Sainte-Mere,France,119496,FNL WPC 356 NUTING LPD70 20KG MBG,WPC,High Fat B/T WPC,Netherlands,32.8,398080,265970.72291298234,132109.27708701766,527.5401865748779,263.1719388327516,0,10477.90780626353,5785.92,125532.64496161001,3096.046944711812,115054.73715534649,111958.69021063468,Managed
Portena - NL,EU to EU Direct,2002317,FONTERRA (EUROPE) COOPERATIE U,C,Fonterra,Netherlands,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.02,0,134.59051007613013,-134.59051007613013,0.3216708454724865,0.16047069441021442,0,2.762167481876724,0,-135.07265161601282,1.8878335028730564,-137.83481909788955,-139.72265260076261,Fonterra
Portena - NL,EU to EU Direct,2002317,FONTERRA (EUROPE) COOPERATIE U,C,Fonterra,Netherlands,114917,FNL WPC80 CHS 392 JP 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,0.06,0,511.16102474473377,-511.16102474473377,0.9650125364174594,0.48141208323064316,0,32.77301375841238,0,-512.6074493643819,5.663500508619169,-545.3804631227943,-551.0439636314135,Fonterra
Portena - NL,EU to EU Direct,2002317,FONTERRA (EUROPE) COOPERATIE U,C,Fonterra,Netherlands,119496,FNL WPC 356 NUTING LPD70 20KG MBG,WPC,High Fat B/T WPC,Netherlands,0.02,0,160.6407842073454,-160.6407842073454,0.3216708454724865,0.16047069441021442,0,6.388968174550934,0,-161.1229257472281,1.8878335028730564,-167.51189392177903,-169.3997274246521,Fonterra
Portena - NL,EU to EU Direct,2002317,FONTERRA (EUROPE) COOPERATIE U,C,Fonterra,Netherlands,119540,FNL WPC80 CHS 550 NUTING 20KG BAG,WPC,WPC 80% (Cheese),Netherlands,0.02,0,142.96467975627635,-142.96467975627635,0.3216708454724865,0.16047069441021442,0,8.923893557312013,0,-143.44682129615904,1.8878335028730564,-152.37071485347104,-154.2585483563441,Fonterra
Portena - NL,EU to EU Direct,2003944,LACTOLAND,A,Lactoland,Germany,114132,FNL WPC80 CHS 450 INST 20KG MBG,WPC,WPC 80% (Cheese),Netherlands,140.8,1524160,1040967.2788857067,483192.7211142933,2264.562752126305,1129.7136886479095,0,19445.659072412138,0,479798.4446735191,13290.347860226319,460352.785601107,447062.4377408807,Managed
