,Unnamed: 0,ShipToParty,SupplyChainFlow,Agmd,ProductOrigin,Account,ProductGroup,MaterialDescription,ABCClass,Continent,Segment,FacilityType,Material,FY,ShipToName,Month,ShipToCountry,Commodity,SoldToName,QuantityInMT,TotalSalesValue,TotalCOGS,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,TotalTransportCost,SGA,IOC,TotalS&D,GM,CBM,CBMAI,EBITAI
0,0,1003558,NZ Direct Export,2022-08-29,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,08-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,47.525,183912.24033,142458.06747368653,0.0,0.0,0.0,0.0,4485.9643612021,0.0,0.0,41454.17285631347,41454.17285631347,41454.17285631347,36968.208495111365
1,1,1003558,NZ Direct Export,2022-08-30,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,08-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,185750.39952,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,41868.50075646599,41868.50075646599,41868.50075646599,37337.70034957065
2,2,1003558,NZ Direct Export,2022-08-31,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,08-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,16.8,97063.87971,97909.44522083404,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,0.0,-845.5655108340434,-845.5655108340434,-845.5655108340434,-2431.345653247411
3,3,1003558,NZ Direct Export,2022-09-01,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,16.8,99129.06864,97909.44522083404,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,0.0,1219.6234191659605,1219.6234191659605,1219.6234191659605,-366.1567232474072
4,4,1003558,NZ Direct Export,2022-09-01,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,47.9,189307.31904,143582.14480777664,0.0,0.0,0.0,0.0,4521.36123938097,0.0,0.0,45725.17423222335,45725.17423222335,45725.17423222335,41203.81299284239
5,5,1003558,NZ Direct Export,2022-09-08,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,66.78,411381.91584,389190.0447528153,0.0,0.0,0.0,0.0,6303.476066093136,0.0,0.0,22191.87108718471,22191.87108718471,22191.87108718471,15888.395021091575
6,6,1003558,NZ Direct Export,2022-09-13,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,171540.6336,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,27658.734836466007,27658.734836466007,27658.734836466007,23127.93442957067
7,7,1003558,NZ Direct Export,2022-09-19,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,16.8,96454.44144,97909.44522083404,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,0.0,-1455.003780834042,-1455.003780834042,-1455.003780834042,-3040.78392324741
8,8,1003558,NZ Direct Export,2022-09-20,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,16.8,96454.45152,97909.44522083404,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,0.0,-1454.9937008340348,-1454.9937008340348,-1454.9937008340348,-3040.7738432474025
9,9,1003558,NZ Direct Export,2022-09-28,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,47.5,169753.752,142383.12898474722,0.0,0.0,0.0,0.0,4483.604569323509,0.0,0.0,27370.6230152528,27370.6230152528,27370.6230152528,22887.01844592929
10,10,1003558,NZ Direct Export,2022-09-29,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,09-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,16.8,96454.45152,97909.44522083404,0.0,0.0,0.0,0.0,1585.7801424133677,0.0,0.0,-1454.9937008340348,-1454.9937008340348,-1454.9937008340348,-3040.7738432474025
11,11,1003558,NZ Direct Export,2022-10-04,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,10-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,79.725,287462.18934,238978.84122755728,0.0,0.0,0.0,0.0,7525.376300827721,0.0,0.0,48483.34811244273,48483.34811244273,48483.34811244273,40957.971811615
12,12,1003558,NZ Direct Export,2022-10-14,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,10-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,326290.53744,293728.3356625021,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,32562.201777497903,32562.201777497903,32562.201777497903,27804.8613502578
13,13,1003558,NZ Direct Export,2022-10-17,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,10-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,181248.9264,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,37367.02763646599,37367.02763646599,37367.02763646599,32836.22722957065
14,14,1003558,NZ Direct Export,2022-10-19,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,10-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,49.56,320852.36385,288832.8634014604,0.0,0.0,0.0,0.0,4678.051420119435,0.0,0.0,32019.50044853961,32019.50044853961,32019.50044853961,27341.449028420167
15,15,1003558,NZ Direct Export,2022-10-19,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,10-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,47.15,178039.31508,141333.99013959643,0.0,0.0,0.0,0.0,4450.56748302323,0.0,0.0,36705.32494040357,36705.32494040357,36705.32494040357,32254.757457380343
16,16,1003558,NZ Direct Export,2022-11-01,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,293856.07608,293728.3356625021,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,127.7404174978874,127.7404174978874,127.7404174978874,-4629.600009742216
17,17,1003558,NZ Direct Export,2022-11-04,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,314845.48156,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,55835.03834865984,55835.03834865984,55835.03834865984,51077.69792141973
18,18,1003558,NZ Direct Export,2022-11-09,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,314845.48156,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,55835.03834865984,55835.03834865984,55835.03834865984,51077.69792141973
19,19,1003558,NZ Direct Export,2022-11-14,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,33.6,195904.05072,195818.89044166807,0.0,0.0,0.0,0.0,3171.560284826736,0.0,0.0,85.16027833192493,85.16027833192493,85.16027833192493,-3086.4000064948104
20,20,1003558,NZ Direct Export,2022-11-21,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,16.0,55617.80896,47960.632921178,0.0,0.0,0.0,0.0,1510.266802298445,0.0,0.0,7657.176038821999,7657.176038821999,7657.176038821999,6146.909236523554
21,21,1003558,NZ Direct Export,2022-11-24,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,63.925,227640.58204,191617.716217894,0.0,0.0,0.0,0.0,6033.987833558007,0.0,0.0,36022.86582210601,36022.86582210601,36022.86582210601,29988.877988548003
22,22,1003558,NZ Direct Export,2022-11-30,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,11-2022,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,67.2,392471.97272,391637.78088333615,0.0,0.0,0.0,0.0,6343.120569653471,0.0,0.0,834.1918366638711,834.1918366638711,834.1918366638711,-5508.9287329896
23,23,1003558,NZ Direct Export,2022-12-07,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,12-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,32.0,107044.4592,95921.265842356,0.0,0.0,0.0,0.0,3020.53360459689,0.0,0.0,11123.193357643991,11123.193357643991,11123.193357643991,8102.659753047101
24,24,1003558,NZ Direct Export,2022-12-10,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,12-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,18.0,60212.5083,53955.71203632525,0.0,0.0,0.0,0.0,1699.0501525857508,0.0,0.0,6256.796263674754,6256.796263674754,6256.796263674754,4557.746111089004
25,25,1003558,NZ Direct Export,2022-12-14,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,12-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,160566.6888,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,16684.790036465987,16684.790036465987,16684.790036465987,12153.989629570651
26,26,1003558,NZ Direct Export,2022-12-15,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,12-2022,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,43.2,138731.38650000002,129493.70888718062,0.0,0.0,0.0,0.0,4077.720366205802,0.0,0.0,9237.677612819389,9237.677612819389,9237.677612819389,5159.957246613587
27,27,1003558,NZ Direct Export,2023-01-12,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,01-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,30.675,100766.22112,91949.52592857096,0.0,0.0,0.0,0.0,2895.46463503155,0.0,0.0,8816.695191429055,8816.695191429055,8816.695191429055,5921.230556397504
28,28,1003558,NZ Direct Export,2023-01-13,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,01-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,95.375,300213.97632,285890.3353035845,0.0,0.0,0.0,0.0,9002.606016825888,0.0,0.0,14323.641016415502,14323.641016415502,14323.641016415502,5321.034999589615
29,29,1003558,NZ Direct Export,2023-01-19,New Zealand,Key Account,Anhydrous Milkfat,gDT AMF Prem 210kg DR,A,Asia,Key Account,Plant - NZ,110739,2023,DUTCH LADY MILK INDUSTRIES BER,01-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,117.6,659284.34816,685366.1165458383,0.0,0.0,0.0,0.0,11100.460996893573,0.0,0.0,-26081.76838583818,-26081.76838583818,-26081.76838583818,-37182.22938273176
30,30,1003558,NZ Direct Export,2023-02-14,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,02-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,90.425,280716.27504000004,271052.51449359505,0.0,0.0,0.0,0.0,8535.367224864805,0.0,0.0,9663.760546404965,9663.760546404965,9663.760546404965,1128.393321540157
31,31,1003558,NZ Direct Export,2023-03-02,New Zealand,Key Account,Skimmilk Powder,SMP Reg UHT FLC 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111651,2023,DUTCH LADY MILK INDUSTRIES BER,03-2023,Malaysia,SMP,FRIESLANDCAMPINA NEDERLAND BV,54.0,163944.0594,155984.42734276707,0.0,0.0,0.0,0.0,5097.150457757252,0.0,0.0,7959.632057232942,7959.632057232942,7959.632057232942,2862.4815994756896
32,32,1003558,NZ Direct Export,2023-03-03,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,03-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,32.0,98182.77920000002,95921.265842356,0.0,0.0,0.0,0.0,3020.53360459689,0.0,0.0,2261.513357644013,2261.513357644013,2261.513357644013,-759.0202469528772
33,33,1003558,NZ Direct Export,2023-03-06,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,03-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,159.65,497343.05885,478557.1903666293,0.0,0.0,0.0,0.0,15069.630936684172,0.0,0.0,18785.868483370767,18785.868483370767,18785.868483370767,3716.237546686594
34,34,1003558,NZ Direct Export,2023-03-09,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,03-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,265992.36235,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,6981.919138659854,6981.919138659854,6981.919138659854,2224.578711419751
35,35,1003558,NZ Direct Export,2023-03-10,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,03-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,265992.36235,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,6981.919138659854,6981.919138659854,6981.919138659854,2224.578711419751
36,36,1003558,NZ Direct Export,2023-03-20,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,03-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,151025.688,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,7143.789236465993,7143.789236465993,7143.789236465993,2612.988829570658
37,37,1003558,NZ Direct Export,2023-04-14,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,04-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,259449.23472,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,438.79150865983695,438.79150865983695,438.79150865983695,-4318.548918580266
38,38,1003558,NZ Direct Export,2023-04-18,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,04-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,84.0,432415.38816,431684.07201890025,0.0,0.0,0.0,0.0,7928.900712066838,0.0,0.0,731.3161410997274,731.3161410997274,731.3161410997274,-7197.584570967111
39,39,1003558,NZ Direct Export,2023-04-26,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,04-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,145271.96928,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,1390.070516465981,1390.070516465981,1390.070516465981,-3140.729890429354
40,40,1003558,NZ Direct Export,2023-05-05,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,100.8,523450.2104,518020.88642268034,0.0,0.0,0.0,0.0,9514.680854480206,0.0,0.0,5429.323977319698,5429.323977319698,5429.323977319698,-4085.356877160508
41,41,1003558,NZ Direct Export,2023-05-09,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,261725.1052,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,2714.661988659849,2714.661988659849,2714.661988659849,-2042.678438580254
42,42,1003558,NZ Direct Export,2023-05-12,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,48.0,138204.01919999998,143881.898763534,0.0,0.0,0.0,0.0,4530.800406895335,0.0,0.0,-5677.879563534015,-5677.879563534015,-5677.879563534015,-10208.67997042935
43,43,1003558,NZ Direct Export,2023-05-17,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,22.4,64495.2016,67144.8860896492,0.0,0.0,0.0,0.0,2114.373523217823,0.0,0.0,-2649.6844896491966,-2649.6844896491966,-2649.6844896491966,-4764.058012867019
44,44,1003558,NZ Direct Export,2023-05-18,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,40.650000000000006,117041.5352,121849.98301536788,0.0,0.0,0.0,0.0,3837.021594589488,0.0,0.0,-4808.447815367872,-4808.447815367872,-4808.447815367872,-8645.46940995736
45,45,1003558,NZ Direct Export,2023-05-25,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,134.4,665450.0392,690694.5152302404,0.0,0.0,0.0,0.0,12686.24113930694,0.0,0.0,-25244.47603024039,-25244.47603024039,-25244.47603024039,-37930.71716954733
46,46,1003558,NZ Direct Export,2023-05-26,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,05-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,47.0,135324.7688,140884.35920596038,0.0,0.0,0.0,0.0,4436.408731751682,0.0,0.0,-5559.590405960393,-5559.590405960393,-5559.590405960393,-9995.999137712077
47,47,1003558,NZ Direct Export,2023-06-14,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,06-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,67.2,333448.33486,345347.2576151202,0.0,0.0,0.0,0.0,6343.120569653471,0.0,0.0,-11898.922755120206,-11898.922755120206,-11898.922755120206,-18242.04332477368
48,48,1003558,NZ Direct Export,2023-06-15,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,06-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,47.9,144583.44844,143582.14480777664,0.0,0.0,0.0,0.0,4521.36123938097,0.0,0.0,1001.3036322233676,1001.3036322233676,1001.3036322233676,-3520.057607157604
49,49,1003558,NZ Direct Export,2023-06-16,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,DUTCH LADY MILK INDUSTRIES BER,06-2023,Malaysia,BMP,FRIESLANDCAMPINA NEDERLAND BV,64.0,193180.39040000003,191842.531684712,0.0,0.0,0.0,0.0,6041.06720919378,0.0,0.0,1337.858715288021,1337.858715288021,1337.858715288021,-4703.20849390576
50,50,1003558,NZ Direct Export,2023-06-22,New Zealand,Key Account,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Asia,Key Account,Plant - NZ,110645,2023,DUTCH LADY MILK INDUSTRIES BER,06-2023,Malaysia,AMF,FRIESLANDCAMPINA NEDERLAND BV,50.400000000000006,250086.24884,259010.44321134017,0.0,0.0,0.0,0.0,4757.340427240103,0.0,0.0,-8924.194371340156,-8924.194371340156,-8924.194371340156,-13681.534798580258
51,51,1003570,NZ Direct Export,2022-08-17,Australia,Key Account,Skimmilk Powder,FIA SMP Reg MH 25kgMBG,A,Asia,Key Account,Plant - NZ,111819,2023,FRIESLANDCAMPINA (THAILAND) PC,08-2022,Thailand,SMP,FRIESLANDCAMPINA NEDERLAND BV,99.9,401752.97085,334581.0672960534,0.0,0.0,0.0,0.0,9429.728346850916,0.0,0.0,67171.90355394655,67171.90355394655,67171.90355394655,57742.175207095686
52,52,1003570,NZ Direct Export,2022-08-19,Australia,Key Account,Partly Skimmed Milk Powder,FIA PSMP MH UHT TH 25KG MBG,A,Asia,Key Account,Plant - NZ,115297,2023,FRIESLANDCAMPINA (THAILAND) PC,08-2022,Thailand,SMP,FRIESLANDCAMPINA NEDERLAND BV,201.575,901526.61921,887235.1253375461,0.0,0.0,0.0,0.0,19027.001917081816,0.0,0.0,14291.493872453895,14291.493872453895,14291.493872453895,-4735.508044627844
53,53,1003570,NZ Direct Export,2022-08-20,Australia,Key Account,Partly Skimmed Milk Powder,FIA PSMP MH TH 25KG MGB,A,Asia,Key Account,Plant - NZ,115309,2023,FRIESLANDCAMPINA (THAILAND) PC,08-2022,Thailand,SMP,FRIESLANDCAMPINA NEDERLAND BV,25.2,111457.95213,76458.04116745778,0.0,0.0,0.0,0.0,2378.670213620051,0.0,0.0,34999.91096254223,34999.91096254223,34999.91096254223,32621.240748922177
54,54,1003570,NZ Direct Export,2022-08-24,Australia,Key Account,Partly Skimmed Milk Powder,FIA PSMP MH UHT TH 25KG MBG,A,Asia,Key Account,Plant - NZ,115297,2023,FRIESLANDCAMPINA (THAILAND) PC,08-2022,Thailand,SMP,FRIESLANDCAMPINA NEDERLAND BV,25.2,112704.79962,110918.1453975253,0.0,0.0,0.0,0.0,2378.670213620051,0.0,0.0,1786.65422247471,1786.65422247471,1786.65422247471,-592.0159911453411
55,55,1003570,NZ Direct Export,2022-08-31,Australia,Key Account,Partly Skimmed Milk Powder,FIA PSMP MH UHT TH 25KG MBG,A,Asia,Key Account,Plant - NZ,115297,2023,FRIESLANDCAMPINA (THAILAND) PC,08-2022,Thailand,SMP,FRIESLANDCAMPINA NEDERLAND BV,25.2,112704.79962,110918.1453975253,0.0,0.0,0.0,0.0,2378.670213620051,0.0,0.0,1786.65422247471,1786.65422247471,1786.65422247471,-592.0159911453411
56,56,1003570,NZ Direct Export,2022-09-20,Australia,Key Account,Partly Skimmed Milk Powder,FIA PSMP MH TH 25KG MGB,A,Asia,Key Account,Plant - NZ,115309,2023,FRIESLANDCAMPINA (THAILAND) PC,09-2022,Thailand,SMP,FRIESLANDCAMPINA NEDERLAND BV,51.2,231272.42544,155343.32173705706,0.0,0.0,0.0,0.0,4832.8537673550245,0.0,0.0,75929.10370294293,75929.10370294293,75929.10370294293,71096.2499355879
57,57,1003570,NZ Direct Export,2022-12-01,New Zealand,Key Account,Buttermilk Powder,BMP REM/UHT 25kgMBG RM,A,Asia,Key Account,Plant - NZ,111522,2023,FRIESLANDCAMPINA (THAILAND) PC,12-2022,Thailand,BMP,FRIESLANDCAMPINA NEDERLAND BV,144.0,482647.1832,431645.696290602,0.0,0.0,0.0,0.0,13592.401220686006,0.0,0.0,51001.486909398,51001.486909398,51001.486909398,37409.08568871198
