,Unnamed: 0,ShipToParty,SupplyChainFlow,Agmd,ProductOrigin,Account,ProductGroup,MaterialDescription,ABCClass,Continent,Segment,FacilityType,Material,FY,ShipToName,Month,ShipToCountry,Commodity,SoldToName,QuantityInMT,TotalSalesValue,TotalCOGS,TotalStorageCostPerYear,TotalHandlingCost,TotalDemurrageCost,TotalTransportCost,SGA,IOC,TotalS&D,GM,CBM,CBMAI,EBITAI
358,358,2002047,EU to EU Direct,2023-06-27,Netherlands,Coop. Isigny Sainte-Mere,WPC 80% (Cheese),FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,A,Europe,Managed,Portena - NL,115984,2023,COOPERATIVE ISIGNY SAINTE-MERE,06-2023,France,WPC,COOPERATIVE ISIGNY SAINTE-MERE,17.6,214720.0,140786.15591512428,283.0703440157881,141.2142110809887,0.0,1448.2342595419848,1661.2934825282898,4662.955750543116,1872.5188146387616,73933.84408487572,72061.32527023695,67398.36951969384,65737.07603716555
359,359,2002047,EU to EU Direct,2023-07-03,Netherlands,Coop. Isigny Sainte-Mere,WPC 80% (Cheese),FNL WPC80 CHS 392 NUTING WTBLD 20KG MBG,A,Europe,Managed,Portena - NL,115984,2023,COOPERATIVE ISIGNY SAINTE-MERE,07-2023,France,WPC,COOPERATIVE ISIGNY SAINTE-MERE,17.6,214720.0,140786.15591512428,283.0703440157881,141.2142110809887,0.0,1448.2342595419848,1661.2934825282898,4662.955750543116,1872.5188146387616,73933.84408487572,72061.32527023695,67398.36951969384,65737.07603716555
360,360,2002317,EU to EU Direct,2022-11-02,Netherlands,Internal,UHT Cream,AWAR CUL CRM 12X1L,C,Europe,Internal,Daalimpex Harlingen - NL,121240,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,26.413802550711488,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.228431560927761,0.2558536085606415,-26.413802550711488,-26.66965615927213,-26.89808772019989,-28.030787821923724
361,361,2002317,EU to EU Direct,2022-11-04,Netherlands,Internal,UHT Cream,AWAR UHT CHF CLA EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121679,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,28.14290333018931,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,0.2558536085606415,-28.14290333018931,-28.39875693874995,-29.08316990958813,-30.215870011311964
362,362,2002317,EU to EU Direct,2022-11-04,Netherlands,Internal,UHT Cream,AWAR UHT CRM CUL CRM EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121628,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,27.98221701332757,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,1.5683819770597154,0.2558536085606415,-27.98221701332757,-28.23807062188821,-29.806452598947928,-30.93915270067176
363,363,2002317,EU to EU Direct,2022-11-04,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX YIELD 12X1L CTN EU,C,Europe,Internal,Daalimpex Harlingen - NL,121582,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.11,0.0,179.22811632468958,1.4671301246229929,0.8697210966941415,0.0,0.0,10.383084265801813,5.88035060102512,2.336851221317135,-179.22811632468958,-181.56496754600676,-187.44531814703183,-197.82840241283367
364,364,2002317,EU to EU Direct,2022-11-10,Netherlands,Internal,UHT Cream,AWAR UHT CHF CLA EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121679,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,28.14290333018931,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,0.2558536085606415,-28.14290333018931,-28.39875693874995,-29.08316990958813,-30.215870011311964
365,365,2002317,EU to EU Direct,2022-11-10,Netherlands,Internal,UHT Cream,AWAR UHT CRM CHF CLA CN 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,120994,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.097,0.0,213.5115706182512,0.9110534723178848,0.7669358761757431,0.0,0.0,9.155992488934324,1.2813823359633505,1.677989348493628,-213.5115706182512,-215.18955996674484,-216.47094230270812,-225.6269347916425
366,366,2002317,EU to EU Direct,2022-11-10,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX YIELD 12X1L CTN EU,C,Europe,Internal,Daalimpex Harlingen - NL,121582,2023,FONTERRA (EUROPE) COOPERATIE U,11-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,19.55215814451159,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,0.2549292241436873,-19.55215814451159,-19.80708736865528,-20.44858016149438,-21.58128026321821
367,367,2002317,EU to EU Direct,2022-12-02,Netherlands,Internal,UHT Cream,AWAR UHT CRM CHF CLA LATAM 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121742,2023,FONTERRA (EUROPE) COOPERATIE U,12-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.048,0.0,105.65521020284596,0.4508305842397781,0.3795146603756255,0.0,0.0,4.530800406895335,1.166567286741406,0.8303452446154036,-105.65521020284596,-106.48555544746137,-107.65212273420278,-112.18292314109812
368,368,2002317,EU to EU Direct,2022-12-08,Netherlands,Internal,UHT Cream,AWAR UHT CHF CLA EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121679,2023,FONTERRA (EUROPE) COOPERATIE U,12-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,26.87108515507762,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,0.2558536085606415,-26.87108515507762,-27.12693876363826,-27.81135173447644,-28.94405183620028
369,369,2002317,EU to EU Direct,2022-12-08,Netherlands,Internal,UHT Cream,AWAR UHT CRM CHF CLA CN 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,120994,2023,FONTERRA (EUROPE) COOPERATIE U,12-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.121,0.0,266.33917571967413,1.136468764437774,0.9566932063635558,0.0,0.0,11.42139269238199,1.598425388160468,2.09316197080133,-266.33917571967413,-268.43233769047544,-270.0307630786359,-281.4521557710179
370,370,2002317,EU to EU Direct,2022-12-08,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX YIELD LATAM 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121333,2023,FONTERRA (EUROPE) COOPERATIE U,12-2022,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,26.413802550711488,0.1099293146040708,0.0948786650939063,0.0,0.0,1.1327001017238338,0.2005049293034476,0.2048079796979771,-26.413802550711488,-26.618610530409462,-26.819115459712915,-27.95181556143675
371,371,2002317,EU to EU Direct,2023-01-02,Netherlands,Internal,UHT Cream,AWAR TR UHT CRM CHF CLA SAM 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121691,2023,FONTERRA (EUROPE) COOPERATIE U,01-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,8.306415550577446,0.1285677966930366,0.0948786650939063,0.0,0.0,1.1327001017238338,6.509455154712479,0.2234464617869429,-8.306415550577446,-8.529862012364388,-15.039317167076868,-16.1720172688007
372,372,2002317,EU to EU Direct,2023-01-02,Netherlands,Internal,UHT Cream,AWAR UHT CKG CRM DESS 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,122064,2023,FONTERRA (EUROPE) COOPERATIE U,01-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.12,0.0,264.1380255071149,1.1167276784069626,0.9487866509390636,0.0,0.0,11.327001017238338,0.7379187588814552,2.0655143293460263,-264.1380255071149,-266.2035398364609,-266.94145859534234,-278.26845961258067
373,373,2002317,EU to EU Direct,2023-01-27,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX WHIP ANC 12X1L CTN KR LM,C,Europe,Internal,Daalimpex Harlingen - NL,120436,2023,FONTERRA (EUROPE) COOPERATIE U,01-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.024,0.0,52.827605101422975,0.2571355933860733,0.1897573301878127,0.0,0.0,2.265400203447668,0.4748260596052676,0.446892923573886,-52.827605101422975,-53.27449802499686,-53.74932408460213,-56.0147242880498
374,374,2002317,EU to EU Direct,2023-02-01,Netherlands,Internal,UHT Cream,TR AWAR UHT CRM EX WHIP SAM 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121719,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.024,0.0,52.827605101422975,0.2571355933860733,0.1897573301878127,0.0,0.0,2.265400203447668,30.62861698959925,0.446892923573886,-52.827605101422975,-53.27449802499686,-83.90311501459611,-86.16851521804378
375,375,2002317,EU to EU Direct,2023-02-10,Netherlands,Internal,High Fat B/T WPC,FNL WPC 356 NUTING LPD70 20KG MBG,C,Europe,Internal,Portena - NL,119496,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,WPC,FONTERRA (EUROPE) COOPERATIE UA,0.02,0.0,160.6407842073454,0.3216708454724865,0.1604706944102144,0.0,0.0,1.8878335028730564,6.388968174550934,0.4821415398827008,-160.6407842073454,-161.1229257472281,-167.51189392177903,-169.3997274246521
376,376,2002317,EU to EU Direct,2023-02-24,Netherlands,Internal,UHT Cream,AWAR UHT CHF CLA EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121679,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,33.38327921415981,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,0.2558536085606415,-33.38327921415981,-33.639132822720455,-34.32354579355863,-35.456245895282464
377,377,2002317,EU to EU Direct,2023-02-24,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX YIELD 12X1L CTN EU,C,Europe,Internal,Daalimpex Harlingen - NL,121582,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.073,0.0,121.0914087120862,0.9736409008861682,0.5771785459879303,0.0,0.0,6.890592285486656,3.902414489771216,1.5508194468740983,-121.0914087120862,-122.64222815896032,-126.54464264873153,-133.4352349342182
378,378,2002317,EU to EU Direct,2023-02-25,Netherlands,Internal,UHT Cream,AWAR UHT CHF CLA EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121679,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,33.38327921415981,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,0.6844129708381764,0.2558536085606415,-33.38327921415981,-33.639132822720455,-34.32354579355863,-35.456245895282464
379,379,2002317,EU to EU Direct,2023-02-25,Netherlands,Internal,UHT Cream,AWAR UHT CRM CUL CRM EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121628,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,27.73140927579436,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,1.5683819770597154,0.2558536085606415,-27.73140927579436,-27.987262884355,-29.55564486141472,-30.68834496313855
380,380,2002317,EU to EU Direct,2023-02-25,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX YIELD 12X1L CTN EU,C,Europe,Internal,Daalimpex Harlingen - NL,121582,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,19.90543704856212,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,0.2549292241436873,-19.90543704856212,-20.160366272705808,-20.80185906554491,-21.934559167268745
381,381,2002317,EU to EU Direct,2023-03-10,Netherlands,Internal,UHT Cream,AWAR UHT CKG CRM DESS 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,122064,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.072,0.0,158.4828153042689,0.6700366070441776,0.5692719905634381,0.0,0.0,6.796200610343003,0.4427512553288731,1.2393085976076157,-158.4828153042689,-159.72212390187653,-160.16487515720542,-166.9610757675484
382,382,2002317,EU to EU Direct,2023-03-22,Netherlands,Internal,UHT Cream,AWAR UHT CHF CLA EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121679,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.024,0.0,59.42971585157228,0.3219498869334705,0.1897573301878127,0.0,0.0,2.265400203447668,1.3688259416763529,0.5117072171212832,-59.42971585157228,-59.94142306869357,-61.31024901036992,-63.57564921381759
383,383,2002317,EU to EU Direct,2023-03-22,Netherlands,Internal,UHT Cream,AWAR UHT CRM CUL CRM EU 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121628,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,27.33038702009846,0.1609749434667352,0.0948786650939063,0.0,0.0,1.1327001017238338,1.5683819770597154,0.2558536085606415,-27.33038702009846,-27.5862406286591,-29.154622605718817,-30.28732270744265
384,384,2002317,EU to EU Direct,2023-03-22,Netherlands,Internal,UHT Cream,AWAR UHT CRM EX YIELD 12X1L CTN EU,C,Europe,Internal,Daalimpex Harlingen - NL,121582,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,21.99461674703854,0.160050559049781,0.0948786650939063,0.0,0.0,1.1327001017238338,0.641492792839104,0.2549292241436873,-21.99461674703854,-22.249545971182226,-22.891038764021328,-24.02373886574516
385,385,2002317,EU to EU Direct,2023-03-28,Netherlands,Internal,WPC 80% (Cheese),FNL WPC80 CHS 450 INST 20KG MBG,C,Europe,Internal,Portena - NL,114132,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,WPC,FONTERRA (EUROPE) COOPERATIE UA,0.02,0.0,134.59051007613013,0.3216708454724865,0.1604706944102144,0.0,0.0,1.8878335028730564,2.762167481876724,0.4821415398827008,-134.59051007613013,-135.07265161601282,-137.83481909788955,-139.7226526007626
386,386,2002317,EU to EU Direct,2023-03-28,Netherlands,Internal,WPC 80% (Cheese),FNL WPC80 CHS 550 NUTING 20KG BAG,C,Europe,Internal,Portena - NL,119540,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,WPC,FONTERRA (EUROPE) COOPERATIE UA,0.02,0.0,142.96467975627635,0.3216708454724865,0.1604706944102144,0.0,0.0,1.8878335028730564,8.923893557312013,0.4821415398827008,-142.96467975627635,-143.44682129615904,-152.37071485347104,-154.2585483563441
387,387,2002317,EU to EU Direct,2023-03-31,Netherlands,Internal,UHT Cream,AWAR UHT CKG CRM DESS 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,122064,2023,FONTERRA (EUROPE) COOPERATIE U,03-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,26.413802550711488,0.1116727678406962,0.0948786650939063,0.0,0.0,1.1327001017238338,0.0737918758881455,0.2065514329346024,-26.413802550711488,-26.62035398364609,-26.694145859534235,-27.82684596125807
388,388,2002317,EU to EU Direct,2023-05-05,Netherlands,Internal,UHT Cream,AWAR UHT CKG CRM EX YIELD LATAM 12X1L,C,Europe,Internal,Daalimpex Harlingen - NL,122338,2023,FONTERRA (EUROPE) COOPERATIE U,05-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.012,0.0,26.413802550711488,0.1099293146040708,0.0948786650939063,0.0,0.0,1.1327001017238338,0.2847015270330901,0.2048079796979771,-26.413802550711488,-26.618610530409462,-26.903312057442555,-28.03601215916639
389,389,2002317,EU to EU Direct,2023-05-12,Netherlands,Internal,UHT Cream,AWAR UHT CRM CHF CLA CN AFP 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,122070,2023,FONTERRA (EUROPE) COOPERATIE U,05-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.119,0.0,261.9368752945556,1.1176841567611164,0.9408800955145712,0.0,0.0,11.232609342094683,2.900499756089211,2.0585642522756875,-261.9368752945556,-263.9954395468313,-266.8959393029205,-278.1285486450152
390,390,2002317,EU to EU Direct,2023-05-12,Netherlands,Internal,UHT Cream,AWAR UHT CRM CHF CLA LATAM 12X1L CTN,C,Europe,Internal,Daalimpex Harlingen - NL,121742,2023,FONTERRA (EUROPE) COOPERATIE U,05-2023,Netherlands,Cons. UHT,FONTERRA (EUROPE) COOPERATIE UA,0.048,0.0,105.65521020284596,0.4508305842397781,0.3795146603756255,0.0,0.0,4.530800406895335,1.166567286741406,0.8303452446154036,-105.65521020284596,-106.48555544746137,-107.65212273420278,-112.18292314109812
391,391,2002317,EU to EU Direct,2023-05-30,Netherlands,Internal,WPC 80% (Cheese),FNL WPC80 CHS 392 JP 20KG MBG,C,Europe,Internal,Portena - NL,114917,2023,FONTERRA (EUROPE) COOPERATIE U,05-2023,Netherlands,WPC,FONTERRA (EUROPE) COOPERATIE UA,0.06,0.0,511.16102474473377,0.9650125364174594,0.4814120832306431,0.0,0.0,5.663500508619169,32.77301375841238,1.4464246196481023,-511.16102474473377,-512.6074493643819,-545.3804631227943,-551.0439636314135
392,392,2002317,NZ Indirect,2023-02-17,New Zealand,Internal,WPC 80% (Cheese),WPC80 CHS 550 MEDAPP LL FUNC 25KG MBG,C,Europe,Internal,Kloosterboer - NL,120166,2023,FONTERRA (EUROPE) COOPERATIE U,02-2023,Netherlands,WPC,FONTERRA (EUROPE) COOPERATIE UA,0.075,0.0,387.2271748281558,2.8099400797056155,5.512265316655035,0.0,0.0,7.079375635773961,48.04903970340756,8.322205396360651,-387.2271748281558,-395.5493802245164,-443.598419927924,-450.67779556369794
393,393,2002604,NZ Indirect,2022-10-07,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,10-2022,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,7.0,175000.0,100362.48728413276,180.13567346459243,267.4994609593054,251.39309915876828,1624.5343333333333,660.7417260055697,1871.660931721177,2323.5625669159995,74637.51271586724,72313.95014895125,70442.28921723008,69781.54749122451
394,394,2002604,NZ Indirect,2022-10-12,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,10-2022,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,2.0,50000.0,28674.99636689508,51.46733527559784,76.4284174169444,71.82659975964808,464.1526666666667,188.78335028730564,534.7602662060505,663.8750191188569,21325.00363310492,20661.128613986064,20126.36834778001,19937.584997492708
395,395,2002604,NZ Indirect,2022-11-03,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,11-2022,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,8.0,200000.0,114699.9854675803,205.86934110239136,305.7136696677776,287.3063990385923,1856.6106666666667,755.1334011492225,2139.041064824202,2655.500076475428,85300.0145324197,82644.51445594427,80505.47339112007,79750.33998997085
396,396,2002604,NZ Indirect,2023-02-02,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,02-2023,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,16.0,400000.0,229399.97093516056,411.7386822047827,611.4273393355552,574.6127980771846,3713.221333333333,1510.266802298445,4278.082129648405,5311.000152950855,170600.0290648394,165289.02891188857,161010.94678224018,159500.67997994172
397,397,2002604,NZ Indirect,2023-02-06,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,02-2023,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,8.0,200000.0,114699.9854675803,205.86934110239136,305.7136696677776,287.3063990385923,1856.6106666666667,755.1334011492225,2139.041064824202,2655.500076475428,85300.0145324197,82644.51445594427,80505.47339112007,79750.33998997085
398,398,2002604,NZ Indirect,2023-05-09,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,05-2023,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,16.0,432000.0,229399.9709351606,411.7386822047827,611.4273393355552,574.6127980771846,3713.221333333333,1510.266802298445,4278.082129648404,5311.000152950856,202600.0290648394,197289.02891188857,193010.94678224012,191500.6799799417
399,399,2002604,NZ Indirect,2023-05-16,Unknown Origin,Hochdorf Nutrition,Whey Hydrolysates,DC WHEY HYD 7051 HA HAL/K 500KG BBG,B,Europe,Semi Managed,Portena - NL,120941,2023,HOCHDORF SWISS NUTRITION AG,05-2023,Switzerland,Whey,HOCHDORF SWISS NUTRITION AG,3.0,81000.0,43012.49455034261,77.20100291339676,114.6426261254166,107.73989963947211,696.229,283.17502543095844,802.1403993090757,995.8125286782856,37987.50544965739,36991.6929209791,36189.55252167002,35906.37749623906
400,400,2002672,NZ Indirect,2022-08-24,New Zealand,Hochland,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,HOCHLAND POLSKA SP.Z.O.O.,08-2022,Poland,MPC,HOCHLAND SP.Z.O.O.,1.8,21510.0,15232.878640970548,38.60050145669838,68.78557567524997,64.64393978368327,284.88818181818186,169.90501525857508,257.99604769537115,456.9181987338135,6277.121359029452,5820.203160295639,5562.207112600268,5392.302097341692
401,401,2002672,NZ Indirect,2022-10-05,New Zealand,Hochland,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,HOCHLAND POLSKA SP.Z.O.O.,10-2022,Poland,MPC,HOCHLAND SP.Z.O.O.,2.4,28680.0,20310.5048546274,51.46733527559784,91.71410090033328,86.19191971157768,379.8509090909091,226.5400203447668,343.9947302604948,609.224264978418,8369.495145372599,7760.27088039418,7416.276150133685,7189.736129788918
402,402,2002672,NZ Indirect,2023-01-05,New Zealand,Hochland,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,HOCHLAND POLSKA SP.Z.O.O.,01-2023,Poland,MPC,HOCHLAND SP.Z.O.O.,1.8,18900.0,15232.878640970548,38.60050145669838,68.78557567524997,64.64393978368327,284.88818181818186,169.90501525857508,257.99604769537115,456.9181987338135,3667.121359029452,3210.2031602956386,2952.2071126002675,2782.3020973416924
403,403,2002672,NZ Indirect,2023-02-03,New Zealand,Hochland,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,HOCHLAND POLSKA SP.Z.O.O.,02-2023,Poland,MPC,HOCHLAND SP.Z.O.O.,2.4,24960.0,20310.5048546274,51.46733527559784,91.71410090033328,86.19191971157768,379.8509090909091,226.5400203447668,343.9947302604948,609.224264978418,4649.495145372599,4040.270880394181,3696.2761501336863,3469.73612978892
404,404,2002672,NZ Indirect,2023-05-12,New Zealand,Hochland,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,HOCHLAND POLSKA SP.Z.O.O.,05-2023,Poland,MPC,HOCHLAND SP.Z.O.O.,2.4,19560.0,20310.5048546274,51.46733527559784,91.71410090033328,86.19191971157768,379.8509090909091,226.5400203447668,343.9947302604948,609.224264978418,-750.5048546274011,-1359.729119605819,-1703.723849866314,-1930.2638702110808
405,405,2002672,NZ Indirect,2023-07-07,New Zealand,Hochland,Milk Protein Concentrate >=80%,MPC85 4855 K EU 20kg MBG,C,Europe,Smart Serve,Portena - NL,103791,2023,HOCHLAND POLSKA SP.Z.O.O.,07-2023,Poland,MPC,HOCHLAND SP.Z.O.O.,2.4,18840.0,20310.5048546274,51.46733527559784,91.71410090033328,86.19191971157768,379.8509090909091,226.5400203447668,343.9947302604948,609.224264978418,-1470.504854627401,-2079.729119605819,-2423.7238498663137,-2650.2638702110803
406,406,2002715,NZ Direct EU,2022-11-28,New Zealand,Royal Vivbusiman,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Europe,Smart Serve,Plant - NZ,110645,2023,KONINKLIJKE VIV BUISMAN B.V.,11-2022,Netherlands,AMF,KONINKLIJKE VIV BUISMAN W/H,126.0,820260.0,763875.5001843327,0.0,0.0,0.0,0.0,11893.351068100255,0.0,0.0,56384.49981566722,56384.49981566722,56384.49981566722,44491.14874756697
407,407,2002715,NZ Direct EU,2022-12-19,New Zealand,Royal Vivbusiman,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Europe,Smart Serve,Plant - NZ,110645,2023,KONINKLIJKE VIV BUISMAN B.V.,12-2022,Netherlands,AMF,KONINKLIJKE VIV BUISMAN W/H,50.4,328104.0,305550.2000737331,0.0,0.0,0.0,0.0,4757.340427240102,0.0,0.0,22553.79992626689,22553.79992626689,22553.79992626689,17796.459499026787
408,408,2002715,NZ Direct EU,2022-12-20,New Zealand,Royal Vivbusiman,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Europe,Smart Serve,Plant - NZ,110645,2023,KONINKLIJKE VIV BUISMAN B.V.,12-2022,Netherlands,AMF,KONINKLIJKE VIV BUISMAN W/H,75.6,492156.0,458325.30011059967,0.0,0.0,0.0,0.0,7136.010640860153,0.0,0.0,33830.69988940033,33830.69988940033,33830.69988940033,26694.68924854018
409,409,2002715,NZ Direct EU,2023-01-06,New Zealand,Royal Vivbusiman,Anhydrous Milkfat,AMF PREM K/HAL/MUI 210KG DRM,A,Europe,Smart Serve,Plant - NZ,110645,2023,KONINKLIJKE VIV BUISMAN B.V.,01-2023,Netherlands,AMF,KONINKLIJKE VIV BUISMAN W/H,117.6,765576.0,712950.4668387105,0.0,0.0,0.0,0.0,11100.460996893573,0.0,0.0,52625.53316128951,52625.53316128951,52625.53316128951,41525.07216439593
